OG #	S.cer	K.marx	Y.lipo
OG0002817	YBR288C	KMXK_0F02300	YALI1_D21847g
OG0002818	YBR289W	KMXK_0F02310	YALI1_E16026g
OG0002819	YBR290W	KMXK_0F02320	YALI1_F33732g
OG0002820	YBR291C	KMXK_0F02330	YALI1_F33754g
OG0002821	YHR002W	KMXK_0F02340	YALI1_F20788g
OG0002822	YKL028W	KMXK_0F02360	YALI1_F33790g
OG0002823	YKL029C	KMXK_0F02370	YALI1_E22303g
OG0002824	YHR004C	KMXK_0F02380	YALI1_C03914g
OG0002825	YMR071C	KMXK_0F02410	YALI1_C19348g
OG0002826	YMR073C	KMXK_0F02440	YALI1_C16294g
OG0002827	YMR074C	KMXK_0F02460	YALI1_F35603g
OG0002828	YMR075W	KMXK_0F02470	YALI1_E15939g
OG0002829	YMR076C	KMXK_0F02480	YALI1_E15889g
OG0002830	YHL008C	KMXK_0F02490	YALI1_E15865g
OG0002832	YKL033W	KMXK_0F02500	YALI1_B25798g
OG0002833	YHL010C	KMXK_0F02510	YALI1_C10271g
OG0002834	YHL011C	KMXK_0F02520	YALI1_F32363g
OG0002835	YKL033W-A	KMXK_0F02530	YALI1_F32342g
OG0002836	YKL034W	KMXK_0F02540	YALI1_F32251g
OG0002837	YKL035W	KMXK_0F02550	YALI1_A02775g
OG0002838	YHL013C	KMXK_0F02580	YALI1_C27958g
OG0002839	YHL015W	KMXK_0F02600	YALI1_E24442g
OG0002840	YKL040C	KMXK_0F02630	YALI1_B00242g
OG0002841	YHL020C	KMXK_0F02670	YALI1_C20559g
OG0002842	YKL041W	KMXK_0F02680	YALI1_B23351g
OG0002843	YLR051C	KMXK_0F02710	YALI1_B04779g
OG0002844	YFL022C	KMXK_0F02730	YALI1_D20473g
OG0002845	YFL023W	KMXK_0F02760	YALI1_D25137g
OG0002846	YFL024C	KMXK_0F02770	YALI1_B16584g
OG0002847	YFL026W	KMXK_0F02790	YALI1_F05814g
OG0002848	YOR298W	KMXK_0F02810	YALI1_B16087g
OG0002849	YMR235C	KMXK_0F02820	YALI1_B16068g
OG0002850	YOR298C-A	KMXK_0F02830	YALI1_B15996g
OG0002851	YMR236W	KMXK_0F02840	YALI1_E27243g
OG0002852	YOR301W	KMXK_0F02870	YALI1_E13011g
OG0002853	YOR303W	KMXK_0F02890	YALI1_D09420g
OG0002854	YMR239C	KMXK_0F02920	YALI1_C16080g
OG0002855	YOL066C	KMXK_0F02930	YALI1_F16069g
OG0002856	YOL065C	KMXK_0F02940	YALI1_F16045g
OG0002857	YOL064C	KMXK_0F02960	YALI1_F35109g
OG0002858	YDL033C	KMXK_0F02970	YALI1_F32387g
OG0002859	YDL031W	KMXK_0F02980	YALI1_D32424g
OG0002860	YDL030W	KMXK_0F02990	YALI1_F13072g
OG0002861	YBR029C	KMXK_0F03000	YALI1_E17431g
OG0002862	YBR028C	KMXK_0F03010	YALI1_C21891g
OG0002863	YOL108C	KMXK_0F03050	YALI1_C03349g
OG0002864	YHR124W	KMXK_0F03090	YALI1_B19390g
OG0002865	YNL132W	KMXK_0F03100	YALI1_B19388g
OG0002866	YNL131W	KMXK_0F03110	YALI1_C15445g
OG0002867	YHR122W	KMXK_0F03130	YALI1_B19336g
OG0002868	YNL129W	KMXK_0F03140	YALI1_B19348g
OG0002869	YNL128W	KMXK_0F03150	YALI1_C15465g
OG0002870	YHR121W	KMXK_0F03160	YALI1_C15489g
OG0002871	YNL127W	KMXK_0F03170	YALI1_C13642g
OG0002872	YNL126W	KMXK_0F03180	YALI1_C13560g
OG0002873	YNL124W	KMXK_0F03200	YALI1_B13800g
OG0002874	YHR120W	KMXK_0F03210	YALI1_B13737g
OG0002875	YHR119W	KMXK_0F03220	YALI1_B19520g
OG0002876	YNL123W	KMXK_0F03240	YALI1_F39236g
OG0002877	YNL122C	KMXK_0F03250	YALI1_F39183g
OG0002878	YHR116W	KMXK_0F03270	YALI1_B13888g
OG0002879	YNL119W	KMXK_0F03280	YALI1_B13886g
OG0002880	YNL118C	KMXK_0F03290	YALI1_C18541g
OG0002881	YNL115C	KMXK_0F03330	YALI1_F24864g
OG0002882	YHR114W	KMXK_0F03340	YALI1_C16255g
OG0002883	YOR115C	KMXK_0F03350	YALI1_E27076g
OG0002884	YOR113W	KMXK_0F03370	YALI1_A16891g
OG0002885	YNL113W	KMXK_0F03380	YALI1_E32622g
OG0002886	YNL112W	KMXK_0F03390	YALI1_E32664g
OG0002887	YOR112W	KMXK_0F03400	YALI1_E32636g
OG0002888	YNL111C	KMXK_0F03410	YALI1_D15063g
OG0002889	YOR111W	KMXK_0F03430	YALI1_F19058g
OG0002890	YNL107W	KMXK_0F03450	YALI1_B14600g
OG0002891	YOR349W	KMXK_0F03510	YALI1_C11970g
OG0002892	YAL038W	KMXK_0F03550	YALI1_F12842g
OG0002893	YOR346W	KMXK_0F03560	YALI1_F12757g
OG0002894	YAL036C	KMXK_0F03600	YALI1_A00325g
OG0002895	YAL035W	KMXK_0F03610	YALI1_A01061g
OG0002896	YOR341W	KMXK_0F03620	YALI1_F18524g
OG0002898	YDR083W	KMXK_0F03670	YALI1_F23414g
OG0002899	YDR084C	KMXK_0F03680	YALI1_D33207g
OG0002900	YER159C	KMXK_0F03710	YALI1_E09972g
OG0002901	YDR086C	KMXK_0F03720	YALI1_D11091g
OG0002902	YDR087C	KMXK_0F03730	YALI1_D11151g
OG0002903	YGR152C	KMXK_0F03740	YALI1_F30395g
OG0002904	YKL073W	KMXK_0F03790	YALI1_B11853g
OG0002906	YKL074C	KMXK_0F03800	YALI1_E12402g
OG0002907	YMR055C	KMXK_0F03810	YALI1_E12454g
OG0002908	YKL077W	KMXK_0F03840	YALI1_D35119g
OG0002909	YMR059W	KMXK_0F03850	YALI1_D35126g
OG0002910	YMR061W	KMXK_0F03870	YALI1_D23274g
OG0002911	YMR062C	KMXK_0F03880	YALI1_E16002g
OG0002912	YKL078W	KMXK_0F03900	YALI1_B15852g
OG0002913	YMR065W	KMXK_0F03920	YALI1_D16086g
OG0002914	YLL057C	KMXK_0F03930	YALI1_F30034g
OG0002915	YKL080W	KMXK_0F03940	YALI1_A11258g
OG0002916	YKL082C	KMXK_0F03960	YALI1_F07318g
OG0002917	YMR067C	KMXK_0F03980	YALI1_E33829g
OG0002918	YMR068W	KMXK_0F03990	YALI1_D27547g
OG0002919	YKL084W	KMXK_0F04000	YALI1_E02959g
OG0002920	YKL085W	KMXK_0F04010	YALI1_D20676g
OG0002921	YKL086W	KMXK_0F04020	YALI1_D20662g
OG0002922	YHR005C	KMXK_0F04030	YALI1_E14489g
OG0002923	YKL087C	KMXK_0F04040	YALI1_E07508g
OG0002924	YHR005C-A	KMXK_0F04050	YALI1_E07522g
OG0002925	YKL088W	KMXK_0F04060	YALI1_E07601g
OG0002926	YIR022W	KMXK_0F04100	YALI1_D03647g
OG0002927	YKL012W	KMXK_0F04110	YALI1_D03604g
OG0002928	YKL013C	KMXK_0F04120	YALI1_D03575g
OG0002929	YIR023W	KMXK_0F04130	YALI1_D03561g
OG0002930	YKL014C	KMXK_0F04150	YALI1_B08975g
OG0002931	YKL015W	KMXK_0F04160	YALI1_B08898g
OG0002932	YKL016C	KMXK_0F04170	YALI1_B08885g
OG0002933	YKL017C	KMXK_0F04180	YALI1_B08978g
OG0002934	YKL018W	KMXK_0F04190	YALI1_F28112g
OG0002935	YIR026C	KMXK_0F04220	YALI1_B15346g
OG0002936	YKL019W	KMXK_0F04230	YALI1_B21088g
OG0002937	YNL080C	KMXK_0F04260	YALI1_D02180g
OG0002938	YOL080C	KMXK_0F04280	YALI1_B23420g
OG0002939	YOL078W	KMXK_0F04290	YALI1_B15742g
OG0002940	YOL077W-A	KMXK_0F04310	YALI1_B15733g
OG0002941	YOL077C	KMXK_0F04320	YALI1_B15692g
OG0002942	YOL076W	KMXK_0F04330	YALI1_B15655g
OG0002943	YDL008W	KMXK_0F04360	YALI1_F22858g
OG0002944	YBR011C	KMXK_0F04370	YALI1_F18105g
OG0002945	YDR007W	KMXK_0F04380	YALI1_B10130g
OG0002946	YDR006C	KMXK_0F04420	YALI1_D19515g
OG0002947	YBR007C	KMXK_0F04430	YALI1_A07349g
OG0002948	YDR005C	KMXK_0F04440	YALI1_F14213g
OG0002949	YDR004W	KMXK_0F04450	YALI1_F14024g
OG0002950	YBR006W	KMXK_0F04460	YALI1_F33681g
OG0002951	YBL004W	KMXK_0F04500	YALI1_D28518g
OG0002952	YDL001W	KMXK_0F04520	YALI1_B07374g
OG0002953	YBL001C	KMXK_0F04550	YALI1_E31369g
OG0002954	YDR002W	KMXK_0F04580	YALI1_B19880g
OG0002955	YBR002C	KMXK_0F04590	YALI1_C26036g
OG0002956	YBR003W	KMXK_0F04600	YALI1_C26017g
OG0002957	YBR004C	KMXK_0F04610	YALI1_F15403g
OG0002958	YHR084W	KMXK_0F04620	YALI1_E19403g
OG0002959	YDR332W	KMXK_0F04640	YALI1_F09695g
OG0002960	YHR082C	KMXK_0F04650	YALI1_F15070g
OG0002961	YDR331W	KMXK_0F04660	YALI1_F11080g
OG0002962	YDR330W	KMXK_0F04670	YALI1_F11224g
OG0002963	YDR328C	KMXK_0F04710	YALI1_A10934g
OG0002964	YDR258C	KMXK_0F04730	YALI1_F16656g
OG0002965	YDR262W	KMXK_0F04780	YALI1_D35435g
OG0002966	YOR035C	KMXK_0F04820	YALI1_E25729g
OG0002967	YDR266C	KMXK_0F04840	YALI1_C01338g
OG0002968	YHR100C	KMXK_0F04850	YALI1_A13994g
OG0002969	YGR202C	KMXK_0F04860	YALI1_D22834g
OG0002970	YJR017C	KMXK_0F04880	YALI1_B19290g
OG0002971	YJR019C	KMXK_0F04900	YALI1_F19697g
OG0002972	YGR205W	KMXK_0F04910	YALI1_A03210g
OG0002973	YJR022W	KMXK_0F04930	YALI1_B08580g
OG0002974	YJR024C	KMXK_0F04940	YALI1_C28497g
OG0002975	YGR207C	KMXK_0F04960	YALI1_C28513g
OG0002976	YGR208W	KMXK_0F04970	YALI1_B26749g
OG0002977	YLR045C	KMXK_0F04990	YALI1_E33527g
OG0002978	YPL265W	KMXK_0F05010	YALI1_C00550g
OG0002979	YGR210C	KMXK_0F05030	YALI1_E23899g
OG0002980	YGR211W	KMXK_0F05040	YALI1_F30004g
OG0002981	YLR047C	KMXK_0F05050	YALI1_B22499g
OG0002982	YGR215W	KMXK_0F05080	YALI1_E18326g
OG0002983	YGR216C	KMXK_0F05090	YALI1_E12587g
OG0002984	YGR217W	KMXK_0F05100	YALI1_E18378g
OG0002985	YGR218W	KMXK_0F05110	YALI1_F13644g
OG0002986	YGR220C	KMXK_0F05120	YALI1_F13602g
OG0002987	YHR147C	KMXK_0F05130	YALI1_F13579g
OG0002988	YHR148W	KMXK_0F05140	YALI1_F23133g
OG0002989	YGR223C	KMXK_0F05180	YALI1_B20130g
OG0002990	YGR225W	KMXK_0F05190	YALI1_B22452g
OG0002991	YHR150W	KMXK_0F05200	YALI1_D14695g
OG0002992	YHR151C	KMXK_0F05210	YALI1_B22414g
OG0002993	YGR227W	KMXK_0F05220	YALI1_B22410g
OG0002995	YGR229C	KMXK_0F05230	YALI1_B26926g
OG0002996	YGR230W	KMXK_0F05240	YALI1_B26888g
OG0002997	YGR231C	KMXK_0F05250	YALI1_B26790g
OG0002998	YGR232W	KMXK_0F05260	YALI1_C01720g
OG0002999	YGR233C	KMXK_0F05270	YALI1_A00947g
OG0003000	YHR154W	KMXK_0F05290	YALI1_B20416g
OG0003001	YGR235C	KMXK_0F05300	YALI1_E08211g
OG0003002	YKR051W	KMXK_0F05390	YALI1_B23622g
OG0003003	YJL132W	KMXK_0F05400	YALI1_B20935g
OG0003004	YJL130C	KMXK_0F05420	YALI1_E11768g
OG0003005	YKR050W	KMXK_0F05430	YALI1_B23153g
OG0003006	YJL128C	KMXK_0F05440	YALI1_B20870g
OG0003007	YJL127C	KMXK_0F05470	YALI1_E12541g
OG0003008	YJL126W	KMXK_0F05480	YALI1_F36733g
OG0003009	YJL125C	KMXK_0F05490	YALI1_F29937g
OG0003010	YJL124C	KMXK_0F05520	YALI1_A16745g
OG0003011	YJL123C	KMXK_0F05540	YALI1_F31512g
OG0003012	YJL121C	KMXK_0F05560	YALI1_C16621g
OG0003013	YKR048C	KMXK_0F05570	YALI1_B19044g
OG0003014	YKR043C	KMXK_0F05610	YALI1_D11686g
OG0003015	YJL115W	KMXK_0F05650	YALI1_A01777g
OG0003016	YGL143C	KMXK_0F05680	YALI1_E26900g
OG0003017	YDL108W	KMXK_0F05690	YALI1_D05398g
OG0003018	YDL107W	KMXK_0F05710	YALI1_D05370g
OG0003019	YGL142C	KMXK_0F05720	YALI1_D05270g
OG0003020	YGL141W	KMXK_0F05730	YALI1_A21409g
OG0003021	YJL208C	KMXK_0G00180	YALI1_D06638g
OG0003022	YPL266W	KMXK_0G00240	YALI1_E01159g
OG0003023	YPL268W	KMXK_0G00260	YALI1_C05570g
OG0003024	YEL055C	KMXK_0G00310	YALI1_E01299g
OG0003025	YEL056W	KMXK_0G00320	YALI1_A01717g
OG0003027	YPL263C	KMXK_0G00330	YALI1_A11415g
OG0003028	YEL058W	KMXK_0G00340	YALI1_E35005g
OG0003029	YPL262W	KMXK_0G00370	YALI1_C09033g
OG0003030	YOR004W	KMXK_0G00400	YALI1_F34083g
OG0003031	YEL062W	KMXK_0G00420	YALI1_F04027g
OG0003032	YOR005C	KMXK_0G00430	YALI1_D27044g
OG0003033	YOR006C	KMXK_0G00440	YALI1_D24225g
OG0003034	YOR007C	KMXK_0G00460	YALI1_C13000g
OG0003035	YOR002W	KMXK_0G00470	YALI1_D20985g
OG0003036	YML001W	KMXK_0G00490	YALI1_F26039g
OG0003037	YOL001W	KMXK_0G00500	YALI1_D27100g
OG0003038	YOR001W	KMXK_0G00510	YALI1_E05390g
OG0003039	YMR283C	KMXK_0G00530	YALI1_E25995g
OG0003040	YMR281W	KMXK_0G00550	YALI1_E25932g
OG0003041	YMR278W	KMXK_0G00610	YALI1_E02832g
OG0003042	YNL135C	KMXK_0G00620	YALI1_B14121g
OG0003043	YJR007W	KMXK_0G00660	YALI1_B01752g
OG0003044	YJR008W	KMXK_0G00670	YALI1_C29584g
OG0003045	YJR010W	KMXK_0G00710	YALI1_B10813g
OG0003046	YGR193C	KMXK_0G00760	YALI1_B13179g
OG0003047	YGR194C	KMXK_0G00770	YALI1_F14583g
OG0003048	YNR055C	KMXK_0G00810	YALI1_D32619g
OG0003049	YLR005W	KMXK_0G00820	YALI1_D35398g
OG0003050	YLR003C	KMXK_0G00850	YALI1_A20129g
OG0003051	YJR005W	KMXK_0G00860	YALI1_E18802g
OG0003052	YLR006C	KMXK_0G00870	YALI1_E18720g
OG0003053	YLR008C	KMXK_0G00890	YALI1_B17132g
OG0003054	YLR009W	KMXK_0G00900	YALI1_B13137g
OG0003055	YOR023C	KMXK_0G00920	YALI1_B07735g
OG0003056	YOR022C	KMXK_0G00930	YALI1_B08156g
OG0003057	YOR021C	KMXK_0G00940	YALI1_B24051g
OG0003058	YOR020C	KMXK_0G00960	YALI1_B07652g
OG0003059	YDR473C	KMXK_0G00970	YALI1_B07675g
OG0003060	YDL111C	KMXK_0G01000	YALI1_D13790g
OG0003061	YDL112W	KMXK_0G01010	YALI1_D13788g
OG0003062	YDL113C	KMXK_0G01020	YALI1_D09956g
OG0003063	YDL116W	KMXK_0G01060	YALI1_D11479g
OG0003064	YGL148W	KMXK_0G01070	YALI1_D22237g
OG0003065	YDL117W	KMXK_0G01080	YALI1_D13916g
OG0003066	YGL150C	KMXK_0G01100	YALI1_E11048g
OG0003067	YGL151W	KMXK_0G01110	YALI1_D26186g
OG0003068	YGL153W	KMXK_0G01120	YALI1_E11587g
OG0003069	YGL154C	KMXK_0G01130	YALI1_E11510g
OG0003070	YDL119C	KMXK_0G01140	YALI1_E11441g
OG0003071	YGL155W	KMXK_0G01150	YALI1_E11415g
OG0003072	YNL015W	KMXK_0G01160	YALI1_F14729g
OG0003073	YDL120W	KMXK_0G01170	YALI1_E18291g
OG0003074	YDL122W	KMXK_0G01190	YALI1_C03774g
OG0003075	YNL016W	KMXK_0G01200	YALI1_C09415g
OG0003076	YIL083C	KMXK_0G01210	YALI1_C09380g
OG0003077	YNL026W	KMXK_0G01220	YALI1_C09343g
OG0003078	YNL027W	KMXK_0G01230	YALI1_D01739g
OG0003079	YIL084C	KMXK_0G01240	YALI1_F32989g
OG0003080	YIL087C	KMXK_0G01280	YALI1_D09785g
OG0003081	YNL032W	KMXK_0G01290	YALI1_D09488g
OG0003082	YNL025C	KMXK_0G01320	YALI1_D05019g
OG0003083	YIL090W	KMXK_0G01330	YALI1_D04978g
OG0003084	YIL091C	KMXK_0G01340	YALI1_D04969g
OG0003085	YNL024C-A	KMXK_0G01350	YALI1_D04936g
OG0003086	YIL093C	KMXK_0G01360	YALI1_D04901g
OG0003087	YNL024C	KMXK_0G01370	YALI1_D12909g
OG0003088	YNL023C	KMXK_0G01380	YALI1_D12964g
OG0003089	YIL094C	KMXK_0G01390	YALI1_D13238g
OG0003090	YNL022C	KMXK_0G01400	YALI1_D12271g
OG0003091	YNL021W	KMXK_0G01410	YALI1_E29709g
OG0003092	YNL035C	KMXK_0G01430	YALI1_E23229g
OG0003093	YNL039W	KMXK_0G01440	YALI1_E23223g
OG0003094	YNL038W	KMXK_0G01450	YALI1_E35388g
OG0003095	YIL096C	KMXK_0G01460	YALI1_E35440g
OG0003096	YIL097W	KMXK_0G01470	YALI1_E35478g
OG0003097	YNL037C	KMXK_0G01480	YALI1_E06015g
OG0003098	YIL098C	KMXK_0G01490	YALI1_E06031g
OG0003099	YIL099W	KMXK_0G01500	YALI1_E06056g
OG0003100	YNL036W	KMXK_0G01510	YALI1_F28274g
OG0003101	YIL101C	KMXK_0G01520	YALI1_F22073g
OG0003102	YNL041C	KMXK_0G01530	YALI1_F21974g
OG0003103	YIL103W	KMXK_0G01540	YALI1_F29192g
OG0003104	YIL104C	KMXK_0G01550	YALI1_F29196g
OG0003105	YNL044W	KMXK_0G01570	YALI1_A09638g
OG0003106	YNL045W	KMXK_0G01580	YALI1_F00472g
OG0003107	YNL048W	KMXK_0G01600	YALI1_D11015g
OG0003108	YIL106W	KMXK_0G01610	YALI1_D11034g
OG0003109	YIL107C	KMXK_0G01620	YALI1_F35542g
OG0003110	YIL108W	KMXK_0G01630	YALI1_F38088g
OG0003111	YNL051W	KMXK_0G01660	YALI1_F07884g
OG0003112	YIL110W	KMXK_0G01670	YALI1_F07881g
OG0003113	YIL112W	KMXK_0G01690	YALI1_F01234g
OG0003114	YNL054W	KMXK_0G01710	YALI1_F02726g
OG0003115	YIL115C	KMXK_0G01730	YALI1_E01798g
OG0003116	YIL116W	KMXK_0G01740	YALI1_E01793g
OG0003117	YNL056W	KMXK_0G01750	YALI1_D34508g
OG0003118	YIL118W	KMXK_0G01770	YALI1_F23024g
OG0003119	YNL059C	KMXK_0G01780	YALI1_B14194g
OG0003120	YNL061W	KMXK_0G01790	YALI1_B14236g
OG0003121	YNL062C	KMXK_0G01800	YALI1_B14238g
OG0003122	YNL063W	KMXK_0G01810	YALI1_B22721g
OG0003123	YNL064C	KMXK_0G01820	YALI1_F01405g
OG0003124	YJR095W	KMXK_0G01870	YALI1_E41148g
OG0003125	YJR109C	KMXK_0G01880	YALI1_C33005g
OG0003126	YGR285C	KMXK_0G01920	YALI1_A00746g
OG0003127	YGR284C	KMXK_0G01930	YALI1_F03428g
OG0003128	YMR311C	KMXK_0G01940	YALI1_F03461g
OG0003129	YGR282C	KMXK_0G01960	YALI1_B05024g
OG0003130	YMR309C	KMXK_0G01970	YALI1_D28825g
OG0003131	YGR281W	KMXK_0G01990	YALI1_D31719g
OG0003132	YMR308C	KMXK_0G02030	YALI1_F19478g
OG0003133	YGR280C	KMXK_0G02040	YALI1_F20462g
OG0003134	YGR278W	KMXK_0G02090	YALI1_D26394g
OG0003135	YGR277C	KMXK_0G02100	YALI1_D24649g
OG0003136	YMR304W	KMXK_0G02110	YALI1_D20202g
OG0003137	YMR302C	KMXK_0G02120	YALI1_E25267g
OG0003138	YNL085W	KMXK_0G02130	YALI1_E04859g
OG0003139	YOR085W	KMXK_0G02140	YALI1_D13871g
OG0003140	YNL088W	KMXK_0G02170	YALI1_D31186g
OG0003141	YNL090W	KMXK_0G02180	YALI1_C18806g
OG0003142	YNL091W	KMXK_0G02190	YALI1_C21241g
OG0003143	YOR087W	KMXK_0G02200	YALI1_E28828g
OG0003144	YNL092W	KMXK_0G02210	YALI1_D09215g
OG0003145	YOR090C	KMXK_0G02230	YALI1_D09004g
OG0003146	YOR091W	KMXK_0G02240	YALI1_D09000g
OG0003147	YNL094W	KMXK_0G02250	YALI1_D02546g
OG0003148	YOR093C	KMXK_0G02270	YALI1_D06904g
OG0003149	YOR094W	KMXK_0G02280	YALI1_C20314g
OG0003150	YOR095C	KMXK_0G02290	YALI1_B09025g
OG0003151	YOR100C	KMXK_0G02340	YALI1_C03415g
OG0003152	YNL097C	KMXK_0G02350	YALI1_E10712g
OG0003153	YOR101W	KMXK_0G02360	YALI1_E10587g
OG0003154	YOR103C	KMXK_0G02370	YALI1_E10500g
OG0003155	YNL099C	KMXK_0G02380	YALI1_E27059g
OG0003156	YOR104W	KMXK_0G02390	YALI1_E08176g
OG0003157	YNL102W	KMXK_0G02420	YALI1_E14644g
OG0003158	YOR353C	KMXK_0G02480	YALI1_F20168g
OG0003159	YAL039C	KMXK_0G02490	YALI1_C18011g
OG0003160	YOR356W	KMXK_0G02540	YALI1_C20597g
OG0003161	YAL041W	KMXK_0G02550	YALI1_C20646g
OG0003162	YAL042W	KMXK_0G02560	YALI1_C18268g
OG0003163	YOL123W	KMXK_0G02570	YALI1_C19500g
OG0003164	YOL124C	KMXK_0G02580	YALI1_C19510g
OG0003165	YMR027W	KMXK_0G02600	YALI1_A09593g
OG0003166	YKL059C	KMXK_0G02610	YALI1_A09626g
OG0003167	YKL058W	KMXK_0G02620	YALI1_F29317g
OG0003168	YMR028W	KMXK_0G02630	YALI1_A09576g
OG0003169	YMR029C	KMXK_0G02650	YALI1_E37484g
OG0003170	YKL056C	KMXK_0G02660	YALI1_E32033g
OG0003171	YKL053C-A	KMXK_0G02690	YALI1_F39176g
OG0003172	YKL051W	KMXK_0G02710	YALI1_B28098g
OG0003173	YMR032W	KMXK_0G02730	YALI1_E34979g
OG0003174	YMR033W	KMXK_0G02750	YALI1_B14615g
OG0003175	YDR493W	KMXK_0G02790	YALI1_A07326g
OG0003176	YOL102C	KMXK_0G02800	YALI1_C01800g
OG0003177	YDR495C	KMXK_0G02820	YALI1_F22836g
OG0003178	YDR496C	KMXK_0G02830	YALI1_F23109g
OG0003179	YDR498C	KMXK_0G02850	YALI1_C06716g
OG0003180	YNL280C	KMXK_0G02870	YALI1_B30181g
OG0003181	YNL282W	KMXK_0G02900	YALI1_F10760g
OG0003182	YNL284C	KMXK_0G02920	YALI1_E00318g
OG0003183	YOL107W	KMXK_0G02930	YALI1_D17593g
OG0003184	YBR106W	KMXK_0G02950	YALI1_B05995g
OG0003185	YPR066W	KMXK_0G02960	YALI1_F06312g
OG0003186	YPR067W	KMXK_0G02970	YALI1_E39243g
OG0003187	YBR109C	KMXK_0G03000	YALI1_E40467g
OG0003188	YBR110W	KMXK_0G03010	YALI1_E40471g
OG0003189	YBR111C	KMXK_0G03050	YALI1_F33579g
OG0003190	YBR111W-A	KMXK_0G03060	YALI1_F33587g
OG0003191	YBR112C	KMXK_0G03070	YALI1_B09894g
OG0003192	YBR114W	KMXK_0G03080	YALI1_F02047g
OG0003193	YBR115C	KMXK_0G03090	YALI1_E07676g
OG0003194	YPR073C	KMXK_0G03110	YALI1_E38701g
OG0003195	YPR074C	KMXK_0G03120	YALI1_E07744g
OG0003196	YPR079W	KMXK_0G03170	YALI1_C12695g
OG0003197	"YPR080W, YBR118W"	KMXK_0G03180	YALI1_C12642g
OG0003198	YBR121C	KMXK_0G03210	YALI1_E17574g
OG0003199	YPR082C	KMXK_0G03220	YALI1_E17583g
OG0003200	YBR122C	KMXK_0G03230	YALI1_E17594g
OG0003201	YBR123C	KMXK_0G03240	YALI1_E17613g
OG0003202	YBR126C	KMXK_0G03260	YALI1_E17616g
OG0003203	YMR256C	KMXK_0G03310	YALI1_E15606g
OG0003204	YMR259C	KMXK_0G03350	YALI1_B22938g
OG0003205	YPR056W	KMXK_0G03360	YALI1_C05820g
OG0003206	YPR060C	KMXK_0G03400	YALI1_E20751g
OG0003207	YPR061C	KMXK_0G03410	YALI1_E23038g
OG0003208	YPR062W	KMXK_0G03420	YALI1_F29751g
OG0003209	YPR063C	KMXK_0G03430	YALI1_B27805g
OG0003210	YER087W	KMXK_0G03440	YALI1_D19110g
OG0003211	YER019C-A	KMXK_0G03450	YALI1_F11878g
OG0003212	YBL051C	KMXK_0G03460	YALI1_D19306g
OG0003213	YBL055C	KMXK_0G03500	YALI1_E17811g
OG0003214	YER090W	KMXK_0G03520	YALI1_E17754g
OG0003215	YBL057C	KMXK_0G03530	YALI1_E32396g
OG0003216	YBL058W	KMXK_0G03540	YALI1_E17920g
OG0003217	YER091C	KMXK_0G03550	YALI1_E15659g
OG0003218	YER093C	KMXK_0G03570	YALI1_F01742g
OG0003219	YBL059C-A	KMXK_0G03590	YALI1_F29635g
OG0003220	YER094C	KMXK_0G03600	YALI1_F29604g
OG0003221	YER095W	KMXK_0G03620	YALI1_F20820g
OG0003222	YBL066C	KMXK_0G03650	YALI1_D06408g
OG0003223	YER099C	KMXK_0G03670	YALI1_E38308g
OG0003224	YER100W	KMXK_0G03680	YALI1_E35559g
OG0003225	YBL071W-A	KMXK_0G03700	YALI1_F32312g
OG0003226	YBL074C	KMXK_0G03720	YALI1_A02131g
OG0003227	YBL076C	KMXK_0G03740	YALI1_A00309g
OG0003228	YBL080C	KMXK_0G03790	YALI1_E11370g
OG0003229	YER107C	KMXK_0G03810	YALI1_E27406g
OG0003230	YBL082C	KMXK_0G03830	YALI1_E03846g
OG0003231	YER110C	KMXK_0G03840	YALI1_E15144g
OG0003232	YER112W	KMXK_0G03860	YALI1_A20849g
OG0003233	YBL084C	KMXK_0G03890	YALI1_A20793g
OG0003234	YBL086C	KMXK_0G03920	YALI1_E29719g
OG0003235	YOL138C	KMXK_0G03940	YALI1_B23077g
OG0003236	YNL320W	KMXK_0G03950	YALI1_D32013g
OG0003237	YOL139C	KMXK_0G03960	YALI1_D32002g
OG0003238	YNL321W	KMXK_0G03970	YALI1_D31866g
OG0003239	YOL140W	KMXK_0G03990	YALI1_D29419g
OG0003240	YOR119C	KMXK_0G04010	YALI1_C30795g
OG0003241	YOR118W	KMXK_0G04020	YALI1_C30706g
OG0003242	YDR365C	KMXK_0G04030	YALI1_C24460g
OG0003243	YDR364C	KMXK_0G04040	YALI1_D35966g
OG0003244	YOR117W	KMXK_0G04050	YALI1_D11614g
OG0003245	YDR363W-A	KMXK_0G04060	YALI1_C30946g
OG0003246	YOR116C	KMXK_0G04070	YALI1_C30964g
OG0003247	YDR363W	KMXK_0G04080	YALI1_C30541g
OG0003248	YHR113W	KMXK_0G04090	YALI1_B07549g
OG0003249	YHR112C	KMXK_0G04100	YALI1_C30440g
OG0003250	YLL040C	KMXK_0G04110	YALI1_F09996g
OG0003251	YLL041C	KMXK_0G04120	YALI1_D30256g
OG0003252	YHL031C	KMXK_0G04140	YALI1_D30224g
OG0003253	YHL032C	KMXK_0G04160	YALI1_F00654g
OG0003254	YLL048C	KMXK_0G04190	YALI1_E17258g
OG0003255	YLL050C	KMXK_0G04220	YALI1_F27731g
OG0003256	YPR201W	KMXK_0G04260	YALI1_C10041g
OG0003257	YML035C	KMXK_0H00130	YALI1_E14316g
