OG #	S.cer	K.marx	Y.lipo
OG0001474	YNL175C	KMXK_0B07610	YALI1_A03964g
OG0001475	YNL172W	KMXK_0B07630	YALI1_D20840g
OG0001476	YNL169C	KMXK_0B07640	YALI1_D27274g
OG0001477	YHR144C	KMXK_0B07650	YALI1_C32031g
OG0001478	YNL168C	KMXK_0B07660	YALI1_C31918g
OG0001479	YNL167C	KMXK_0B07670	YALI1_C24081g
OG0001480	YHR143W-A	KMXK_0B07680	YALI1_C28063g
OG0001481	YNL163C	KMXK_0B07730	YALI1_D20118g
OG0001482	YHR142W	KMXK_0B07750	YALI1_D20954g
OG0001483	YNL161W	KMXK_0B07770	YALI1_B05711g
OG0001484	YHR140W	KMXK_0B07780	YALI1_E17184g
OG0001485	YNL142W	KMXK_0B07790	YALI1_E32180g
OG0001486	YLR050C	KMXK_0B07800	YALI1_C25990g
OG0001487	YFL017C	KMXK_0B07810	YALI1_D25450g
OG0001488	YFL017W-A	KMXK_0B07820	YALI1_C14516g
OG0001489	YFL016C	KMXK_0B07830	YALI1_F16743g
OG0001490	YFL014W	KMXK_0B07840	YALI1_D26051g
OG0001491	YFL013C	KMXK_0B07860	YALI1_F17603g
OG0001492	YFL008W	KMXK_0B07900	YALI1_E18843g
OG0001493	YOR236W	KMXK_0B07920	YALI1_C17947g
OG0001494	YOR232W	KMXK_0B07970	YALI1_C25758g
OG0001495	YPL138C	KMXK_0B08000	YALI1_D34022g
OG0001496	YOR224C	KMXK_0B08050	YALI1_F13001g
OG0001497	YOR223W	KMXK_0B08070	YALI1_F11330g
OG0001498	YPL133C	KMXK_0B08100	YALI1_E12668g
OG0001499	YPL132W	KMXK_0B08110	YALI1_E12643g
OG0001500	YPL131W	KMXK_0B08130	YALI1_E26336g
OG0001501	YOR217W	KMXK_0B08150	YALI1_B22020g
OG0001502	YOR216C	KMXK_0B08160	YALI1_B24252g
OG0001503	YPL129W	KMXK_0B08180	YALI1_B23373g
OG0001504	YOR212W	KMXK_0B08200	YALI1_E01904g
OG0001505	YPL128C	KMXK_0B08210	YALI1_B23338g
OG0001506	YPL127C	KMXK_0B08220	YALI1_B21250g
OG0001507	YOR211C	KMXK_0B08230	YALI1_F14342g
OG0001508	YOR210W	KMXK_0B08240	YALI1_B06735g
OG0001509	YPL126W	KMXK_0B08250	YALI1_B06745g
OG0001510	YOR209C	KMXK_0B08260	YALI1_B00214g
OG0001511	YPL125W	KMXK_0B08270	YALI1_B00198g
OG0001512	YJL071W	KMXK_0B08320	YALI1_B21356g
OG0001513	YJL072C	KMXK_0B08330	YALI1_E19082g
OG0001514	YBR286W	KMXK_0B08360	YALI1_B27588g
OG0001515	YOR367W	KMXK_0B08390	YALI1_E38208g
OG0001516	YOR370C	KMXK_0B08430	YALI1_F09177g
OG0001517	YJL207C	KMXK_0C00220	YALI1_D06572g
OG0001518	YCR097W	KMXK_0C00240	YALI1_E18622g
OG0001520	YGR234W	KMXK_0C00260	YALI1_C29506g
OG0001521	YKL213C	KMXK_0C00290	YALI1_D14004g
OG0001522	YKL212W	KMXK_0C00300	YALI1_D07665g
OG0001523	YKL211C	KMXK_0C00310	YALI1_D13963g
OG0001524	YJR075W	KMXK_0C00330	YALI1_F10633g
OG0001525	YJR074W	KMXK_0C00340	YALI1_A22093g
OG0001526	YKL210W	KMXK_0C00350	YALI1_E07302g
OG0001527	YKL209C	KMXK_0C00360	YALI1_E07178g
OG0001528	YJR073C	KMXK_0C00370	YALI1_E15432g
OG0001529	YKL207W	KMXK_0C00400	YALI1_E25692g
OG0001530	YJR072C	KMXK_0C00410	YALI1_E25671g
OG0001531	YKL206C	KMXK_0C00420	YALI1_E25675g
OG0001532	YJR070C	KMXK_0C00430	YALI1_A07712g
OG0001533	YJR069C	KMXK_0C00440	YALI1_B29883g
OG0001534	YKL205W	KMXK_0C00450	YALI1_E05576g
OG0001535	YJR068W	KMXK_0C00470	YALI1_E13637g
OG0001536	YJR067C	KMXK_0C00480	YALI1_E25541g
OG0001537	YKL203C	KMXK_0C00490	YALI1_F10385g
OG0001538	YJR065C	KMXK_0C00510	YALI1_E40540g
OG0001539	YJR064W	KMXK_0C00520	YALI1_E25713g
OG0001540	YJR063W	KMXK_0C00530	YALI1_A07730g
OG0001541	YJR062C	KMXK_0C00550	YALI1_D27780g
OG0001542	YJR060W	KMXK_0C00570	YALI1_D31672g
OG0001543	YMR078C	KMXK_0C00580	YALI1_D31568g
OG0001544	YHL009C	KMXK_0C00590	YALI1_D12342g
OG0001545	YKL089W	KMXK_0C00610	YALI1_F35441g
OG0001546	YHL007C	KMXK_0C00620	YALI1_F00894g
OG0001547	YKL010C	KMXK_0C00630	YALI1_E06280g
OG0001548	YKL009W	KMXK_0C00640	YALI1_F39001g
OG0001549	YHL004W	KMXK_0C00660	YALI1_F17431g
OG0001550	YHL002W	KMXK_0C00680	YALI1_F09563g
OG0001551	YKL007W	KMXK_0C00690	YALI1_E06137g
OG0001552	YKL006C-A	KMXK_0C00700	YALI1_E06119g
OG0001553	YKL004W	KMXK_0C00730	YALI1_E19647g
OG0001554	YKL003C	KMXK_0C00740	YALI1_E00551g
OG0001555	YKL002W	KMXK_0C00750	YALI1_E00746g
OG0001556	YKL001C	KMXK_0C00760	YALI1_E00760g
OG0001557	YKR002W	KMXK_0C00780	YALI1_F35714g
OG0001558	YGR055W	KMXK_0C00790	YALI1_F33189g
OG0001559	YLR359W	KMXK_0C00810	YALI1_B22614g
OG0001560	YLR361C	KMXK_0C00840	YALI1_E27532g
OG0001561	YLR362W	KMXK_0C00860	YALI1_F18202g
OG0001562	YMR231W	KMXK_0C00870	YALI1_E27556g
OG0001563	YMR232W	KMXK_0C00880	YALI1_F18276g
OG0001564	YOR294W	KMXK_0C00890	YALI1_A12302g
OG0001565	YOR296W	KMXK_0C00910	YALI1_C01433g
OG0001566	YGR110W	KMXK_0C00950	YALI1_D22083g
OG0001568	YMR100W	KMXK_0C00960	YALI1_E04909g
OG0001569	YKL119C	KMXK_0C00970	YALI1_A01298g
OG0001570	YKL120W	KMXK_0C00990	YALI1_E04823g
OG0001571	YKL122C	KMXK_0C01020	YALI1_A19885g
OG0001572	YKL125W	KMXK_0C01040	YALI1_D35575g
OG0001573	YMR106C	KMXK_0C01070	YALI1_E02574g
OG0001574	YKL128C	KMXK_0C01090	YALI1_F05459g
OG0001575	YMR108W	KMXK_0C01110	YALI1_C00293g
OG0001576	YMR109W	KMXK_0C01120	YALI1_E02529g
OG0001577	YMR112C	KMXK_0C01160	YALI1_E23945g
OG0001578	YMR113W	KMXK_0C01170	YALI1_A09911g
OG0001579	YKL134C	KMXK_0C01200	YALI1_A09856g
OG0001580	YMR116C	KMXK_0C01210	YALI1_E23912g
OG0001581	YKL135C	KMXK_0C01220	YALI1_F28807g
OG0001582	YKL137W	KMXK_0C01230	YALI1_E02468g
OG0001583	YKL138C	KMXK_0C01240	YALI1_E02415g
OG0001584	YFL004W	KMXK_0C01290	YALI1_C14498g
OG0001585	YFL005W	KMXK_0C01300	YALI1_E27207g
OG0001586	YFL007W	KMXK_0C01310	YALI1_D28646g
OG0001587	YLR115W	KMXK_0C01330	YALI1_C32049g
OG0001588	YER140W	KMXK_0C01360	YALI1_B00273g
OG0001589	YBL023C	KMXK_0C01390	YALI1_F07181g
OG0001590	YBL024W	KMXK_0C01400	YALI1_E08114g
OG0001591	YGL200C	KMXK_0C01420	YALI1_E41399g
OG0001592	YGL198W	KMXK_0C01440	YALI1_F20600g
OG0001593	YGL195W	KMXK_0C01460	YALI1_D21702g
OG0001594	YCL010C	KMXK_0C01480	YALI1_E17141g
OG0001596	YNL005C	KMXK_0C01490	YALI1_D15333g
OG0001597	YCL009C	KMXK_0C01500	YALI1_C13355g
OG0001598	YNL010W	KMXK_0C01520	YALI1_D36122g
OG0001599	YNL011C	KMXK_0C01530	YALI1_D36100g
OG0001600	YNL014W	KMXK_0C01560	YALI1_E16255g
OG0001601	YJL101C	KMXK_0C01570	YALI1_E35520g
OG0001602	YJL100W	KMXK_0C01580	YALI1_A02974g
OG0001603	YKR028W	KMXK_0C01600	YALI1_F15708g
OG0001604	YJL097W	KMXK_0C01610	YALI1_F15781g
OG0001606	YJL096W	KMXK_0C01620	YALI1_F12422g
OG0001607	YJL095W	KMXK_0C01630	YALI1_F12365g
OG0001608	YJL091C	KMXK_0C01670	YALI1_C32810g
OG0001609	YJL090C	KMXK_0C01680	YALI1_E25964g
OG0001610	YJL088W	KMXK_0C01710	YALI1_D18130g
OG0001611	YJL087C	KMXK_0C01720	YALI1_D18167g
OG0001612	YJL085W	KMXK_0C01730	YALI1_C16653g
OG0001613	YER162C	KMXK_0C01750	YALI1_D11242g
OG0001614	YDR089W	KMXK_0C01770	YALI1_D16370g
OG0001615	YDR088C	KMXK_0C01780	YALI1_D11087g
OG0001616	YGR169C	KMXK_0C01790	YALI1_B02177g
OG0001617	YJL020C	KMXK_0C01800	YALI1_B19668g
OG0001618	YGR167W	KMXK_0C01820	YALI1_E39385g
OG0001619	YOL067C	KMXK_0C01850	YALI1_F15817g
OG0001620	YDL007W	KMXK_0C01860	YALI1_F03855g
OG0001621	YDL006W	KMXK_0C01870	YALI1_D27867g
OG0001622	YDL004W	KMXK_0C01890	YALI1_D27826g
OG0001623	YDL003W	KMXK_0C01900	YALI1_B11484g
OG0001624	YDR333C	KMXK_0C01910	YALI1_C06041g
OG0001625	YHR085W	KMXK_0C01920	YALI1_A10143g
OG0001626	YHR086W	KMXK_0C01930	YALI1_D06276g
OG0001627	YGR170W	KMXK_0C01960	YALI1_D04432g
OG0001628	YJR006W	KMXK_0C01970	YALI1_D06665g
OG0001629	YGR171C	KMXK_0C01980	YALI1_D04566g
OG0001630	YGR173W	KMXK_0C01990	YALI1_B17112g
OG0001631	YGR172C	KMXK_0C02000	YALI1_D06061g
OG0001632	YJL026W	KMXK_0C02010	YALI1_B05072g
OG0001633	YGR178C	KMXK_0C02030	YALI1_B30146g
OG0001634	YJL025W	KMXK_0C02040	YALI1_B30123g
OG0001635	YGR175C	KMXK_0C02060	YALI1_E18961g
OG0001636	YGR174C	KMXK_0C02070	YALI1_E18903g
OG0001638	YJL024C	KMXK_0C02080	YALI1_E35181g
OG0001639	YGR181W	KMXK_0C02090	YALI1_D08850g
OG0001640	YGR183C	KMXK_0C02100	YALI1_B02487g
OG0001641	YGR184C	KMXK_0C02110	YALI1_B05185g
OG0001642	YGR185C	KMXK_0C02130	YALI1_C21487g
OG0001643	YGR186W	KMXK_0C02140	YALI1_F17203g
OG0001644	YGR187C	KMXK_0C02150	YALI1_F10671g
OG0001645	YLL014W	KMXK_0C02160	YALI1_A22027g
OG0001646	YLL013C	KMXK_0C02170	YALI1_E14805g
OG0001647	YLR023C	KMXK_0C02180	YALI1_B14924g
OG0001648	YLR022C	KMXK_0C02190	YALI1_F32565g
OG0001649	YLL011W	KMXK_0C02220	YALI1_D17370g
OG0001650	YLR019W	KMXK_0C02230	YALI1_D14560g
OG0001651	YLR017W	KMXK_0C02250	YALI1_B17871g
OG0001652	YLL009C	KMXK_0C02260	YALI1_C24755g
OG0001653	YJL005W	KMXK_0C02270	YALI1_B24424g
OG0001654	YJL004C	KMXK_0C02280	YALI1_B24264g
OG0001655	YLL008W	KMXK_0C02290	YALI1_B22015g
OG0001656	YLL006W	KMXK_0C02310	YALI1_D00995g
OG0001657	YAL022C	KMXK_0C02340	YALI1_C32156g
OG0001658	YAL021C	KMXK_0C02350	YALI1_B19962g
OG0001659	YAL020C	KMXK_0C02360	YALI1_E38656g
OG0001660	YOR046C	KMXK_0C02380	YALI1_E37026g
OG0001661	YOR043W	KMXK_0C02420	YALI1_A06073g
OG0001662	YKL162C	KMXK_0C02460	YALI1_F27758g
OG0001663	YKR068C	KMXK_0C02490	YALI1_C12007g
OG0001664	YOR051C	KMXK_0C02500	YALI1_D27995g
OG0001665	YKR069W	KMXK_0C02510	YALI1_A01602g
OG0001666	YKR070W	KMXK_0C02520	YALI1_A01468g
OG0001667	YOR052C	KMXK_0C02530	YALI1_A01505g
OG0001668	YKR071C	KMXK_0C02540	YALI1_C08065g
OG0001669	YOR056C	KMXK_0C02560	YALI1_F21315g
OG0001670	YOR057W	KMXK_0C02570	YALI1_F21322g
OG0001671	YOR058C	KMXK_0C02580	YALI1_F21224g
OG0001672	YKR074W	KMXK_0C02590	YALI1_F10928g
OG0001673	YOR059C	KMXK_0C02600	YALI1_B18687g
OG0001674	YOR063W	KMXK_0C02640	YALI1_C29810g
OG0001675	YOR065W	KMXK_0C02660	YALI1_A17570g
OG0001677	YOR067C	KMXK_0C02680	YALI1_A17622g
OG0001678	YOR069W	KMXK_0C02690	YALI1_A16770g
OG0001679	YKR079C	KMXK_0C02700	YALI1_A13046g
OG0001680	YEL046C	KMXK_0C02740	YALI1_A22440g
OG0001681	YEL044W	KMXK_0C02760	YALI1_E30479g
OG0001683	YEL043W	KMXK_0C02770	YALI1_A12502g
OG0001684	YJR050W	KMXK_0C02780	YALI1_D13679g
OG0001685	YEL042W	KMXK_0C02790	YALI1_C25093g
OG0001686	YEL040W	KMXK_0C02810	YALI1_B20378g
OG0001687	YJR048W	KMXK_0C02820	YALI1_D11769g
OG0001688	YER174C	KMXK_0C02840	YALI1_B17838g
OG0001689	YER173W	KMXK_0C02850	YALI1_B17805g
OG0001690	YER172C	KMXK_0C02860	YALI1_F27574g
OG0001691	YER171W	KMXK_0C02870	YALI1_F27663g
OG0001692	YER170W	KMXK_0C02880	YALI1_F33951g
OG0001693	YDR097C	KMXK_0C02890	YALI1_F33925g
OG0001694	YER169W	KMXK_0C02900	YALI1_F19268g
OG0001695	YER168C	KMXK_0C02910	YALI1_D04186g
OG0001696	YDR092W	KMXK_0C02940	YALI1_C00772g
OG0001697	YER165W	KMXK_0C02950	YALI1_C00739g
OG0001698	YER164W	KMXK_0C02960	YALI1_C00422g
OG0001699	YDR091C	KMXK_0C02970	YALI1_A18166g
OG0001700	YLL031C	KMXK_0C02980	YALI1_E14925g
OG0001701	YPR019W	KMXK_0C02990	YALI1_F07429g
OG0001702	YPR020W	KMXK_0C03010	YALI1_B28025g
OG0001703	YGL171W	KMXK_0C03020	YALI1_B28053g
OG0001704	YLR312W-A	KMXK_0C03030	YALI1_F09896g
OG0001705	YLL021W	KMXK_0C03040	YALI1_F22241g
OG0001706	YLR304C	KMXK_0C03060	YALI1_D11984g
OG0001707	YLR305C	KMXK_0C03070	YALI1_E33150g
OG0001708	YLR306W	KMXK_0C03090	YALI1_D10135g
OG0001709	YLR309C	KMXK_0C03120	YALI1_F38522g
OG0001710	YGL180W	KMXK_0C03140	YALI1_D33696g
OG0001711	YGL184C	KMXK_0C03190	YALI1_D00614g
OG0001712	YGL023C	KMXK_0C03200	YALI1_A02263g
OG0001713	YBL011W	KMXK_0C03210	YALI1_C00230g
OG0001714	YPL178W	KMXK_0C03230	YALI1_E34621g
OG0001715	YPL254W	KMXK_0C03270	YALI1_C19840g
OG0001716	YPL252C	KMXK_0C03290	YALI1_B03314g
OG0001718	YMR197C	KMXK_0C03300	YALI1_B03335g
OG0001720	YMR196W	KMXK_0C03310	YALI1_B03644g
OG0001721	YHR072W	KMXK_0C03350	YALI1_F06787g
OG0001722	YDR318W	KMXK_0C03370	YALI1_C33193g
OG0001723	YDR482C	KMXK_0C03400	YALI1_F30559g
OG0001724	YPR192W	KMXK_0C03420	YALI1_F01981g
OG0001725	YBR155W	KMXK_0C03440	YALI1_F13719g
OG0001726	YBR156C	KMXK_0C03450	YALI1_F18550g
OG0001727	YPL054W	KMXK_0C03480	YALI1_B16504g
OG0001728	YBR158W	KMXK_0C03490	YALI1_E05285g
OG0001730	YBR159W	KMXK_0C03510	YALI1_A06453g
OG0001731	YBR160W	KMXK_0C03520	YALI1_B14418g
OG0001732	YBR162C	KMXK_0C03540	YALI1_A18133g
OG0001733	YBR162W-A	KMXK_0C03550	YALI1_D32494g
OG0001735	YPR127W	KMXK_0C03590	YALI1_F03136g
OG0001736	YPL059W	KMXK_0C03600	YALI1_F28092g
OG0001737	YFR016C	KMXK_0C03620	YALI1_B28268g
OG0001738	YDR080W	KMXK_0C03670	YALI1_F23484g
OG0001739	YDR079C-A	KMXK_0C03680	YALI1_F23474g
OG0001740	YER157W	KMXK_0C03690	YALI1_F23446g
OG0001741	YDR079W	KMXK_0C03700	YALI1_D33119g
OG0001742	YER156C	KMXK_0C03710	YALI1_D33105g
OG0001743	YER163C	KMXK_0C03720	YALI1_F33572g
OG0001744	YGL022W	KMXK_0C03730	YALI1_B21423g
OG0001745	YGR159C	KMXK_0C03790	YALI1_F17988g
OG0001746	YGL045W	KMXK_0C03800	YALI1_D24308g
OG0001747	YIL142W	KMXK_0C03810	YALI1_F15186g
OG0001748	YNL084C	KMXK_0C03820	YALI1_F03389g
OG0001749	YIL140W	KMXK_0C03830	YALI1_D06988g
OG0001750	YNL083W	KMXK_0C03850	YALI1_E13708g
OG0001751	YNL082W	KMXK_0C03870	YALI1_E13677g
OG0001752	YNL081C	KMXK_0C03880	YALI1_B08627g
OG0001753	YBR141C	KMXK_0C03890	YALI1_F37685g
OG0001754	YBR142W	KMXK_0C03900	YALI1_A05052g
OG0001755	YBR143C	KMXK_0C03910	YALI1_F03765g
OG0001756	YDR282C	KMXK_0C03940	YALI1_D25289g
OG0001757	YDR280W	KMXK_0C03970	YALI1_B11519g
OG0001758	YHR045W	KMXK_0C03990	YALI1_C15084g
OG0001760	YJL035C	KMXK_0C04020	YALI1_E16750g
OG0001761	YJL036W	KMXK_0C04030	YALI1_E16919g
OG0001762	YLR015W	KMXK_0C04040	YALI1_D06043g
OG0001763	YLR014C	KMXK_0C04050	YALI1_B13069g
OG0001764	YDR284C	KMXK_0C04090	YALI1_B19107g
OG0001765	YDR283C	KMXK_0C04100	YALI1_B19602g
OG0001766	YHR041C	KMXK_0C04110	YALI1_C32137g
OG0001767	YDR289C	KMXK_0C04120	YALI1_E39378g
OG0001768	YDR291W	KMXK_0C04130	YALI1_E18749g
OG0001769	YDR292C	KMXK_0C04140	YALI1_F30641g
OG0001770	YHR040W	KMXK_0C04160	YALI1_E14132g
OG0001771	YHR039C	KMXK_0C04180	YALI1_E14118g
OG0001772	YHR038W	KMXK_0C04190	YALI1_A10907g
OG0001773	YDR293C	KMXK_0C04200	YALI1_F18381g
OG0001774	YHR037W	KMXK_0C04210	YALI1_B12993g
OG0001775	YDR294C	KMXK_0C04230	YALI1_E33285g
OG0001776	YDR296W	KMXK_0C04260	YALI1_E20635g
OG0001777	YDR297W	KMXK_0C04270	YALI1_E20626g
OG0001778	YDR298C	KMXK_0C04280	YALI1_D15734g
OG0001779	YDR299W	KMXK_0C04290	YALI1_D14329g
OG0001780	YHR034C	KMXK_0C04310	YALI1_A20149g
OG0001781	YDR301W	KMXK_0C04330	YALI1_E04790g
OG0001782	YDR302W	KMXK_0C04340	YALI1_E04744g
OG0001783	YHR058C	KMXK_0C04370	YALI1_E38329g
OG0001784	YHR059W	KMXK_0C04380	YALI1_E38766g
OG0001785	YDR305C	KMXK_0C04390	YALI1_E38749g
OG0001786	YDR306C	KMXK_0C04400	YALI1_E18143g
OG0001787	YPL162C	KMXK_0C04420	YALI1_D08151g
OG0001788	YPL164C	KMXK_0C04440	YALI1_C09642g
OG0001789	YOR250C	KMXK_0C04460	YALI1_F38684g
OG0001790	YOR251C	KMXK_0C04470	YALI1_F30877g
OG0001791	YPL167C	KMXK_0C04500	YALI1_C29926g
OG0001792	YOR252W	KMXK_0C04510	YALI1_D25250g
OG0001793	YOR253W	KMXK_0C04530	YALI1_A10529g
OG0001794	YOR254C	KMXK_0C04540	YALI1_A18273g
OG0001795	YPL169C	KMXK_0C04550	YALI1_A18286g
OG0001796	YPL170W	KMXK_0C04570	YALI1_A21420g
OG0001797	YPL175W	KMXK_0C04590	YALI1_A21509g
OG0001798	YOR257W	KMXK_0C04610	YALI1_A21554g
OG0001799	YPL173W	KMXK_0C04620	YALI1_A21565g
OG0001800	YOR258W	KMXK_0C04630	YALI1_E25889g
OG0001801	YOR259C	KMXK_0C04640	YALI1_E25866g
OG0001802	YOR260W	KMXK_0C04650	YALI1_E25859g
OG0001803	YPL172C	KMXK_0C04660	YALI1_F31135g
OG0001804	YOR261C	KMXK_0C04670	YALI1_D25216g
OG0001805	YOR262W	KMXK_0C04680	YALI1_D25208g
OG0001806	YOR265W	KMXK_0C04700	YALI1_D25151g
OG0001807	YIL075C	KMXK_0C04760	YALI1_F13395g
OG0001808	YER082C	KMXK_0C04770	YALI1_F13446g
OG0001809	YIL076W	KMXK_0C04810	YALI1_E19138g
OG0001810	YNR020C	KMXK_0C04830	YALI1_F14409g
OG0001811	YCR051W	KMXK_0C04840	YALI1_F14403g
OG0001812	YNR021W	KMXK_0C04850	YALI1_F14368g
OG0001813	YCR053W	KMXK_0C04880	YALI1_F30459g
OG0001814	YCR054C	KMXK_0C04890	YALI1_D15362g
OG0001815	YCR057C	KMXK_0C04900	YALI1_B01839g
OG0001816	YCR059C	KMXK_0C04920	YALI1_C01826g
OG0001817	YCR060W	KMXK_0C04930	YALI1_C01876g
OG0001818	YCR061W	KMXK_0C04950	YALI1_E23472g
OG0001819	YCR063W	KMXK_0C04960	YALI1_B23609g
OG0001820	YCR065W	KMXK_0C04970	YALI1_C02053g
OG0001821	YCR066W	KMXK_0C04980	YALI1_A08468g
OG0001822	YCR068W	KMXK_0C05010	YALI1_F09433g
OG0001823	YGR081C	KMXK_0C05030	YALI1_B04466g
OG0001824	YPR097W	KMXK_0C05040	YALI1_B01813g
OG0001825	YGL077C	KMXK_0C05050	YALI1_A18514g
OG0001826	YGL078C	KMXK_0C05060	YALI1_D12056g
OG0001827	YDR245W	KMXK_0C05070	YALI1_E30725g
OG0001828	YDR244W	KMXK_0C05080	YALI1_F36178g
OG0001829	YDR243C	KMXK_0C05090	YALI1_F36127g
OG0001830	YDL209C	KMXK_0C05100	YALI1_F36706g
OG0001831	YDL208W	KMXK_0C05110	YALI1_F27667g
OG0001832	YDR238C	KMXK_0C05140	YALI1_F25485g
OG0001833	YDR237W	KMXK_0C05150	YALI1_B02881g
OG0001834	YDL207W	KMXK_0C05160	YALI1_B02874g
OG0001835	YDR236C	KMXK_0C05170	YALI1_B02806g
OG0001836	YDL206W	KMXK_0C05180	YALI1_F23988g
OG0001837	YDL205C	KMXK_0C05200	YALI1_F34051g
OG0001838	YDR234W	KMXK_0C05210	YALI1_E03387g
OG0001839	YDR232W	KMXK_0C05230	YALI1_C07816g
OG0001840	YDL203C	KMXK_0C05240	YALI1_F20233g
OG0001841	YDR231C	KMXK_0C05250	YALI1_C13007g
OG0001842	YDR229W	KMXK_0C05270	YALI1_C04328g
OG0001843	YOL137W	KMXK_0C05280	YALI1_C28456g
OG0001845	YDR462W	KMXK_0C05290	YALI1_C23548g
OG0001846	YML036W	KMXK_0C05310	YALI1_E02372g
OG0001847	YDR460W	KMXK_0C05320	YALI1_E02355g
OG0001848	YDR308C	KMXK_0C05350	YALI1_E18081g
OG0001849	YHR062C	KMXK_0C05390	YALI1_E31529g
OG0001850	YHR063C	KMXK_0C05410	YALI1_F27761g
OG0001851	YHR064C	KMXK_0C05420	YALI1_B16419g
OG0001852	YDR311W	KMXK_0C05430	YALI1_B16410g
OG0001853	YHR065C	KMXK_0C05440	YALI1_A12403g
OG0001854	YJR055W	KMXK_0C05460	YALI1_F11308g
OG0001855	YDR313C	KMXK_0C05470	YALI1_D19018g
OG0001856	YBR080C	KMXK_0C05480	YALI1_E34525g
OG0001857	YBR079C	KMXK_0C05490	YALI1_F25254g
OG0001858	YMR250W	KMXK_0C05530	YALI1_F11827g
OG0001859	YOL052C	KMXK_0C05540	YALI1_E24149g
OG0001860	YOR319W	KMXK_0C05570	YALI1_E18411g
OG0001861	YMR247C	KMXK_0C05590	YALI1_E31982g
OG0001862	YKL117W	KMXK_0C05600	YALI1_D00449g
OG0001863	YMR099C	KMXK_0C05610	YALI1_D09055g
OG0001864	YKL116C	KMXK_0C05620	YALI1_D09140g
OG0001865	YKL114C	KMXK_0C05630	YALI1_C17050g
OG0001866	YKL113C	KMXK_0C05640	YALI1_F26692g
OG0001867	YMR098C	KMXK_0C05670	YALI1_E02239g
OG0001868	YKL110C	KMXK_0C05680	YALI1_E02287g
OG0001869	YMR097C	KMXK_0C05690	YALI1_E02290g
OG0001870	YJL106W	KMXK_0C05720	YALI1_F04314g
OG0001871	YJL108C	KMXK_0C05730	YALI1_E29433g
OG0001872	YBR151W	KMXK_0C05750	YALI1_C21544g
OG0001873	YOL090W	KMXK_0C05780	YALI1_F00184g
OG0001874	YDR476C	KMXK_0C05810	YALI1_D20329g
OG0001875	YDR477W	KMXK_0C05820	YALI1_D02362g
OG0001877	YOR357C	KMXK_0C05840	YALI1_F08170g
OG0001878	YOR358W	KMXK_0C05850	YALI1_B04803g
OG0001879	YAL043C	KMXK_0C05860	YALI1_F05781g
OG0001880	YOR359W	KMXK_0C05870	YALI1_A07624g
OG0001881	YOR360C	KMXK_0C05880	YALI1_A07575g
OG0001882	YAL044C	KMXK_0C05890	YALI1_E00574g
OG0001883	YAL044W-A	KMXK_0C05900	YALI1_E00948g
OG0001884	YAL046C	KMXK_0C05910	YALI1_F21547g
OG0001885	YOR361C	KMXK_0C05920	YALI1_F21583g
OG0001886	YOR362C	KMXK_0C05940	YALI1_F10774g
OG0001887	YAL048C	KMXK_0C05950	YALI1_F10786g
OG0001888	YAL049C	KMXK_0C05990	YALI1_F38191g
OG0001889	YAL053W	KMXK_0C06000	YALI1_C03378g
OG0001890	YJR149W	KMXK_0C06040	YALI1_B13483g
OG0001891	YDL202W	KMXK_0C06050	YALI1_C15186g
OG0001892	YDL201W	KMXK_0C06060	YALI1_B25593g
OG0001893	YGL167C	KMXK_0C06100	YALI1_E11674g
OG0001894	YGL169W	KMXK_0C06110	YALI1_E11630g
OG0001896	YGL163C	KMXK_0C06140	YALI1_B09708g
OG0001897	YPR007C	KMXK_0C06180	YALI1_A02365g
OG0001899	YKR008W	KMXK_0C06190	YALI1_E38243g
OG0001900	YGR054W	KMXK_0C06260	YALI1_C12140g
OG0001901	YGR053C	KMXK_0C06270	YALI1_F11020g
OG0001902	YLR355C	KMXK_0C06300	YALI1_D03952g
OG0001903	YLR354C	KMXK_0C06330	YALI1_F20914g
OG0001905	YLR352W	KMXK_0C06370	YALI1_C08791g
OG0001906	YLR351C	KMXK_0C06400	YALI1_B09367g
OG0001907	YOR155C	KMXK_0C06420	YALI1_E14709g
OG0001908	YOR161C	KMXK_0C06430	YALI1_D17666g
OG0001909	YOR160W	KMXK_0C06440	YALI1_D01298g
OG0001910	YOR159C	KMXK_0C06450	YALI1_D01305g
OG0001911	YOR158W	KMXK_0C06460	YALI1_E10455g
OG0001912	YDR407C	KMXK_0C06470	YALI1_D18198g
OG0001913	YOR157C	KMXK_0C06480	YALI1_D17355g
OG0001914	YDR408C	KMXK_0C06490	YALI1_D03865g
OG0001915	YDR410C	KMXK_0C06510	YALI1_E27077g
OG0001916	YML042W	KMXK_0C06530	YALI1_B13948g
OG0001917	YDR412W	KMXK_0C06550	YALI1_C05813g
OG0001918	YDR414C	KMXK_0C06560	YALI1_C11501g
OG0001919	YEL050C	KMXK_0C06570	YALI1_D15744g
OG0001920	YDR415C	KMXK_0C06580	YALI1_B07076g
OG0001921	YEL051W	KMXK_0C06590	YALI1_D00581g
OG0001922	YDR416W	KMXK_0C06600	YALI1_D00577g
OG0001923	YEL052W	KMXK_0C06610	YALI1_D00703g
OG0001924	YEL053C	KMXK_0C06620	YALI1_F11956g
OG0001925	YDR419W	KMXK_0C06650	YALI1_C02152g
OG0001926	YDR421W	KMXK_0C06670	YALI1_C25877g
