genes,direction
YALI1_B17285g,down
YALI1_F27017g,down
YALI1_A18732g,down
YALI1_A12437g,down
YALI1_B10933g,up
YALI1_D21543g,down
YALI1_C00841g,down
YALI1_D30285g,up
YALI1_B21313g,up
YALI1_F33513g,down
YALI1_B13483g,down
YALI1_E25761g,up
YALI1_B05404g,up
YALI1_C04938g,down
YALI1_D25715g,up
YALI1_F16249g,down
YALI1_F02993g,down
YALI1_D02316g,up
YALI1_E26296r,down
YALI1_B30333g,up
YALI1_F18429g,down
YALI1_F29540g,up
YALI1_B13662g,up
YALI1_E14068g,up
YALI1_D04370g,up
YALI1_C14106g,up
YALI1_D20618g,down
YALI1_C02374g,down
YALI1_B19326g,up
YALI1_E05709g,down
YALI1_D25250g,down
YALI1_E19620g,down
YALI1_E14132g,down
YALI1_F15334g,down
YALI1_B12313g,down
YALI1_B11960g,up
YALI1_C07077g,up
YALI1_C15048g,up
YALI1_A18719g,down
YALI1_F20931g,down
YALI1_F01430g,down
YALI1_D14628g,down
YALI1_C21755g,up
YALI1_B02833g,up
YALI1_A21283g,up
YALI1_F22568g,up
YALI1_B27399g,up
YALI1_E16841g,up
YALI1_A15079g,up
YALI1_B04703g,down
YALI1_D22961g,down
YALI1_F33103g,down
YALI1_D09923g,down
YALI1_F17444g,down
YALI1_D25104g,up
YALI1_D10243g,down
YALI1_B15692g,down
YALI1_A04385g,down
YALI1_F36332g,down
YALI1_B05295g,up
YALI1_E31724g,down
YALI1_B17592g,down
YALI1_E41421g,up
YALI1_D01780g,up
YALI1_F20943g,up
YALI1_A04006g,down
YALI1_E07479g,up
YALI1_C01810g,down
YALI1_E23824g,down
YALI1_C10203g,down
YALI1_B01317g,up
YALI1_E14080g,down
YALI1_F28015g,up
YALI1_E13755g,up
YALI1_D08151g,down
YALI1_C30665g,down
YALI1_F39620g,down
YALI1_F00976g,down
YALI1_C19912g,down
YALI1_F01981g,down
YALI1_C06917g,down
YALI1_E40274g,down
YALI1_D36100g,up
YALI1_D19354g,down
YALI1_F30496g,up
YALI1_D05195g,up
YALI1_E01105g,up
YALI1_D15568g,up
YALI1_A08821g,down
YALI1_F24247g,up
YALI1_E21417g,down
YALI1_E25640g,up
YALI1_C00116g,up
YALI1_C28093g,down
YALI1_A03842g,up
YALI1_E21282g,down
YALI1_B25484g,down
YALI1_F22978g,up
YALI1_C04570g,down
YALI1_D14910g,down
YALI1_D02444g,down
YALI1_F27304g,up
YALI1_F34557g,down
YALI1_A09397g,down
YALI1_F24301g,up
YALI1_C19335g,down
YALI1_E17643g,down
YALI1_F11141g,down
YALI1_F04920g,down
YALI1_D13251g,down
YALI1_F37463g,down
YALI1_C15610g,up
YALI1_B11200g,down
YALI1_F07429g,down
YALI1_D03320g,down
YALI1_D22636g,up
YALI1_D08684g,down
YALI1_F22915g,up
YALI1_F09747g,down
YALI1_A00867g,down
YALI1_C17133g,down
YALI1_E01623g,down
YALI1_C19376g,down
YALI1_C15540g,up
YALI1_E09705g,up
YALI1_D05244g,up
YALI1_C32914g,down
YALI1_E05854g,down
YALI1_A17085g,down
YALI1_F21453g,down
YALI1_F05958g,up
YALI1_B05964g,up
YALI1_F05814g,up
YALI1_F15017g,down
YALI1_D22145g,down
YALI1_E15629g,down
YALI1_F23925g,down
YALI1_F37694g,up
YALI1_C32079g,up
YALI1_F16232g,down
YALI1_E21106g,up
YALI1_C10806g,up
YALI1_A16950g,down
YALI1_D10674g,down
YALI1_B18741g,up
YALI1_B20188g,down
YALI1_A07372g,up
YALI1_E39579g,down
YALI1_F05118g,down
YALI1_B23879g,down
YALI1_F38386g,down
YALI1_A20558g,up
YALI1_A12445g,down
YALI1_E19772g,down
YALI1_B09316g,down
YALI1_F24173g,down
YALI1_D31155g,down
YALI1_C24927g,down
YALI1_B23385g,down
YALI1_E03877g,down
YALI1_A00468g,up
YALI1_D32195g,down
YALI1_E01904g,up
YALI1_E09769g,down
YALI1_A05701g,up
YALI1_D16086g,down
YALI1_A07318g,down
YALI1_B24936g,up
YALI1_E06664g,down
YALI1_D29626g,up
YALI1_E22543g,down
YALI1_E06628g,down
YALI1_F22172g,down
YALI1_D12376g,down
YALI1_A20221g,up
YALI1_D01350g,up
YALI1_F13134g,up
YALI1_F16431g,up
YALI1_D12271g,down
YALI1_A16136g,down
YALI1_E15086g,up
YALI1_F26957g,down
YALI1_D20496g,down
YALI1_F21908g,down
YALI1_C17091g,down
YALI1_A14414g,down
YALI1_E20829r,down
YALI1_D03245g,up
YALI1_E32411g,down
YALI1_C16712g,down
YALI1_A03137g,down
YALI1_B07578g,down
YALI1_D07257g,up
YALI1_B15440g,up
YALI1_C24533g,up
YALI1_A17348g,down
YALI1_A09064g,down
YALI1_D35870g,down
YALI1_B20407g,down
YALI1_F15891g,down
YALI1_D02014g,down
YALI1_B14517g,down
YALI1_F28393g,up
YALI1_B26377g,down
YALI1_F35029g,down
YALI1_D31672g,down
YALI1_C18378g,down
YALI1_C17580g,up
YALI1_D08648g,down
YALI1_D07496g,down
YALI1_B14308g,up
YALI1_F16817g,down
YALI1_E06676g,down
YALI1_E29005g,down
YALI1_B20145g,down
YALI1_D30420g,down
YALI1_C24567g,up
YALI1_C27922g,up
YALI1_E21570g,down
YALI1_B02073g,up
YALI1_E00340g,up
YALI1_D20672g,down
YALI1_E01432g,up
YALI1_C00827g,down
YALI1_F12871g,up
YALI1_D06131g,down
YALI1_B19429g,down
YALI1_C30320g,down
YALI1_F05313g,down
YALI1_D02655g,down
YALI1_B10145g,up
YALI1_D14333g,down
YALI1_B18845g,down
YALI1_F02275g,down
YALI1_F16177g,down
YALI1_C29837g,down
YALI1_B30036g,down
YALI1_E28465g,down
YALI1_D21145g,up
YALI1_A17546g,down
YALI1_C00258g,down
YALI1_F15847g,down
YALI1_D22274g,down
YALI1_B23866g,down
YALI1_D12513g,down
YALI1_E14451g,down
YALI1_D05111g,down
YALI1_A11068g,down
YALI1_D21830g,down
YALI1_D32024g,down
YALI1_F16459g,up
YALI1_A16292g,down
YALI1_B06089g,down
YALI1_A20995g,down
YALI1_E22245g,down
YALI1_C05857g,down
YALI1_A11355g,up
YALI1_E22041g,down
YALI1_B27723g,down
YALI1_E35168g,up
YALI1_D34840g,up
YALI1_C20853g,down
YALI1_B27339r,down
YALI1_E39128g,up
YALI1_D18408g,down
YALI1_B15706g,up
YALI1_D12877g,up
YALI1_C12170g,up
YALI1_E19060g,down
YALI1_A04332g,up
YALI1_C13500g,up
YALI1_F25941g,down
YALI1_C07516g,down
YALI1_A04495g,up
YALI1_A17551g,down
YALI1_C29485g,down
YALI1_D00798g,down
YALI1_E28855g,down
YALI1_D24809g,down
YALI1_F08683g,down
YALI1_D09916g,down
YALI1_E05630g,down
YALI1_B06134g,up
YALI1_E21566g,down
YALI1_D32369g,down
YALI1_B26963g,down
YALI1_F29395g,down
YALI1_A07557g,down
YALI1_B02850g,down
YALI1_C11057g,down
YALI1_B22158g,down
YALI1_B24672g,down
YALI1_F37627g,up
YALI1_F10296g,up
YALI1_D07930g,up
YALI1_C15369g,down
YALI1_C19369g,down
YALI1_E34185g,down
YALI1_C05296g,up
YALI1_E27846g,down
YALI1_B06776g,down
YALI1_E11351g,down
YALI1_F08650g,down
YALI1_A04927g,up
YALI1_C13453g,up
YALI1_C03696g,up
YALI1_E36309g,down
YALI1_E11483g,down
YALI1_B14510g,down
YALI1_E17773g,down
YALI1_A11345g,up
YALI1_C31793g,down
YALI1_C01505g,up
YALI1_C17419g,up
YALI1_A12492g,down
YALI1_A16028g,down
YALI1_E04968g,up
YALI1_B29419g,down
YALI1_F21210g,up
YALI1_B13723g,down
YALI1_D17190g,down
YALI1_C13510g,up
YALI1_E00613g,up
YALI1_A08532g,up
YALI1_C17519g,up
YALI1_E05416g,up
YALI1_C29529g,down
YALI1_F38538g,down
YALI1_A02819g,down
YALI1_C23738g,up
YALI1_B28454g,down
YALI1_B10119g,down
YALI1_B25495g,down
YALI1_A11876g,down
YALI1_C15388g,down
YALI1_C26621g,down
YALI1_B03085g,down
YALI1_D02641g,down
YALI1_A06735g,down
YALI1_C05756g,up
YALI1_F14946g,down
YALI1_C19909g,down
YALI1_B11034g,down
YALI1_F29380g,down
YALI1_C15322g,down
YALI1_D20719g,down
YALI1_D03437g,down
YALI1_E39848g,up
YALI1_E03243g,down
YALI1_D22922g,up
YALI1_E12790g,up
YALI1_E09241g,down
YALI1_E01057g,down
YALI1_A19214g,up
YALI1_C01944g,down
YALI1_E40422g,up
YALI1_F31832g,down
YALI1_D00673g,down
YALI1_D09453g,down
YALI1_D18115g,down
YALI1_A00683g,up
YALI1_C07223g,down
YALI1_D32568g,up
YALI1_C28767g,down
YALI1_B15420g,up
YALI1_E32931g,down
YALI1_F25546g,down
YALI1_D17930g,down
YALI1_D10768g,up
YALI1_F34000g,down
YALI1_B23771g,up
YALI1_C21732g,up
YALI1_A04309g,up
YALI1_F04849g,up
YALI1_C02866g,up
YALI1_A00447g,up
YALI1_E23809g,down
YALI1_E26513g,down
YALI1_C11131g,up
YALI1_C18457g,down
YALI1_F12318g,down
YALI1_D13042g,down
YALI1_C04093g,up
YALI1_B07043g,down
YALI1_C28396g,up
YALI1_D02661g,down
YALI1_C18380g,down
YALI1_C00335g,up
YALI1_A15373g,down
YALI1_A13148g,down
YALI1_B00607g,up
YALI1_B01485g,down
YALI1_D26064g,down
YALI1_D11653g,up
YALI1_F15843g,down
YALI1_F15377g,up
YALI1_B01014g,down
YALI1_C29968g,down
YALI1_C18837g,up
YALI1_D33289g,down
YALI1_D20904g,down
YALI1_D22997g,down
YALI1_F03495g,up
YALI1_B15703g,down
YALI1_E24956g,down
YALI1_B27984g,up
YALI1_C17423g,up
YALI1_C14228g,up
YALI1_E14353g,down
YALI1_B28472g,down
YALI1_E21524g,down
YALI1_E35546g,down
YALI1_C13389g,down
YALI1_B05043g,up
YALI1_B10185g,up
YALI1_E16609g,down
YALI1_F31798g,down
YALI1_B09211g,down
YALI1_C03225g,up
YALI1_C18099g,up
YALI1_E17326g,up
YALI1_F31672g,up
YALI1_F11417g,up
YALI1_B05639g,down
YALI1_A13982r,down
YALI1_B27615g,down
YALI1_D17895g,down
YALI1_B13614g,down
YALI1_F31689g,up
YALI1_D22044g,down
YALI1_C29497g,down
YALI1_C02291g,up
YALI1_D33653g,down
YALI1_C17719g,up
YALI1_C18878g,up
YALI1_B06514g,down
YALI1_D06152g,down
YALI1_A16952g,down
YALI1_D26051g,down
YALI1_E41737g,up
YALI1_A13334g,up
YALI1_C18787g,down
YALI1_A16832g,up
YALI1_E13097g,down
YALI1_E27622g,down
YALI1_C31151g,down
YALI1_A02022g,down
YALI1_A19220g,up
YALI1_F12430g,down
YALI1_F31482g,down
YALI1_C15377g,down
YALI1_A04398r,down
YALI1_A16020g,down
YALI1_B13411g,up
YALI1_A05259g,down
YALI1_A15366g,up
YALI1_D34980g,up
YALI1_C17295g,down
YALI1_F39743g,down
YALI1_E16968g,down
YALI1_D36255g,down
YALI1_C00167g,down
YALI1_A17724g,down
YALI1_E35831g,down
YALI1_C17314g,down
YALI1_C18100g,up
YALI1_D22143g,down
YALI1_E24847g,down
YALI1_A21000g,down
YALI1_F30034g,up
YALI1_F00366g,up
YALI1_E23265g,up
YALI1_D20413g,down
YALI1_A06634g,down
YALI1_B03225g,down
YALI1_F31687g,up
YALI1_D11756g,down
YALI1_B10170g,up
YALI1_C15307g,down
YALI1_F10193g,up
YALI1_C15611g,up
YALI1_F39375g,up
YALI1_B01760g,down
YALI1_A13330g,up
YALI1_C14843g,down
YALI1_A16392g,down
YALI1_F24489g,up
YALI1_E14555g,up
YALI1_F14850g,down
YALI1_B01011g,down
YALI1_C24183g,down
YALI1_A16145g,down
YALI1_D28062g,down
YALI1_D21553g,down
YALI1_C26209g,down
rns,down
YALI1_D22043g,down
YALI1_B23579g,up
YALI1_C20417g,down
YALI1_E27610g,down
YALI1_D30685g,down
YALI1_E34880g,down
YALI1_B18921g,down
YALI1_B00731g,down
YALI1_B28394g,down
YALI1_B00719g,down
YALI1_E12019g,down
YALI1_F10893r,down
YALI1_E31649g,down
YALI1_B28430g,down
YALI1_D08693g,up
YALI1_F33714g,down
