"genes","direction"
"KMXK0B00680","up"
"KMXK0G00390","down"
"KMXK0B03380","down"
"KMXK0G01410","down"
"KMXK0E03720","mixed"
"KMXK0A03210","down"
"KMXK0C00200","up"
"KMXK0A05340","up"
"KMXK0C00800","down"
"KMXK0G00670","up"
"KMXK0C07320","down"
"KMXK0C04790","down"
"KMXK0F02740","down"
"KMXK0F01270","down"
"KMXK0H03880","down"
"KMXK0C04690","down"
"KMXK0C00950","down"
"KMXK0F02790","down"
"KMXK0C07290","down"
"KMXK0E05990","up"
"KMXK0B00980","down"
"KMXK0D06530","up"
"KMXK0E00550","up"
"KMXK0D01600","up"
"KMXK0D03860","down"
"KMXK0H04430","down"
"KMXK0F05100","up"
"KMXK0B06180","up"
"KMXK0B05990","mixed"
"KMXK0E00270","up"
"KMXK0E00280","up"
"KMXK0H00120","up"
"KMXK0E06130","down"
"KMXK0B02220","down"
"KMXK0G01040","up"
"KMXK0E00620","up"
"KMXK0A04470","down"
"KMXK0A00740","down"
"KMXK0F01090","up"
"KMXK0G01390","down"
"KMXK0C01680","up"
"KMXK0F00630","up"
"KMXK0A06270","mixed"
"KMXK0C03090","up"
"KMXK0E00880","up"
"KMXK0C06260","up"
"KMXK0H03590","down"
"KMXK0D02500","up"
"KMXK0C05600","up"
"KMXK0C05260","up"
"KMXK0E06010","down"
"KMXK0D02690","down"
"KMXK0F03060","up"
"KMXK0A00250","up"
"KMXK0A04820","up"
"KMXK0A00530","down"
"KMXK0F03150","down"
"KMXK0D00790","down"
"KMXK0C03580","down"
"KMXK0D04040","up"
"KMXK0A04780","up"
"KMXK0D02260","down"
"KMXK0F04730","up"
"KMXK0G03550","down"
"KMXK0C00210","up"
"KMXK0H00950","down"
"KMXK0A00970","up"
"KMXK0E04320","down"
"KMXK0C02810","down"
"KMXK0H01000","up"
"KMXK0A05260","mixed"
"KMXK0E06330","up"
"KMXK0E04860","down"
"KMXK0E02060","down"
"KMXK0F03560","mixed"
"KMXK0D02170","down"
"KMXK0G00180","down"
"KMXK0G01270","down"
"KMXK0G01530","up"
"KMXK0E00410","down"
"KMXK0D00330","up"
"KMXK0A01670","up"
"KMXK0F01540","up"
"KMXK0G03920","up"
"KMXK0C04410","up"
"KMXK0F04670","up"
"KMXK0F03570","mixed"
"KMXK0G00210","down"
"KMXK0B07660","down"
"KMXK0A03260","up"
"KMXK0B04960","down"
"KMXK0A02310","up"
"KMXK0D06300","up"
"KMXK0E04600","up"
"KMXK0H03900","down"
"KMXK0F04400","up"
"KMXK0A06250","mixed"
"KMXK0A07100","down"
"KMXK0F02500","up"
"KMXK0B05080","down"
"KMXK0C03410","down"
"KMXK0E02400","down"
"KMXK0B02200","up"
"KMXK0E02480","down"
"KMXK0B03440","up"
"KMXK0H02880","down"
"KMXK0B03320","down"
"KMXK0B06390","up"
"KMXK0F00620","up"
"KMXK0A00750","down"
"KMXK0A05080","up"
"KMXK0G02300","down"
"KMXK0C01510","down"
"KMXK0D06030","up"
"KMXK0C03300","up"
"KMXK0B05340","up"
"KMXK0F03580","up"
"KMXK0H01060","up"
"KMXK0E05430","down"
"KMXK0G01310","mixed"
"KMXK0B04100","mixed"
"KMXK0C05090","up"
"KMXK0F02990","up"
"KMXK0F00730","down"
"KMXK0E02660","down"
"KMXK0D03570","up"
"KMXK0C00940","down"
"KMXK0E03460","down"
"KMXK0A05550","up"
"KMXK0C06420","mixed"
"KMXK0C02580","down"
"KMXK0H00100","mixed"
"KMXK0C03480","up"
"KMXK0D01220","down"
"KMXK0C00570","down"
"KMXK0E04820","down"
"KMXK0B04540","up"
"KMXK0D04270","down"
"KMXK0C05690","up"
"KMXK0D06160","down"
"KMXK0A08280","down"
"KMXK0C04230","up"
"KMXK0B00720","up"
"KMXK0C06710","mixed"
"KMXK0D04310","up"
"KMXK0G03500","up"
"KMXK0D02940","up"
"KMXK0E01320","up"
"KMXK0H02200","down"
"KMXK0C06920","up"
"KMXK0B02560","down"
"KMXK0F02750","up"
"KMXK0A00860","up"
"KMXK0D05030","down"
"KMXK0A02530","up"
"KMXK0H03440","down"
"KMXK0B06100","down"
"KMXK0H01010","up"
"KMXK0C06410","up"
"KMXK0E03480","up"
"KMXK0E06210","up"
"KMXK0G02940","up"
"KMXK0C07390","down"
"KMXK0B08290","up"
"KMXK0A01160","down"
"KMXK0B01960","down"
"KMXK0F01070","down"
"KMXK0B05200","up"
"KMXK0E03520","up"
"KMXK0H03840","up"
"KMXK0F04570","up"
"KMXK0B04680","down"
"KMXK0H02600","down"
"KMXK0A02760","up"
"KMXK0F01350","down"
"KMXK0E03430","down"
"KMXK0C05990","mixed"
"KMXK0B06090","up"
"KMXK0E00150","down"
"KMXK0D00930","mixed"
"KMXK0D05850","down"
"KMXK0F01440","mixed"
"KMXK0E06170","down"
"KMXK0F05730","up"
"KMXK0C06650","up"
"KMXK0C06230","down"
"KMXK0E05830","down"
"KMXK0D01460","up"
"KMXK0A04030","up"
"KMXK0C03000","mixed"
"KMXK0A00310","up"
"KMXK0D06210","up"
"KMXK0E02430","down"
"KMXK0H03890","down"
"KMXK0D05390","up"
"KMXK0D00700","up"
"KMXK0G04090","up"
"KMXK0H01400","up"
"KMXK0E00400","up"
"KMXK0B07200","down"
"KMXK0C04500","up"
"KMXK0E04920","up"
"KMXK0D02730","down"
"KMXK0B06280","up"
"KMXK0E03420","mixed"
"KMXK0C01060","up"
"KMXK0F03070","down"
"KMXK0C00860","up"
"KMXK0E05940","down"
"KMXK0F03540","up"
"KMXK0G01050","down"
"KMXK0F02470","up"
"KMXK0A02550","down"
"KMXK0C00360","down"
"KMXK0C06370","up"
"KMXK0D03540","up"
"KMXK0G03450","down"
"KMXK0B06360","down"
"KMXK0A02060","down"
"KMXK0F02190","up"
"KMXK0H04490","down"
"KMXK0B05620","up"
"KMXK0A06580","down"
"KMXK0A08260","up"
"KMXK0A06760","up"
"KMXK0D01140","down"
"KMXK0B02570","down"
"KMXK0A00900","mixed"
"KMXK0B02070","down"
"KMXK0C01530","down"
"KMXK0E05580","down"
"KMXK0E02700","up"
"KMXK0B04470","down"
"KMXK0A05880","down"
"KMXK0D04330","up"
"KMXK0E02380","up"
"KMXK0E05360","down"
"KMXK0B06260","up"
"KMXK0C06770","down"
"KMXK0E03440","down"
"KMXK0F03950","down"
"KMXK0D00650","down"
"KMXK0E00760","up"
"KMXK0C03250","down"
"KMXK0B06480","down"
"KMXK0B04330","up"
"KMXK0C06330","down"
"KMXK0B06070","down"
"KMXK0B07250","up"
"KMXK0B02870","up"
"KMXK0D01280","up"
"KMXK0H03360","up"
"KMXK0F04690","up"
"KMXK0B04860","down"
"KMXK0C06340","down"
"KMXK0D06170","down"
"KMXK0C02230","down"
"KMXK0F02860","up"
"KMXK0E03670","up"
"KMXK0C05980","mixed"
"KMXK0A00800","down"
"KMXK0A06770","up"
"KMXK0G00960","up"
"KMXK0A03520","down"
"KMXK0B08440","down"
"KMXK0A03660","up"
"KMXK0A04940","up"
"KMXK0D05150","down"
"KMXK0A07830","up"
"KMXK0H01780","up"
"KMXK0A01750","mixed"
"KMXK0C04300","down"
"KMXK0F01970","up"
"KMXK0F01910","mixed"
"KMXK0B01100","up"
"KMXK0A07950","down"
"KMXK0C07170","up"
"KMXK0G02990","down"
"KMXK0B01030","down"
"KMXK0H01380","down"
"KMXK0B05030","down"
"KMXK0B06470","up"
"KMXK0A00360","up"
"KMXK0E02570","mixed"
"KMXK0D03630","mixed"
"KMXK0A04650","up"
"KMXK0G01960","up"
"KMXK0H03020","down"
"KMXK0D00310","up"
"KMXK0A02180","down"
"KMXK0A04120","down"
"KMXK0C00380","up"
"KMXK0B04280","down"
"KMXK0C05050","down"
"KMXK0A02040","down"
"KMXK0H00170","down"
"KMXK0E01710","down"
"KMXK0A03680","down"
"KMXK0E00170","down"
"KMXK0D00160","up"
"KMXK0D02000","down"
"KMXK0A06230","up"
"KMXK0F01470","up"
"KMXK0H00920","down"
"KMXK0D02680","up"
"KMXK0A06960","down"
"KMXK0A00480","down"
"KMXK0H04280","down"
"KMXK0F00910","up"
"KMXK0A04110","down"
"KMXK0F01710","down"
"KMXK0D05520","down"
"KMXK0B02090","down"
"KMXK0A05150","down"
"KMXK0H02240","down"
"KMXK0D05550","down"
"KMXK0D00530","down"
"KMXK0B06040","down"
"KMXK0A07980","down"
"KMXK0A06000","down"
"KMXK0F02690","down"
"KMXK0A08350","up"
"KMXK0C03720","up"
"KMXK0A01180","up"
"KMXK0E04510","down"
"KMXK0C02390","down"
"KMXK0H02030","down"
"KMXK0D00960","down"
"KMXK0D06320","up"
"KMXK0D02270","mixed"
"KMXK0C00990","down"
"KMXK0F05820","up"
"KMXK0H02850","down"
"KMXK0G02170","down"
"KMXK0B02000","down"
"KMXK0F02450","up"
"KMXK0A01400","down"
"KMXK0B02760","up"
"KMXK0C02410","up"
"KMXK0F00420","down"
"KMXK0A02120","up"
"KMXK0B06120","up"
"KMXK0C00120","up"
"KMXK0C06620","down"
"KMXK0C05560","down"
"KMXK0C05720","up"
"KMXK0E00690","up"
"KMXK0F00740","down"
"KMXK0G03120","down"
"KMXK0D00250","up"
"KMXK0D02550","down"
"KMXK0C05230","down"
"KMXK0A00130","up"
"KMXK0A05200","up"
"KMXK0G03650","down"
"KMXK0D01890","down"
"KMXK0F00350","down"
"KMXK0E04780","down"
"KMXK0E02930","down"
"KMXK0B05880","up"
"KMXK0D06240","up"
"KMXK0B04710","down"
"KMXK0B07100","down"
"KMXK0B00650","down"
"KMXK0B05220","up"
"KMXK0E05300","up"
"KMXK0A03240","down"
"KMXK0F02110","up"
"KMXK0B03340","down"
"KMXK0G02120","up"
"KMXK0F04780","up"
"KMXK0C01570","down"
"KMXK0A03140","up"
"KMXK0B04190","down"
"KMXK0F05180","up"
"KMXK0B00850","up"
"KMXK0H03730","up"
"KMXK0B05370","up"
"KMXK0A05900","down"
"KMXK0C01070","up"
"KMXK0A01880","down"
"KMXK0A03300","up"
"KMXK0C07190","down"
"KMXK0C01430","down"
"KMXK0C07230","down"
"KMXK0B03480","up"
"KMXK0C07310","down"
"KMXK0B03110","up"
"KMXK0B04530","mixed"
"KMXK0B04170","down"
"KMXK0C01960","up"
"KMXK0A05220","down"
"KMXK0E04730","down"
"KMXK0H03260","up"
"KMXK0A01740","mixed"
"KMXK0B03190","down"
"KMXK0H01530","down"
"KMXK0F02020","mixed"
"KMXK0B07830","up"
"KMXK0A04910","down"
"KMXK0F03480","down"
"KMXK0F04170","down"
"KMXK0G03400","up"
"KMXK0B03470","up"
"KMXK0B06000","up"
"KMXK0B04410","up"
"KMXK0F02770","down"
"KMXK0H02050","up"
"KMXK0A05350","down"
"KMXK0H01830","up"
"KMXK0F04140","up"
"KMXK0B07570","down"
"KMXK0D01630","down"
"KMXK0C02490","up"
"KMXK0B00520","mixed"
"KMXK0D05400","mixed"
"KMXK0B06660","up"
"KMXK0C01210","down"
"KMXK0E03540","mixed"
"KMXK0C00270","down"
"KMXK0A06410","down"
"KMXK0F02720","up"
"KMXK0C03840","down"
"KMXK0B05050","down"
"KMXK0C06160","up"
"KMXK0F05840","up"
"KMXK0B04590","up"
"KMXK0H00270","up"
"KMXK0D02410","up"
"KMXK0D02490","up"
"KMXK0H00290","down"
"KMXK0E03080","down"
"KMXK0C06930","down"
"KMXK0D02900","up"
"KMXK0F01250","down"
"KMXK0E03150","up"
"KMXK0C03260","mixed"
"KMXK0B00260","down"
"KMXK0A07260","up"
"KMXK0E00230","up"
"KMXK0D02350","down"
"KMXK0C05520","up"
"KMXK0H03130","down"
"KMXK0B00860","up"
"KMXK0D02400","up"
"KMXK0A03950","up"
"KMXK0F05590","up"
"KMXK0B08020","down"
"KMXK0E05980","up"
"KMXK0E06280","up"
"KMXK0G01090","down"
"KMXK0A00380","up"
"KMXK0E01570","down"
"KMXK0F04480","down"
"KMXK0G00310","up"
"KMXK0D02710","up"
"KMXK0E03030","down"
"KMXK0F02610","up"
"KMXK0E02670","down"
"KMXK0E05560","down"
"KMXK0D02830","down"
"KMXK0A00840","up"
"KMXK0E01230","up"
"KMXK0C05920","down"
"KMXK0C04560","up"
"KMXK0D05600","down"
"KMXK0E05220","up"
"KMXK0B03940","up"
"KMXK0E04940","down"
"KMXK0D06540","up"
"KMXK0D00120","up"
"KMXK0F03750","mixed"
"KMXK0A07390","up"
"KMXK0G01760","up"
"KMXK0A02030","up"
"KMXK0F01920","up"
"KMXK0E04250","down"
"KMXK0B02390","down"
"KMXK0A04950","down"
"KMXK0D02760","down"
"KMXK0F03530","up"
"KMXK0D06600","up"
"KMXK0G02890","up"
"KMXK0F02660","down"
"KMXK0H04250","down"
"KMXK0D06610","down"
"KMXK0F04910","down"
"KMXK0H00280","up"
"KMXK0D04650","down"
"KMXK0G02280","up"
"KMXK0A01170","down"
"KMXK0H01270","up"
"KMXK0A04870","down"
"KMXK0D06100","down"
"KMXK0H03510","up"
"KMXK0H01050","down"
"KMXK0H03520","up"
"KMXK0C01050","down"
"KMXK0A04520","down"
"KMXK0G03930","up"
"KMXK0A05930","down"
"KMXK0F03890","up"
"KMXK0H03500","down"
"KMXK0A00890","up"
"KMXK0F02810","up"
"KMXK0C02950","down"
"KMXK0F04770","up"
"KMXK0A05310","down"
"KMXK0D03020","up"
"KMXK0E04630","down"
"KMXK0A00390","down"
"KMXK0B02610","down"
"KMXK0A03230","down"
"KMXK0H02440","mixed"
"KMXK0F04900","down"
"KMXK0D00110","up"
"KMXK0G03350","up"
"KMXK0D01190","up"
"KMXK0C03470","up"
"KMXK0A02920","up"
"KMXK0E00640","up"
"KMXK0A02930","up"
"KMXK0C03400","up"
"KMXK0E03370","up"
"KMXK0C02180","up"
"KMXK0F05070","down"
"KMXK0D04920","up"
"KMXK0F03040","down"
"KMXK0D05840","up"
"KMXK0H01910","down"
"KMXK0A05470","up"
"KMXK0G03640","up"
"KMXK0A06630","up"
"KMXK0D02480","up"
"KMXK0B01790","down"
"KMXK0H03090","down"
"KMXK0H04030","down"
"KMXK0G02050","up"
"KMXK0C00970","down"
"KMXK0E02450","down"
"KMXK0C06020","down"
"KMXK0D02670","up"
"KMXK0H01810","down"
"KMXK0C06530","down"
"KMXK0A02160","down"
"KMXK0D04230","up"
"KMXK0A00370","up"
"KMXK0B00950","up"
"KMXK0E01590","down"
"KMXK0B05460","up"
"KMXK0E06300","up"
"KMXK0G02080","down"
"KMXK0D00800","down"
"KMXK0C03770","up"
"KMXK0F03760","up"
"KMXK0B03290","up"
"KMXK0C06170","down"
"KMXK0C05530","up"
"KMXK0B00540","up"
"KMXK0C00980","down"
"KMXK0G00740","down"
"KMXK0C05280","up"
"KMXK0F05320","down"
"KMXK0D00720","up"
"KMXK0A03020","up"
"KMXK0C03560","down"
"KMXK0B05630","up"
"KMXK0B03180","up"
"KMXK0F04680","up"
"KMXK0H03060","down"
"KMXK0B01110","down"
"KMXK0A03800","down"
"KMXK0D02780","down"
"KMXK0F05360","up"
"KMXK0F00180","up"
"KMXK0C06630","down"
"KMXK0A01820","down"
"KMXK0D05170","up"
"KMXK0E06320","up"
"KMXK0D04740","down"
"KMXK0G02200","down"
"KMXK0H01950","up"
"KMXK0B08080","down"
"KMXK0B00820","up"
"KMXK0B01280","up"
"KMXK0G02840","up"
"KMXK0G00760","mixed"
"KMXK0E00370","up"
"KMXK0E04750","down"
"KMXK0H01460","down"
"KMXK0A06090","down"
"KMXK0C03630","down"
"KMXK0E05050","down"
"KMXK0A01290","up"
"KMXK0C05020","down"
"KMXK0G03740","down"
"KMXK0G01870","down"
"KMXK0C02400","up"
"KMXK0C02660","down"
"KMXK0B02970","up"
"KMXK0A03440","up"
"KMXK0E03250","down"
"KMXK0A06010","up"
"KMXK0G00190","down"
"KMXK0C03570","down"
"KMXK0E02140","down"
"KMXK0D05050","down"
"KMXK0G02730","down"
"KMXK0B03060","up"
"KMXK0A07570","up"
"KMXK0A05710","up"
"KMXK0F03820","up"
"KMXK0D04150","down"
"KMXK0C02820","down"
"KMXK0G00200","down"
"KMXK0C05010","up"
"KMXK0F03230","up"
"KMXK0A08150","down"
"KMXK0A02020","up"
"KMXK0C03800","mixed"
"KMXK0E03310","down"
"KMXK0C01520","mixed"
"KMXK0C07350","up"
"KMXK0C02440","down"
"KMXK0F00940","down"
"KMXK0D02250","down"
"KMXK0B03130","mixed"
"KMXK0A04530","down"
"KMXK0A00810","down"
"KMXK0A08300","up"
"KMXK0A00110","up"
"KMXK0B01360","up"
"KMXK0B00170","down"
"KMXK0A00580","mixed"
"KMXK0C04010","up"
"KMXK0F01280","down"
"KMXK0F01560","up"
"KMXK0F01230","up"
"KMXK0F03460","up"
"KMXK0D02770","down"
"KMXK0G02370","up"
"KMXK0B07330","down"
"KMXK0D00170","up"
"KMXK0F04010","down"
"KMXK0C02310","up"
"KMXK0E01760","down"
"KMXK0D03100","up"
"KMXK0G01700","mixed"
"KMXK0C06280","mixed"
"KMXK0G00770","down"
"KMXK0G04280","up"
"KMXK0A05760","up"
"KMXK0A07870","down"
"KMXK0A01200","down"
"KMXK0G03380","up"
"KMXK0A03640","up"
"KMXK0A00120","up"
"KMXK0A07400","up"
"KMXK0A04050","up"
"KMXK0E05340","down"
"KMXK0C00260","down"
"KMXK0H02210","down"
"KMXK0H04240","mixed"
"KMXK0F04920","down"
"KMXK0C05460","up"
"KMXK0G03710","down"
"KMXK0H03860","down"
"KMXK0C01000","down"
"KMXK0C00230","down"
"KMXK0A08330","up"
"KMXK0D05580","down"
"KMXK0B03670","up"
"KMXK0D01420","up"
"KMXK0D05180","down"
"KMXK0E05870","up"
"KMXK0E00890","up"
"KMXK0C06810","mixed"
"KMXK0G00860","up"
"KMXK0C02510","down"
"KMXK0C01090","up"
"KMXK0F04240","down"
"KMXK0H03010","down"
"KMXK0C07070","down"
"KMXK0B02880","up"
"KMXK0E03270","up"
"KMXK0B00550","up"
"KMXK0C07360","up"
"KMXK0E03340","up"
"KMXK0A03790","down"
"KMXK0B05750","down"
"KMXK0E02650","down"
"KMXK0A06050","down"
"KMXK0A01850","down"
"KMXK0C04070","down"
"KMXK0G00680","down"
"KMXK0G00690","down"
"KMXK0F00450","up"
"KMXK0B05190","up"
"KMXK0B00330","up"
"KMXK0D04680","down"
"KMXK0H02120","down"
"KMXK0A06420","down"
"KMXK0A00550","down"
"KMXK0C06040","down"
"KMXK0G00930","down"
"KMXK0A06350","up"
"KMXK0C06130","down"
"KMXK0F02600","down"
"KMXK0E04530","down"
"KMXK0A04490","down"
"KMXK0G02860","up"
"KMXK0B01750","down"
"KMXK0F00600","down"
"KMXK0C00560","mixed"
"KMXK0D01390","mixed"
"KMXK0G01840","mixed"
"KMXK0A00680","mixed"
"KMXK0E04650","up"
"KMXK0H03800","mixed"
"KMXK0C00160","up"
"KMXK0D00150","up"
"KMXK0A01620","up"
"KMXK0E03330","up"
"KMXK0F00130","mixed"
"KMXK0C00170","up"
"KMXK0F01570","up"
"KMXK0G00720","up"
"KMXK0D05640","mixed"
"KMXK0A05960","up"
"KMXK0E02790","down"
"KMXK0B07960","up"
"KMXK0G00550","mixed"
"KMXK0B06970","up"
"KMXK0G00790","up"
"KMXK0B00180","down"
"KMXK0C05760","down"
"KMXK0E03750","up"
"KMXK0A03030","up"
"KMXK0C04810","up"
"KMXK0C03170","up"
"KMXK0A04660","down"
"KMXK0A08060","up"
"KMXK0F03810","up"
"KMXK0E05210","up"
"KMXK0G01630","up"
"KMXK0B08060","up"
"KMXK0B00120","mixed"
"KMXK0C06580","up"
"KMXK0H03290","up"
"KMXK0E05850","down"
"KMXK0C06080","up"
"KMXK0G01850","up"
"KMXK0A05330","up"
"KMXK0E04580","mixed"
"KMXK0D01250","down"
"KMXK0F01690","up"
"KMXK0H02490","up"
"KMXK0F02040","up"
"KMXK0D03750","up"
"KMXK0B06880","up"
"KMXK0F00160","up"
"KMXK0G00730","down"
"KMXK0H03780","down"
"KMXK0H04340","up"
"KMXK0A07560","up"
"KMXK0D02320","up"
"KMXK0A07820","up"
"KMXK0B02080","up"
"KMXK0F05240","up"
"KMXK0E00750","up"
"KMXK0H02310","down"
"KMXK0E02590","down"
"KMXK0E03680","up"
"KMXK0E04590","down"
"KMXK0H03050","down"
"KMXK0E01900","up"
"KMXK0A03090","down"
"KMXK0A02900","up"
"KMXK0F02400","down"
"KMXK0B02940","up"
"KMXK0G04250","up"
"KMXK0C06390","up"
"KMXK0B01020","down"
"KMXK0A01970","up"
"KMXK0H03940","up"
"KMXK0H00860","down"
"KMXK0A05540","up"
"KMXK0F01550","up"
"KMXK0B03920","up"
"KMXK0B00450","down"
"KMXK0H00380","up"
"KMXK0E02290","up"
"KMXK0B08300","up"
"KMXK0H03810","down"
"KMXK0A01440","down"
"KMXK0F04550","up"
"KMXK0D00140","up"
"KMXK0H04040","down"
"KMXK0B08170","up"
"KMXK0D01050","up"
"KMXK0A03190","up"
"KMXK0A00200","up"
"KMXK0C05790","down"
"KMXK0A07740","down"
"KMXK0B02900","down"
"KMXK0C04630","up"
"KMXK0E05010","up"
"KMXK0A01430","down"
"KMXK0E06310","up"
"KMXK0B08160","up"
"KMXK0G00230","down"
"KMXK0B04440","up"
"KMXK0A07780","down"
"KMXK0C03640","down"
"KMXK0D03110","up"
"KMXK0C02480","down"
"KMXK0D01780","down"
"KMXK0E03360","down"
"KMXK0F00170","up"
"KMXK0B01780","down"
"KMXK0D02180","up"
"KMXK0H04350","up"
"KMXK0F05010","down"
"KMXK0H03370","up"
"KMXK0G01980","down"
"KMXK0F05380","up"
"KMXK0C01550","up"
"KMXK0D03850","up"
"KMXK0G01990","down"
"KMXK0A05660","up"
"KMXK0E01380","down"
"KMXK0B07320","down"
"KMXK0B01680","down"
"KMXK0E06290","up"
"KMXK0G02070","down"
"KMXK0A05650","up"
"KMXK0D02420","down"
"KMXK0A08140","up"
"KMXK0E02630","down"
"KMXK0A04920","down"
"KMXK0B07880","down"
"KMXK0D00630","down"
"KMXK0D01710","down"
"KMXK0C05900","up"
"KMXK0H04500","down"
"KMXK0G00160","down"
"KMXK0D03050","up"
"KMXK0A04440","down"
"KMXK0F04490","down"
"KMXK0E01460","down"
"KMXK0G03130","down"
"KMXK0B01010","up"
"KMXK0F00790","up"
"KMXK0D01040","up"
"KMXK0B06950","down"
"KMXK0B02330","down"
"KMXK0G03870","down"
"KMXK0B07870","down"
"KMXK0D05630","down"
"KMXK0G00810","down"
"KMXK0A04060","up"
"KMXK0F05050","up"
"KMXK0E06230","up"
"KMXK0E03190","up"
"KMXK0B01500","up"
"KMXK0A03310","up"
"KMXK0D01060","down"
"KMXK0H03570","down"
"KMXK0D05930","up"
"KMXK0E02550","up"
"KMXK0H01790","down"
"KMXK0E01690","up"
"KMXK0E00110","up"
"KMXK0D04350","down"
"KMXK0B08120","down"
"KMXK0B02720","down"
"KMXK0C04640","up"
"KMXK0B03280","up"
"KMXK0A01840","down"
"KMXK0C07370","down"
"KMXK0H02150","down"
"KMXK0E05380","up"
"KMXK0A06510","up"
"KMXK0B00840","up"
"KMXK0A08370","up"
"KMXK0A01770","up"
"KMXK0A01860","down"
"KMXK0E03090","down"
"KMXK0E01210","up"
"KMXK0F00480","down"
"KMXK0B04210","down"
"KMXK0A06780","down"
"KMXK0H01020","down"
"KMXK0D00940","up"
"KMXK0C02800","down"
"KMXK0F04160","down"
"KMXK0E02190","down"
"KMXK0G00240","down"
"KMXK0A07770","down"
"KMXK0D02580","up"
"KMXK0C02830","down"
"KMXK0E04610","up"
"KMXK0C00810","up"
"KMXK0A02940","down"
"KMXK0D05380","down"
"KMXK0B06870","up"
"KMXK0C02420","down"
