Geneid,Std_1,Std_2,Std_3,Doc_1,Doc_2,Doc_3
KMXK_0D03260,10738,11920,11538,12852,12824,11480
KMXK_0D03270,2255,2647,2605,2765,2810,2318
KMXK_0D03280,2840,2837,2918,3783,3285,3352
KMXK_0D03290,114,176,300,1522,1831,2168
KMXK_0D03300,2784,2715,3021,3409,3216,3192
KMXK_0D03310,1101,1044,1205,1300,1247,1134
KMXK_0D03320,4018,3839,3897,4739,4289,4154
KMXK_0D03330,2966,3260,3555,3913,3533,3394
KMXK_0D03340,2158,2465,2885,2937,2784,2466
KMXK_0D03350,2873,3177,3419,3419,3025,2942
KMXK_0D03360,4013,4270,4778,4597,4667,4038
KMXK_0D03370,810,856,900,880,766,772
KMXK_0D03380,3938,4297,4642,4725,4792,4133
KMXK_0D03390,447,472,560,727,586,519
KMXK_0D03400,3353,3325,3856,4884,4664,3892
KMXK_0D03410,2384,2864,2698,2880,2414,2188
KMXK_0D03420,1248,1119,1261,1422,1185,958
KMXK_0D03430,1131,1251,1511,1396,1338,1072
KMXK_0D03440,806,954,968,1061,905,793
KMXK_0D03450,1721,1828,1882,2094,1958,1553
KMXK_0D03460,950,941,1181,1483,1521,1432
KMXK_0D03470,5237,4614,5556,6577,6135,5610
KMXK_0D03480,4382,4965,5663,6226,5826,4906
KMXK_0D03490,1715,1877,1612,1357,1162,854
KMXK_0D03500,1229,1258,1414,1689,1473,1287
KMXK_0D03510,4345,4671,4626,4869,4818,4199
KMXK_0D03520,2504,2601,2909,3035,2761,2455
KMXK_0D03530,4936,4951,5952,7163,6693,6004
KMXK_0D03540,1590,1535,1656,1859,1892,1667
KMXK_0D03550,434,662,662,684,613,533
KMXK_0D03560,1401,1577,2017,2353,2231,1877
KMXK_0D03570,1798,1945,2187,2007,1991,1621
KMXK_0D03580,1118,1292,1399,1686,1518,1429
KMXK_0D03590,2161,2521,3026,3681,3518,2976
KMXK_0D03600,4545,5492,5778,6256,5445,4828
KMXK_0D03610,2873,2880,3911,5553,6133,5954
KMXK_0D03620,3596,3804,4578,6362,6424,6110
KMXK_0D03630,3252,3481,3486,4266,3888,3375
KMXK_0D03640,1694,2018,2198,2432,2237,1970
KMXK_0D03650,537,468,381,496,459,398
KMXK_0D03660,5435,6631,7819,9614,9239,8617
KMXK_0D03670,2829,3511,3903,4531,4235,3400
KMXK_0D03680,1202,1323,1346,1432,1359,1239
KMXK_0D03690,1180,1196,1383,1443,1401,1108
KMXK_0D03700,1873,2181,2375,2790,2531,2190
KMXK_0D03710,1514,1754,1859,2131,2050,1603
KMXK_0D03720,374,366,357,432,348,364
KMXK_0D03730,1587,1974,1994,2074,1936,1831
KMXK_0D03740,1263,1643,1644,1606,1454,1227
KMXK_0D03750,484,574,638,625,602,526
KMXK_0D03760,246,271,316,366,333,332
KMXK_0D03770,528,569,692,753,631,536
KMXK_0D03780,2718,2997,3279,3833,3648,3026
KMXK_0D03790,1716,1700,2179,2630,2307,2188
KMXK_0D03800,2368,2505,3008,3826,3572,3122
KMXK_0D03810,234,252,238,297,261,204
KMXK_0D03820,200,223,324,359,338,323
KMXK_0D03830,340,440,391,579,549,501
KMXK_0D03840,589,745,772,967,934,783
KMXK_0D03850,1522,1682,1911,2119,2086,1899
KMXK_0D03860,1118,1256,1367,1345,1192,1021
KMXK_0D03870,2029,2499,2739,3263,3057,2573
KMXK_0D03880,773,709,807,837,792,702
KMXK_0D03890,3699,3997,4027,4326,4045,3608
KMXK_0D03900,2808,2777,2660,3184,3003,2897
KMXK_0D03910,1489,1723,1735,1879,1676,1472
KMXK_0D03920,8672,8500,9476,10240,8740,6935
KMXK_0D03930,2168,2123,1993,1961,1587,1383
KMXK_0D03940,1118,1159,1258,1460,1261,1071
KMXK_0D03950,7014,7977,8985,9233,8589,7372
KMXK_0D03960,2236,2520,2724,3400,3218,3561
KMXK_0D03970,18852,18968,23242,28498,27056,27301
KMXK_0D03980,1818,1914,2229,2926,2760,2290
KMXK_0D03990,805,526,506,688,462,446
KMXK_0D04000,4114,3378,4145,5330,4711,4596
KMXK_0D04010,1595,1622,1788,2070,1935,1649
KMXK_0D04020,2742,2846,2981,2965,2683,2301
KMXK_0D04030,1197,1109,1281,1427,1415,1312
KMXK_0D04040,2477,2987,3497,3769,3469,3029
KMXK_0D04050,1593,1677,1877,2020,1916,1574
KMXK_0D04060,198,176,207,253,183,160
KMXK_0D04070,1119,1308,1381,1362,1205,1055
KMXK_0D04080,4826,5453,6452,7519,6216,5408
KMXK_0D04090,440,570,599,535,511,447
KMXK_0D04100,609,731,778,858,832,780
KMXK_0D04110,92742,98871,115019,174382,172089,154134
KMXK_0D04120,888,929,989,1082,914,743
KMXK_0D04130,6271,6274,7733,11443,10909,9759
KMXK_0D04140,901,1252,1463,1530,1270,1011
KMXK_0D04150,14083,18383,19629,21700,18541,16519
KMXK_0D04160,6418,7147,7202,8199,7572,6425
KMXK_0D04170,2333,2237,2366,2880,2718,2243
KMXK_0D04180,749,882,1020,1428,1166,1000
KMXK_0D04190,2772,2583,2168,2291,1720,1487
KMXK_0D04200,2076,2741,3060,3174,3041,2629
KMXK_0D04210,229,227,249,290,313,269
KMXK_0D04220,1906,2255,2592,2627,2382,1987
KMXK_0D04230,2027,2309,2516,2556,2395,1937
KMXK_0D04240,1207,1116,1287,1605,1564,1384
KMXK_0D04250,863,988,1099,1236,1069,969
KMXK_0D04260,19214,19870,21627,14892,13397,11497
KMXK_0D04270,27370,30843,28337,30907,28877,25823
KMXK_0D04280,297,322,353,420,364,309
KMXK_0D04290,3519,3216,3528,3537,3009,2419
KMXK_0D04300,23612,24586,25738,28731,26778,23767
KMXK_0D04310,1951,2043,2162,2269,2037,1761
KMXK_0D04320,612,826,1122,1260,1171,986
KMXK_0D04330,4778,5254,5952,6324,5523,4577
KMXK_0D04340,327,308,268,322,308,231
KMXK_0D04350,1077,1242,1404,1483,1476,1245
KMXK_0D04360,3227,4027,4482,4457,4072,3177
KMXK_0D04370,2884,3207,3119,3445,3134,2794
KMXK_0D04380,5473,5397,5727,6656,6220,5428
KMXK_0D04390,38,44,63,66,65,80
KMXK_0D04400,625,601,690,958,851,827
KMXK_0D04410,2479,2626,3200,4329,3804,3505
KMXK_0D04420,1482,1953,1988,2554,2503,2132
KMXK_0D04430,1430,1417,1486,1869,1791,1607
KMXK_0D04440,1128,1183,1028,1201,932,687
KMXK_0D04450,1243,1452,1558,1615,1603,1437
KMXK_0D04460,1834,2145,2349,3159,2891,2326
KMXK_0D04470,1624,1642,1701,1965,1854,1760
KMXK_0D04480,1907,2098,2075,2139,1987,1465
KMXK_0D04490,1960,2210,2443,2833,2625,2432
KMXK_0D04500,1381,1493,1727,2236,1845,1756
KMXK_0D04510,1334,1266,1256,1407,1276,1053
KMXK_0D04520,661,517,385,462,337,246
KMXK_0D04530,446,349,228,413,241,227
KMXK_0D04540,2339,2545,2249,2344,1890,1417
KMXK_0D04550,593,753,950,974,902,770
KMXK_0D04560,2880,2981,3119,3302,3182,2842
KMXK_0D04570,4971,5616,6056,6198,5764,5246
KMXK_0D04580,6302,7559,8049,9335,9095,8563
KMXK_0D04590,763,887,938,922,1041,843
KMXK_0D04600,436,498,678,792,692,723
KMXK_0D04610,807,920,1129,1397,1349,1241
KMXK_0D04620,3384,4197,4691,5850,5267,4537
KMXK_0D04630,1949,2093,2304,2690,2601,2263
KMXK_0D04640,3262,4248,4451,4931,4743,4575
KMXK_0D04650,28275,32835,33090,37281,33986,29483
KMXK_0D04660,4641,4741,4397,4725,3851,3478
KMXK_0D04670,2892,3185,3692,4118,3774,3199
KMXK_0D04680,61,39,57,54,36,29
KMXK_0D04690,2133,2155,2050,2289,2232,2030
KMXK_0D04700,768,704,791,847,824,705
KMXK_0D04710,3974,4334,4770,5568,5014,4838
KMXK_0D04720,3109,2811,3055,3889,3530,3563
KMXK_0D04730,645,521,659,820,690,649
KMXK_0D04740,13534,16808,16955,18892,15542,14372
KMXK_0D04750,668,687,701,720,669,509
KMXK_0D04760,3125,3220,3293,3701,3147,2567
KMXK_0D04770,831,977,1075,1216,1279,1115
KMXK_0D04780,669,901,912,961,905,776
KMXK_0D04790,213,288,298,433,332,275
KMXK_0D04800,3635,3094,3617,4190,3913,3472
KMXK_0D04810,1283,982,1027,1087,862,684
KMXK_0D04820,1939,2142,2414,2563,2346,2089
KMXK_0D04830,10527,11839,12670,13717,13070,11110
KMXK_0D04840,1936,2169,2268,2630,2723,2278
KMXK_0D04850,423,579,578,645,536,472
KMXK_0D04860,2587,3050,3180,3170,3207,2711
KMXK_0D04870,301,374,368,396,354,283
KMXK_0D04880,1156,1297,1340,1288,1095,967
KMXK_0D04890,1314,1337,1402,1536,1468,1200
KMXK_0D04900,4397,4534,4816,5099,5259,4337
KMXK_0D04910,11913,12540,12090,13301,12421,11404
KMXK_0D04920,116,146,136,179,119,125
KMXK_0D04930,5733,6547,6777,6902,6530,5331
KMXK_0D04940,4114,4910,5314,5972,5541,5112
KMXK_0D04950,4678,5415,6378,8055,7976,8198
KMXK_0D04960,4222,4203,5182,5794,5929,5327
KMXK_0D04970,252,233,172,224,204,124
KMXK_0D04980,3345,3638,3675,3810,3588,2988
KMXK_0D04990,1323,1540,1629,1840,1686,1447
KMXK_0D05000,1794,2135,2292,2171,2210,1838
KMXK_0D05010,1801,1637,1856,1932,1668,1517
KMXK_0D05020,11533,12440,12901,15758,14393,12388
KMXK_0D05030,4285,4016,4705,5169,4590,3947
KMXK_0D05040,1553,1465,1675,1947,1714,1411
KMXK_0D05050,33017,41934,43479,48226,43638,37900
KMXK_0D05060,843,964,1145,1215,1200,1155
KMXK_0D05070,1,11,4,6,4,3
KMXK_0D05080,1099,1403,1653,1938,1631,1339
KMXK_0D05090,4140,4842,5474,6313,5554,4940
KMXK_0D05100,1061,1278,1278,1482,1337,1165
KMXK_0D05110,591,672,802,843,752,726
KMXK_0D05120,895,966,1063,1000,890,707
KMXK_0D05130,1793,2306,2328,2236,2090,1853
KMXK_0D05140,3862,4647,5179,5751,5567,4635
KMXK_0D05150,1927,2027,2246,2569,2400,2091
KMXK_0D05160,2831,2853,3355,4062,3676,3298
KMXK_0D05170,217,209,340,351,283,284
KMXK_0D05180,9475,14082,17824,30950,32843,32598
KMXK_0D05190,1252,1620,1769,2057,1861,1699
KMXK_0D05200,2306,2649,2875,3081,2717,2536
KMXK_0D05210,872,942,1007,1180,1106,893
KMXK_0D05220,2448,3065,3311,3597,3047,2573
KMXK_0D05230,425,458,495,508,485,459
KMXK_0D05240,1514,1465,1488,1238,1133,763
KMXK_0D05250,2262,2696,2535,2993,2809,2388
KMXK_0D05260,2168,2520,2488,2507,2002,1810
KMXK_0D05270,1429,1206,1160,1120,886,680
KMXK_0D05280,2588,3081,3384,3311,2937,2577
KMXK_0D05290,736,833,913,1054,1062,936
KMXK_0D05300,810,893,954,1159,1064,929
KMXK_0D05310,5761,8062,8588,9660,7863,7222
KMXK_0D05320,801,887,936,1222,1049,868
KMXK_0D05330,533,637,715,745,663,640
KMXK_0D05340,3132,3429,4008,3879,3848,3213
KMXK_0D05350,2276,2474,2669,2764,2625,2164
KMXK_0D05360,5074,5570,6016,6765,6152,4923
KMXK_0D05370,1726,1942,2088,2299,2118,1830
KMXK_0D05380,939,1113,1139,1227,1035,993
KMXK_0D05390,1384,1465,1695,1970,2007,1605
KMXK_0D05400,1036,1760,2678,4850,4002,4333
KMXK_0D05410,3540,3397,3799,3963,3627,3125
KMXK_0D05420,2276,2327,2430,2348,2216,1738
KMXK_0D05430,423,454,567,594,519,458
KMXK_0D05440,1928,2092,2618,2731,2613,2257
KMXK_0D05450,3488,4339,5494,6046,5105,4774
KMXK_0D05460,537,563,552,582,525,462
KMXK_0D05470,866,1053,1106,1158,918,771
KMXK_0D05480,1183,1294,1469,1381,1134,972
KMXK_0D05490,2530,3144,3327,3816,3359,2981
KMXK_0D05500,5724,6230,6396,6720,6032,4768
KMXK_0D05510,235,237,175,193,177,164
KMXK_0D05520,14737,17913,20317,22528,21057,19155
KMXK_0D05530,2340,2613,3206,3586,3411,3003
KMXK_0D05540,3144,3934,4751,5033,4797,4223
KMXK_0D05550,2478,2043,2050,2407,2565,2127
KMXK_0D05560,466,534,581,806,660,675
KMXK_0D05570,156,137,161,200,180,177
KMXK_0D05580,12886,15388,17895,24318,26112,25704
KMXK_0D05590,10766,13426,16334,16322,15358,13877
KMXK_0D05600,468,549,588,616,726,640
KMXK_0D05610,1653,1710,2187,2028,1817,1756
KMXK_0D05620,1394,1564,1753,1895,1657,1378
KMXK_0D05630,825,816,1019,893,930,811
KMXK_0D05640,1267,1524,1964,2245,2265,1970
KMXK_0D05650,1785,2070,2307,2442,2381,2023
KMXK_0D05660,3652,3885,4744,5000,4534,4098
KMXK_0D05670,1292,1422,1620,1596,1550,1361
KMXK_0D05680,711,765,1022,1691,1722,1628
KMXK_0D05690,1171,1038,1146,1253,1312,944
KMXK_0D05700,1005,1105,1148,1099,1054,799
KMXK_0D05710,1743,2039,2092,2205,1812,1673
KMXK_0D05720,4785,5285,5683,6265,5858,4932
KMXK_0D05730,898,1031,937,875,523,455
KMXK_0D05740,2650,2755,2889,2790,2532,1953
KMXK_0D05750,11703,12563,13507,14982,14262,12353
KMXK_0D05760,2556,2742,2985,3154,2985,2514
KMXK_0D05770,2395,2787,2761,2979,2686,2266
KMXK_0D05780,1094,1035,1033,1209,1074,1001
KMXK_0D05790,2867,3411,3886,5103,4543,3961
KMXK_0D05800,3021,3379,3804,4205,3804,3118
KMXK_0D05810,1947,2230,2267,2470,2246,1982
KMXK_0D05820,2732,2782,2757,2391,2168,1615
KMXK_0D05830,4241,5527,6831,7237,6176,5777
KMXK_0D05840,2118,2379,2488,2793,2463,2169
KMXK_0D05850,27382,32459,33750,37520,35619,31824
KMXK_0D05860,816,965,1119,1157,916,797
KMXK_0D05870,5413,6122,6046,6163,6240,5309
KMXK_0D05880,50,86,78,77,48,54
KMXK_0D05890,3381,3617,4190,4848,4279,3656
KMXK_0D05900,254,185,268,257,236,202
KMXK_0D05910,1231,1312,1640,2287,2432,2538
KMXK_0D05920,105,85,94,64,66,63
KMXK_0D05930,2003,2422,2788,2612,2469,2123
KMXK_0D05940,4851,5002,5006,5696,5542,4856
KMXK_0D05950,71,92,94,66,69,70
KMXK_0D05960,2324,3687,3090,3270,2957,2491
KMXK_0D05970,2464,2210,2314,2846,2474,2269
KMXK_0D05980,2974,2964,3171,3475,3246,2810
KMXK_0D05990,1555,1962,2110,2523,2401,2072
KMXK_0D06000,3645,3677,4039,4991,4518,4284
KMXK_0D06010,4433,4147,4023,4281,3951,3634
KMXK_0D06020,4444,4263,5439,5882,5330,5220
KMXK_0D06030,21303,23901,26069,26218,24631,20811
KMXK_0D06040,4142,4770,5290,6006,5799,5020
KMXK_0D06050,4327,4502,4267,4016,3410,2694
KMXK_0D06060,16054,22071,22639,24811,21774,18600
KMXK_0D06070,5566,5316,5577,6680,5957,5382
KMXK_0D06080,872,756,717,786,511,415
KMXK_0D06090,2449,2499,2642,2758,2583,2095
KMXK_0D06100,10729,13939,15212,16670,15570,13127
KMXK_0D06110,64,50,55,52,58,31
KMXK_0D06130,2187,2839,4086,7063,8162,8516
KMXK_0D06140,855,1076,1270,1443,1303,1260
KMXK_0D06150,1888,2075,2072,2304,2210,1819
KMXK_0D06160,691,818,866,1065,954,722
KMXK_0D06170,794,796,865,970,867,787
KMXK_0D06180,819,945,995,1264,1143,985
KMXK_0D06190,932,932,1046,1171,1122,958
KMXK_0D06200,2483,2701,2998,2975,3003,2527
KMXK_0D06210,1333,1393,1427,1482,1349,1257
KMXK_0D06220,2018,2277,2400,2457,2223,1908
KMXK_0D06230,2570,2463,3021,4322,4433,3852
KMXK_0D06240,120,101,117,114,119,128
KMXK_0D06250,4438,3947,4466,5877,5223,4957
KMXK_0D06260,432,538,605,673,535,511
KMXK_0D06270,4279,4378,5286,5885,5673,4866
KMXK_0D06280,1564,1755,1791,1987,1917,1791
KMXK_0D06290,906,1128,1115,1222,1118,983
KMXK_0D06300,3344,3700,4182,4442,3975,3446
KMXK_0D06310,1987,1961,1809,1783,1467,1308
KMXK_0D06320,2181,2490,2838,2995,2935,2467
KMXK_0D06330,2138,2230,2355,2550,2245,2004
KMXK_0D06340,8571,10036,11023,11768,10710,9606
KMXK_0D06350,3750,4529,4972,4911,4497,3906
KMXK_0D06360,648,710,960,968,851,627
KMXK_0D06370,7243,7357,8561,9246,9113,8268
KMXK_0D06380,4163,4878,5007,5252,4543,4475
KMXK_0D06390,3781,4324,5056,5816,5127,4291
KMXK_0D06400,3377,3901,4368,4718,4137,3827
KMXK_0D06410,2457,2600,2942,3464,3252,3078
KMXK_0D06420,1167,1590,1552,1641,1343,1329
KMXK_0D06430,1021,1176,1177,1222,1073,972
KMXK_0D06440,1129,1049,1088,1173,952,824
KMXK_0D06450,2470,2352,2562,2659,2556,2337
KMXK_0D06460,3148,3391,3449,3765,3771,3234
KMXK_0D06470,4361,5000,5406,6073,5891,5178
KMXK_0D06480,2414,2572,2427,2909,2683,2424
KMXK_0D06490,2969,3020,3114,3415,3387,2912
KMXK_0D06500,13179,13594,15580,18564,18959,16955
KMXK_0D06510,2063,2088,2466,3066,2933,2922
KMXK_0D06520,1607,1650,1622,1734,1270,1005
KMXK_0D06530,5170,5797,6054,6468,6051,5128
KMXK_0D06540,285,355,328,391,359,282
KMXK_0D06550,4733,4739,4488,6436,6435,6868
KMXK_0D06560,2474,2081,2102,2422,2370,2464
KMXK_0D06570,4499,5564,8171,14218,15250,16942
KMXK_0D06580,1098,1087,1180,1247,1323,1091
KMXK_0D06590,462,515,566,572,528,516
KMXK_0D06600,455,525,552,459,466,424
KMXK_0D06610,11543,13327,16105,13913,11684,10110
KMXK_0D06620,107,101,121,120,92,87
KMXK_0E00110,1386,1632,1903,1961,1870,1633
KMXK_0E00120,9333,12525,14629,15562,14288,12408
KMXK_0E00130,1291,1514,1606,1826,1790,1538
KMXK_0E00140,1511,1743,1937,2158,2050,1924
KMXK_0E00150,10298,12859,14766,17192,13401,12448
KMXK_0E00160,1137,1437,1535,1724,1534,1307
KMXK_0E00170,4137,4074,4394,5297,5191,4161
KMXK_0E00180,2254,2449,2501,2643,2472,2219
KMXK_0E00190,1517,1785,2326,1871,1883,1649
KMXK_0E00200,3378,3741,4313,5242,5084,4515
KMXK_0E00210,2108,2257,2274,2446,2049,1808
KMXK_0E00220,2340,2809,3410,5381,5012,5076
KMXK_0E00230,1395,1688,2025,2420,2326,2103
KMXK_0E00240,809,934,961,883,893,654
KMXK_0E00250,10014,12105,12693,14218,11984,10177
KMXK_0E00260,2504,3108,3434,3574,3270,2840
KMXK_0E00270,893,1183,1176,999,990,894
KMXK_0E00280,2544,2681,3323,3239,3154,2666
KMXK_0E00290,2534,3361,4450,4521,4374,3876
KMXK_0E00300,396,470,490,644,603,542
KMXK_0E00310,894,1166,1345,1397,1302,990
KMXK_0E00320,3361,3786,3759,4063,3936,3208
KMXK_0E00330,2107,2264,2547,2781,2508,2152
KMXK_0E00340,4285,4593,4880,5457,4733,4275
KMXK_0E00350,2156,2529,2714,3330,3063,2814
KMXK_0E00360,7036,8152,8875,9069,8307,6820
KMXK_0E00370,36,37,36,46,59,63
KMXK_0E00380,993,889,1149,1343,1374,1197
KMXK_0E00390,2576,2919,3407,4028,3805,3356
KMXK_0E00400,2271,2438,2997,3220,2881,2677
KMXK_0E00410,8766,9422,10111,11940,10323,8980
KMXK_0E00420,4387,4792,4543,4916,4166,4220
KMXK_0E00430,2663,2816,3130,3132,2495,2186
KMXK_0E00440,1699,1738,1995,2365,2116,2092
KMXK_0E00450,11167,12286,13203,14829,14347,12315
KMXK_0E00460,766,961,1137,1344,1304,1248
KMXK_0E00470,5862,6109,6745,7492,6842,5487
KMXK_0E00480,1202,1491,1478,1762,1631,1276
KMXK_0E00490,2653,2840,2743,2614,2260,1909
KMXK_0E00500,38,52,30,43,45,40
KMXK_0E00510,2055,1914,1521,1513,1205,861
KMXK_0E00520,1110,1266,1300,1337,974,836
KMXK_0E00530,1301,1600,1680,1853,1680,1518
KMXK_0E00540,1230,1218,1410,1434,1253,1121
KMXK_0E00550,762,958,1114,1221,1073,980
KMXK_0E00560,3726,4591,5324,5845,5029,4023
KMXK_0E00570,686,823,947,1013,878,839
KMXK_0E00580,1494,1765,1693,1584,1492,1183
KMXK_0E00590,893,1032,1003,1104,1136,965
KMXK_0E00600,2952,3545,3720,4298,4194,3553
KMXK_0E00610,2216,2564,2635,2912,2613,2303
KMXK_0E00620,1234,1453,1385,1491,1494,1251
KMXK_0E00630,1604,1543,1646,1453,1222,888
KMXK_0E00640,1107,1197,1207,1296,1332,1027
KMXK_0E00650,369,514,463,558,495,496
KMXK_0E00660,717,956,1101,1126,1131,845
KMXK_0E00670,5179,5918,6029,6552,6309,5206
KMXK_0E00680,7803,8598,9552,9601,9215,7962
KMXK_0E00690,8705,10099,10189,12362,11353,10925
KMXK_0E00700,6104,6934,7337,8092,8200,7482
KMXK_0E00710,752,899,925,1139,934,802
KMXK_0E00720,540,616,767,890,862,812
KMXK_0E00730,873,940,1136,1106,1209,911
KMXK_0E00740,4631,5516,6059,8654,9609,9248
KMXK_0E00750,2430,3549,4591,6929,7644,8035
KMXK_0E00760,2650,3179,3386,3331,2971,2783
KMXK_0E00770,2549,3001,3258,3525,3512,3068
KMXK_0E00780,1737,1974,2251,2714,2396,2207
KMXK_0E00790,1611,1785,2153,2364,2160,1827
KMXK_0E00800,2035,1785,1589,1806,1408,1144
KMXK_0E00810,851,1036,1089,1218,1009,976
KMXK_0E00820,1460,1838,1966,2157,1837,1645
KMXK_0E00830,99,80,106,118,90,93
KMXK_0E00840,4227,4971,5169,5976,5024,4587
KMXK_0E00850,2169,3049,4043,5362,5309,4969
KMXK_0E00860,1942,2185,2655,2836,2929,2396
KMXK_0E00870,978,1015,1085,1277,1174,1025
KMXK_0E00880,12472,13611,14483,15660,14290,12807
KMXK_0E00890,10678,10129,11082,12108,11356,10100
KMXK_0E00900,4282,4662,4747,5206,5026,4263
KMXK_0E00910,3521,4511,5634,6048,5451,5173
KMXK_0E00920,1553,1917,2370,2626,2700,2468
KMXK_0E00930,1653,2022,2487,3249,3587,3454
KMXK_0E00940,962,1003,915,937,708,568
KMXK_0E00950,7108,7739,8111,8123,7199,6919
KMXK_0E00960,3887,3967,4709,6331,6201,5585
KMXK_0E00970,1445,1728,2103,2059,1836,1610
KMXK_0E00980,825,897,1041,1133,963,924
KMXK_0E00990,5618,6255,6872,7070,6671,5304
KMXK_0E01000,681,815,850,1072,1088,861
KMXK_0E01010,778,927,840,989,908,776
KMXK_0E01020,1093,1248,1272,1158,1128,1017
KMXK_0E01030,987,1144,1294,1288,1029,1019
KMXK_0E01040,1622,1701,1811,1968,1773,1615
KMXK_0E01050,741,807,886,1004,887,753
KMXK_0E01060,52,39,57,70,50,63
KMXK_0E01070,4173,4367,4805,5830,5545,5066
KMXK_0E01080,1455,1569,1471,1652,1295,1164
KMXK_0E01090,526,659,639,820,763,657
KMXK_0E01100,4629,3823,4484,6120,5710,5099
KMXK_0E01110,871,869,1200,1232,1034,901
KMXK_0E01120,1581,1746,2028,2112,1974,1844
KMXK_0E01130,3795,5117,5593,6166,5610,4834
KMXK_0E01140,427,517,445,522,449,407
KMXK_0E01150,1340,1490,1680,1797,1498,1320
KMXK_0E01160,2417,2722,3248,3538,3519,2887
KMXK_0E01170,2421,2580,2757,3015,2832,2441
KMXK_0E01180,6105,7168,7473,8331,7499,6839
KMXK_0E01190,1689,1805,2005,2042,1704,1435
KMXK_0E01200,1791,1546,1811,2076,1860,1792
KMXK_0E01210,5763,6302,6831,6750,6267,5574
KMXK_0E01220,4535,5469,5773,5976,5656,4805
KMXK_0E01230,801,1005,998,1469,1412,1295
KMXK_0E01240,732,854,1049,1048,1053,748
KMXK_0E01250,1938,2599,3333,3518,3106,2611
KMXK_0E01260,2973,3308,3731,4072,3738,3291
KMXK_0E01270,1788,1533,1242,1238,878,856
KMXK_0E01280,2665,2735,2763,3017,2771,2410
KMXK_0E01290,195,238,263,284,255,200
KMXK_0E01300,2437,2138,2417,2991,2662,2430
KMXK_0E01310,7257,7951,8934,10075,9251,7934
KMXK_0E01320,5552,5413,5254,5760,5570,5024
KMXK_0E01330,1794,1653,1998,2688,2634,2310
KMXK_0E01340,6211,6666,8176,8547,7769,6978
KMXK_0E01350,3489,4181,4689,5729,5017,4485
KMXK_0E01360,3505,3715,4171,4670,4462,3725
KMXK_0E01370,4856,4361,5420,6124,5543,5231
KMXK_0E01380,142,170,218,240,194,224
KMXK_0E01390,1502,1714,1872,2019,1789,1684
KMXK_0E01400,1275,1441,1389,1507,1274,1095
KMXK_0E01410,1877,2055,2021,2226,2036,1953
KMXK_0E01420,7172,7008,7288,9165,9073,7266
KMXK_0E01430,4858,5318,4943,5701,5720,4661
KMXK_0E01440,8299,9915,10817,12199,11169,9590
KMXK_0E01450,1518,1600,1818,1974,1969,1678
KMXK_0E01460,1718,2051,2337,2673,2626,2593
KMXK_0E01470,1239,1005,911,964,654,500
KMXK_0E01480,1484,1931,2174,2331,2162,1835
KMXK_0E01490,8363,9406,9156,9588,8503,7235
KMXK_0E01500,5810,5412,6500,7467,6669,6559
KMXK_0E01510,391,437,546,575,443,423
KMXK_0E01520,3073,3043,3385,3713,3584,3578
KMXK_0E01530,2617,2966,3157,3598,3325,3209
KMXK_0E01540,1650,2209,2415,3101,2979,2931
KMXK_0E01550,901,945,1200,1492,1496,1489
KMXK_0E01560,1272,1536,1561,1679,1648,1619
KMXK_0E01570,3893,4220,4655,4758,4484,4221
KMXK_0E01580,1516,1432,1645,1789,1582,1421
KMXK_0E01590,11254,12298,13657,14174,11661,9220
KMXK_0E01600,8052,8354,9668,10587,10397,9384
KMXK_0E01610,534,694,769,831,772,679
KMXK_0E01620,3833,4541,5202,5550,4991,4378
KMXK_0E01630,1520,1808,1746,1839,1569,1472
KMXK_0E01640,781,948,958,1164,893,927
KMXK_0E01650,184,179,231,195,178,163
KMXK_0E01660,29295,34015,42917,48790,49157,45189
KMXK_0E01670,4752,5248,5990,6610,6203,5437
KMXK_0E01680,1202,1233,1538,1648,1565,1259
KMXK_0E01690,98,137,119,233,162,170
KMXK_0E01700,777,943,1095,1253,1184,950
KMXK_0E01710,278,393,320,413,430,377
KMXK_0E01720,385,446,531,527,507,424
KMXK_0E01730,1694,1931,2156,2219,2042,1882
KMXK_0E01740,492,545,646,701,664,535
KMXK_0E01750,6,2,8,1,3,2
KMXK_0E01760,39348,50645,51075,57463,52391,44601
KMXK_0E01770,4100,4387,3965,4127,4142,3715
KMXK_0E01780,1323,1756,1889,2149,1892,1535
KMXK_0E01790,4201,5404,5269,6031,5385,4910
KMXK_0E01800,683,802,788,682,724,563
KMXK_0E01810,7014,7849,8334,9111,7923,7025
KMXK_0E01820,1068,1117,1211,1387,1194,1127
KMXK_0E01830,1138,1313,1362,1616,1578,1467
KMXK_0E01840,907,1178,1388,1844,1958,1873
KMXK_0E01850,6504,7099,7425,8502,8024,6755
KMXK_0E01860,1916,2081,2280,2385,2335,1866
KMXK_0E01870,1301,1504,1637,1607,1336,1227
KMXK_0E01880,4647,5110,6044,6977,6608,5668
KMXK_0E01890,9222,10500,11618,12535,11519,9721
KMXK_0E01900,1081,1056,1158,1260,1116,945
KMXK_0E01910,1603,1831,1729,2008,1964,1668
KMXK_0E01920,8436,10059,9801,10133,9669,8394
KMXK_0E01930,6878,7760,8411,9203,8540,7756
KMXK_0E01940,1535,1609,1915,2158,2272,1886
KMXK_0E01950,9004,11498,12633,13467,11981,11771
KMXK_0E01960,4925,4811,5866,6863,6376,5641
KMXK_0E01970,547,671,768,820,772,759
