Geneid,Std_1,Std_2,Std_3,Doc_1,Doc_2,Doc_3
KMXK_0A05290,1273,1314,1654,1935,1754,1540
KMXK_0A05300,1202,1294,1587,1862,1725,1578
KMXK_0A05310,4050,3836,4587,5707,5511,5234
KMXK_0A05320,1280,931,1189,1230,1114,941
KMXK_0A05330,5196,5195,5472,5051,4686,4173
KMXK_0A05340,1332,1389,1590,1518,1444,1235
KMXK_0A05350,1098,1158,1155,1190,1093,937
KMXK_0A05360,1550,1863,1839,1856,1782,1589
KMXK_0A05370,495,620,716,751,654,595
KMXK_0A05380,777,825,840,984,821,720
KMXK_0A05390,807,707,683,879,758,720
KMXK_0A05400,1254,1298,1350,1507,1377,1271
KMXK_0A05410,2064,2246,2151,2099,1896,1495
KMXK_0A05420,4329,4599,5032,6350,5934,4906
KMXK_0A05430,3624,3890,4563,4888,4575,3968
KMXK_0A05440,1064,951,1125,1282,1265,1174
KMXK_0A05450,463,398,533,613,490,444
KMXK_0A05460,5140,6674,7177,8058,7255,6231
KMXK_0A05470,688,781,828,873,679,658
KMXK_0A05480,1235,1343,1465,1452,1336,1132
KMXK_0A05490,2334,2620,2779,2725,2852,2511
KMXK_0A05500,1212,1440,1462,1639,1481,1331
KMXK_0A05510,1055,1150,1002,1005,922,791
KMXK_0A05520,962,1236,1466,1552,1418,1165
KMXK_0A05530,1380,1511,1437,1607,1672,1571
KMXK_0A05540,538,607,625,700,586,419
KMXK_0A05550,1036,1153,1133,1197,1121,906
KMXK_0A05560,2590,2794,2893,2931,2506,2358
KMXK_0A05570,1168,1226,1322,1587,1507,1265
KMXK_0A05580,1816,1964,1925,2306,2132,2004
KMXK_0A05590,698,761,728,862,660,636
KMXK_0A05600,1022,1313,1322,1529,1366,1184
KMXK_0A05610,2595,2349,1995,2241,1728,1658
KMXK_0A05620,2706,2944,3232,3275,3198,2889
KMXK_0A05630,1129,1274,1547,1720,1539,1364
KMXK_0A05640,256,248,329,334,369,353
KMXK_0A05650,1643,1858,2020,2308,1957,1671
KMXK_0A05660,2335,2537,3106,2808,2585,2117
KMXK_0A05670,21806,25488,26995,27526,26510,23094
KMXK_0A05680,779,985,1074,922,749,669
KMXK_0A05690,3508,4215,4462,4689,4186,3549
KMXK_0A05700,2732,2602,2647,2424,2048,1617
KMXK_0A05710,3492,3468,3396,3530,3194,2889
KMXK_0A05720,2769,3143,3487,3874,3338,2882
KMXK_0A05730,513,581,754,733,690,519
KMXK_0A05740,4119,5028,5751,6183,5719,4912
KMXK_0A05750,3508,3717,4422,4274,4012,3470
KMXK_0A05760,655,795,778,819,643,681
KMXK_0A05770,7102,7951,8613,9569,8874,7495
KMXK_0A05780,1381,1457,1271,1458,1081,902
KMXK_0A05790,729,771,803,851,759,642
KMXK_0A05800,981,1171,1221,1371,1264,1010
KMXK_0A05810,6510,7502,8366,8567,7483,5972
KMXK_0A05820,3512,3360,3578,3405,2838,2425
KMXK_0A05830,2058,2267,2259,2245,2009,1771
KMXK_0A05840,2972,3356,3785,3738,3316,3013
KMXK_0A05850,3649,4410,5024,5489,4853,4146
KMXK_0A05860,1127,1318,1457,1694,1502,1262
KMXK_0A05870,1015,1098,1082,1221,1124,974
KMXK_0A05880,6480,7078,6871,7441,7199,6237
KMXK_0A05890,1357,1514,1630,1859,1495,1384
KMXK_0A05900,2102,2443,2787,2762,2726,2360
KMXK_0A05910,2245,2316,2453,2398,2250,1817
KMXK_0A05920,15028,13968,15095,15774,13550,11972
KMXK_0A05930,4764,5894,6464,7273,7205,6131
KMXK_0A05940,827,1138,1140,1054,1034,947
KMXK_0A05950,904,1054,1057,1110,955,932
KMXK_0A05960,2641,3029,3597,3951,3487,3369
KMXK_0A05970,1266,1030,923,1054,738,643
KMXK_0A05980,2613,2709,2896,2925,2779,2449
KMXK_0A05990,7011,8562,9967,12187,11871,10343
KMXK_0A06000,1713,1907,1887,2380,2219,1934
KMXK_0A06010,1259,1431,1578,1547,1519,1327
KMXK_0A06020,1341,1578,1784,2053,1692,1593
KMXK_0A06030,639,495,446,632,461,415
KMXK_0A06040,603,785,800,976,888,665
KMXK_0A06050,10869,11728,12312,14910,14224,12196
KMXK_0A06060,902,1035,1177,1300,1351,1106
KMXK_0A06070,342,344,408,497,431,399
KMXK_0A06080,4182,4613,5136,5305,4806,4181
KMXK_0A06090,977,1251,1102,1301,1180,1153
KMXK_0A06100,1331,1443,1737,1942,1784,1708
KMXK_0A06110,2899,3238,3344,3624,3344,3092
KMXK_0A06120,473,631,583,584,500,364
KMXK_0A06130,4123,3820,4228,5258,5295,4911
KMXK_0A06140,23149,22176,24184,30667,30445,28629
KMXK_0A06150,2895,3695,3932,4719,4806,4003
KMXK_0A06160,2567,3158,2998,3337,3325,3072
KMXK_0A06170,587,514,559,590,690,671
KMXK_0A06180,1056,1281,1314,1442,1328,1167
KMXK_0A06190,3464,3834,3865,4455,4428,3676
KMXK_0A06200,11,18,28,4,12,11
KMXK_0A06210,1096,1454,1732,3645,4351,5062
KMXK_0A06220,4733,6166,6997,8530,7800,6894
KMXK_0A06230,874,960,1003,1023,918,906
KMXK_0A06240,4882,4529,4700,5378,5018,4970
KMXK_0A06250,26339,27351,32121,33952,33023,30870
KMXK_0A06260,3541,3666,3494,3435,3089,2808
KMXK_0A06270,2367,2168,2534,2733,2526,2332
KMXK_0A06280,794,947,1043,1169,968,867
KMXK_0A06290,6300,7887,8743,8960,8670,7248
KMXK_0A06300,1409,1508,1616,1762,1651,1366
KMXK_0A06310,4728,5005,5229,5785,5013,4631
KMXK_0A06320,615,673,786,888,775,671
KMXK_0A06330,3341,4128,4345,4907,4615,3641
KMXK_0A06340,1462,1502,1481,1535,1422,1190
KMXK_0A06350,266,313,348,460,436,298
KMXK_0A06360,2858,3009,3300,3269,2876,2805
KMXK_0A06370,726,857,889,839,825,694
KMXK_0A06380,3919,5031,5852,6028,5529,4926
KMXK_0A06390,8727,11838,10830,12644,9356,9122
KMXK_0A06400,1517,1466,1415,1678,1314,1216
KMXK_0A06410,1922,1490,1964,2555,2339,2096
KMXK_0A06420,2888,2786,2799,3726,3621,3090
KMXK_0A06430,1103,1322,1343,1391,1267,1181
KMXK_0A06440,625,690,870,802,799,766
KMXK_0A06450,1147,1210,1345,1478,1427,1215
KMXK_0A06460,670,826,905,1116,986,961
KMXK_0A06470,2239,2252,2550,2928,2670,2389
KMXK_0A06480,3489,3977,3759,3929,3989,3619
KMXK_0A06490,1573,1355,1123,1168,827,668
KMXK_0A06500,436,586,671,838,785,624
KMXK_0A06510,674,749,802,796,796,721
KMXK_0A06520,1970,2096,2518,2776,2322,2185
KMXK_0A06530,1055,1229,1351,1240,1089,800
KMXK_0A06540,2168,2291,2409,2556,2458,2036
KMXK_0A06550,323,328,383,417,393,477
KMXK_0A06560,1512,1671,1959,1930,1722,1423
KMXK_0A06570,2474,2155,2436,2510,2170,1888
KMXK_0A06580,4844,4452,5036,6158,4989,4433
KMXK_0A06590,915,1064,1291,1382,1341,1079
KMXK_0A06600,2902,3563,4448,4780,4415,4018
KMXK_0A06610,461,577,671,661,647,555
KMXK_0A06620,255,323,324,333,364,286
KMXK_0A06630,668,759,845,1150,1004,841
KMXK_0A06640,2632,2722,2739,2881,2713,2206
KMXK_0A06650,4988,4493,4602,5031,4381,4035
KMXK_0A06660,6247,6939,7637,7389,6487,5454
KMXK_0A06670,1544,1718,1781,2277,2138,1772
KMXK_0A06680,1399,1376,1608,1778,1636,1466
KMXK_0A06690,1764,1912,2037,1959,2131,1722
KMXK_0A06700,6999,7998,8848,9937,9666,8880
KMXK_0A06710,3969,4667,5691,6449,5982,5261
KMXK_0A06720,10849,9332,9652,9855,8958,7649
KMXK_0A06730,3817,3996,4147,4679,4278,3875
KMXK_0A06740,6390,7195,8403,10839,9952,9093
KMXK_0A06750,27126,25649,28524,36085,35791,35582
KMXK_0A06760,10081,10000,10068,9605,8322,6094
KMXK_0A06770,3566,3401,4082,5215,5084,4577
KMXK_0A06780,5044,4675,4988,6012,5939,5311
KMXK_0A06790,2963,2889,3357,4314,3938,3685
KMXK_0A06800,1764,1890,2378,2432,2509,2157
KMXK_0A06810,856,1038,1297,1384,1265,1168
KMXK_0A06820,4935,5650,6775,7931,7463,7145
KMXK_0A06830,1374,1512,1657,1878,1837,1715
KMXK_0A06840,1296,1475,1598,1572,1542,1322
KMXK_0A06850,184,215,176,213,239,201
KMXK_0A06860,2861,3099,3354,3265,2902,2280
KMXK_0A06870,2478,2777,2822,3031,2642,2230
KMXK_0A06880,1061,1261,1323,1636,1387,1140
KMXK_0A06890,1517,1814,2090,2124,2179,1776
KMXK_0A06900,745,924,952,955,980,767
KMXK_0A06910,2009,2263,2374,2505,2233,2033
KMXK_0A06920,2156,2350,2717,3124,2667,2418
KMXK_0A06930,1238,1353,1823,1875,1746,1521
KMXK_0A06940,904,971,1000,907,815,684
KMXK_0A06950,5226,5429,5629,5782,5512,4837
KMXK_0A06960,2760,3392,3354,3629,3328,2806
KMXK_0A06970,803,979,935,963,883,593
KMXK_0A06980,949,1225,1474,1743,1497,1301
KMXK_0A06990,3134,3537,3744,3612,3450,2904
KMXK_0A07000,3858,3795,4078,4391,4100,3291
KMXK_0A07010,18,8,14,8,12,13
KMXK_0A07020,6794,6406,6757,7620,6918,6362
KMXK_0A07030,2541,3074,3072,3795,3750,3500
KMXK_0A07040,1137,1587,1651,1865,1620,1339
KMXK_0A07050,1690,2070,2169,2238,2039,1799
KMXK_0A07060,1830,2066,2443,2762,2557,2274
KMXK_0A07070,1803,1844,2077,2366,2361,2043
KMXK_0A07080,1218,1488,1523,1695,1482,1404
KMXK_0A07090,384,482,439,468,335,299
KMXK_0A07100,1874,2534,2496,4086,5387,6082
KMXK_0A07110,2482,2993,3091,3696,3572,3052
KMXK_0A07120,1293,1481,1816,1719,1683,1367
KMXK_0A07130,6140,6649,7208,8016,7898,6869
KMXK_0A07140,8383,10176,11104,11925,10028,9117
KMXK_0A07150,2044,1912,1966,2081,1916,1663
KMXK_0A07160,2018,2323,2357,2553,2374,2060
KMXK_0A07170,4710,5519,5981,6580,6005,5150
KMXK_0A07180,4824,5012,5357,5844,5370,4663
KMXK_0A07190,658,760,687,742,596,512
KMXK_0A07200,2486,2509,2510,2544,2056,1660
KMXK_0A07210,942,1077,1164,1294,1084,997
KMXK_0A07220,1674,1999,1983,2338,2221,1977
KMXK_0A07230,2042,2142,2365,3459,3312,3347
KMXK_0A07240,7329,8280,8428,9316,9290,7468
KMXK_0A07250,1505,1674,1956,2104,1980,1803
KMXK_0A07260,673,915,955,1060,957,836
KMXK_0A07270,5180,6512,7495,8427,7366,6555
KMXK_0A07280,3763,4642,5196,5416,5544,4554
KMXK_0A07290,2283,3033,3221,3752,3370,2880
KMXK_0A07300,1242,1449,1494,1542,1379,1153
KMXK_0A07310,3228,3443,3976,4240,4285,3585
KMXK_0A07320,2264,2496,2509,2883,2527,2320
KMXK_0A07330,1158,1546,1812,1692,1372,1423
KMXK_0A07340,285,352,460,487,321,298
KMXK_0A07350,1177,1327,1345,1452,1182,919
KMXK_0A07360,1686,1965,2200,2615,2521,2055
KMXK_0A07370,1439,1812,2004,1988,1939,1585
KMXK_0A07380,1520,1870,2043,2377,2062,1975
KMXK_0A07390,614,739,866,919,722,672
KMXK_0A07400,618,697,722,717,716,549
KMXK_0A07410,1723,2145,2422,3046,2846,2532
KMXK_0A07420,1347,1717,2052,2086,2061,1778
KMXK_0A07430,1601,1738,1708,2058,1959,1674
KMXK_0A07440,1479,1789,2335,2576,2452,1984
KMXK_0A07450,3810,4838,5550,6628,6716,6158
KMXK_0A07460,3258,3605,3678,3910,3644,3231
KMXK_0A07470,5194,5924,6675,8343,6937,6030
KMXK_0A07480,2289,2215,2386,3491,2692,2206
KMXK_0A07490,2487,2768,2890,2952,2909,2528
KMXK_0A07500,3338,3461,4190,4755,4291,3708
KMXK_0A07510,1294,1427,1749,1821,1775,1398
KMXK_0A07520,1543,2016,1933,1897,1807,1487
KMXK_0A07530,1384,1503,1727,1660,1573,1283
KMXK_0A07540,795,925,928,1014,1029,781
KMXK_0A07550,2176,1943,2198,2655,2269,1987
KMXK_0A07560,3953,4546,5156,5433,4749,4345
KMXK_0A07570,997,1431,1621,2050,1765,1657
KMXK_0A07580,1395,1671,2186,2394,2142,1858
KMXK_0A07590,1481,1826,2195,2523,2293,1912
KMXK_0A07600,498,580,609,653,600,544
KMXK_0A07610,1973,2014,2291,2888,2471,2171
KMXK_0A07620,2478,2850,3354,4175,3985,3643
KMXK_0A07630,8239,10558,12872,19925,23408,23309
KMXK_0A07640,4177,4604,4937,5816,5569,5157
KMXK_0A07650,3792,4038,4003,3415,3449,2788
KMXK_0A07660,57,92,77,73,95,74
KMXK_0A07670,1061,1183,1288,1403,1221,965
KMXK_0A07680,626,763,863,861,806,634
KMXK_0A07690,21442,24670,23637,24343,23174,20476
KMXK_0A07700,2753,3534,3601,3963,3554,2963
KMXK_0A07710,2500,2800,3103,3499,3169,2613
KMXK_0A07720,1087,1095,1095,1432,1305,1168
KMXK_0A07730,23662,28753,31938,41857,41977,38050
KMXK_0A07740,674,513,623,737,646,602
KMXK_0A07750,6477,7413,7952,10761,10312,9941
KMXK_0A07760,3062,3320,3820,4448,3945,3487
KMXK_0A07770,3881,3672,4405,5187,4343,4068
KMXK_0A07780,2145,2134,2477,2492,2302,2132
KMXK_0A07790,5895,6678,6553,6378,5562,4254
KMXK_0A07800,5275,6633,7016,7520,6763,6005
KMXK_0A07810,4937,5711,6433,7426,6769,5564
KMXK_0A07820,596,636,680,758,682,599
KMXK_0A07830,1666,1661,1715,1757,1633,1516
KMXK_0A07840,921,995,1113,1221,1276,1077
KMXK_0A07850,2871,2974,3365,3846,3965,3456
KMXK_0A07860,1435,1737,1715,1843,1838,1454
KMXK_0A07870,7265,7500,9309,10782,10402,9841
KMXK_0A07880,2168,2407,2109,2637,2427,2543
KMXK_0A07890,1804,2132,2268,2490,1981,1595
KMXK_0A07900,2177,2135,2170,2420,2243,2096
KMXK_0A07910,1123,1289,1446,1545,1464,1302
KMXK_0A07920,1126,1293,1399,1347,1134,1053
KMXK_0A07930,6785,7303,8088,9269,8936,8283
KMXK_0A07940,10209,14333,18810,18856,16943,14631
KMXK_0A07950,1204,1088,1225,1516,1541,1389
KMXK_0A07960,866,820,937,898,711,502
KMXK_0A07970,1902,2175,2283,2397,2204,1987
KMXK_0A07980,3732,3216,3240,3781,3163,2731
KMXK_0A07990,766,1025,1078,1248,1208,1078
KMXK_0A08000,1413,1629,2165,2419,2333,2190
KMXK_0A08010,14665,18327,21521,27568,28718,28972
KMXK_0A08020,2120,1822,2109,2940,2861,2729
KMXK_0A08030,12918,14557,16519,17781,15401,14107
KMXK_0A08040,3276,3750,3973,4501,4205,3368
KMXK_0A08050,1960,2234,2871,3095,2808,2348
KMXK_0A08060,2042,2687,2542,2819,2397,2244
KMXK_0A08070,1074,1113,1244,1300,1234,994
KMXK_0A08080,43,31,20,44,37,20
KMXK_0A08090,468,612,693,701,682,701
KMXK_0A08100,3560,4794,6267,7018,6513,5816
KMXK_0A08110,1441,1427,1559,1641,1435,1299
KMXK_0A08120,349,374,355,430,340,269
KMXK_0A08130,1921,2190,2439,2397,2121,1851
KMXK_0A08140,6274,6970,7083,7905,7744,6925
KMXK_0A08150,12947,14855,15836,17755,15464,12869
KMXK_0A08160,1370,1664,1608,1784,1597,1365
KMXK_0A08170,1741,1905,2044,2155,1936,1690
KMXK_0A08180,2836,2600,2431,2445,2019,1519
KMXK_0A08190,2864,3052,3678,3802,3294,2923
KMXK_0A08200,51,97,100,99,85,62
KMXK_0A08210,4,8,11,14,13,4
KMXK_0A08220,2216,2766,2929,3152,2961,2244
KMXK_0A08230,728,929,875,918,910,848
KMXK_0A08240,3275,3654,4161,4496,4083,3679
KMXK_0A08250,8311,8447,8476,8580,8159,7176
KMXK_0A08260,850,922,913,1260,921,777
KMXK_0A08270,2522,2283,2292,2370,1919,1836
KMXK_0A08280,1265,1388,1539,1709,1476,1406
KMXK_0A08290,894,839,793,885,802,647
KMXK_0A08300,222,271,274,358,310,289
KMXK_0A08310,979,1122,1066,1135,1244,926
KMXK_0A08320,1860,2296,2267,2192,2069,2056
KMXK_0A08330,942,973,1006,996,872,870
KMXK_0A08340,634,796,663,876,907,808
KMXK_0A08350,2479,3406,4291,2535,2842,2803
KMXK_0A08360,1448,1891,2593,1586,1735,1683
KMXK_0A08370,588,681,842,536,512,418
KMXK_0A08380,723,827,1062,1190,1216,1089
KMXK_0A08390,44,34,71,32,18,49
KMXK_0A08400,0,3,0,2,0,0
KMXK_0B00110,923,1068,1260,1277,1236,1074
KMXK_0B00120,168,262,279,278,261,204
KMXK_0B00130,1076,1031,1398,1736,1641,1462
KMXK_0B00140,160,166,244,263,248,239
KMXK_0B00150,332,443,496,507,469,393
KMXK_0B00160,262,341,371,493,473,425
KMXK_0B00170,116,116,186,194,173,166
KMXK_0B00180,1290,1352,1585,1360,1227,1128
KMXK_0B00190,935,1124,1381,1358,1213,1110
KMXK_0B00200,448,561,583,639,562,491
KMXK_0B00210,287,264,243,327,356,359
KMXK_0B00220,74,55,89,132,141,174
KMXK_0B00230,1018,983,1182,1521,1529,1420
KMXK_0B00240,1625,2016,2315,2683,2216,2084
KMXK_0B00250,1054,1199,1500,1644,1638,1440
KMXK_0B00260,3211,3652,4714,4911,4883,4354
KMXK_0B00270,1176,1233,1482,1627,1456,1327
KMXK_0B00280,1368,1527,1635,1816,1709,1494
KMXK_0B00290,853,811,784,1119,843,714
KMXK_0B00300,892,1032,1057,1172,1048,801
KMXK_0B00310,2328,2732,2916,3108,2986,2694
KMXK_0B00320,801,1061,1133,1232,1209,1011
KMXK_0B00330,10243,11721,14253,17474,17075,15704
KMXK_0B00340,995,1042,1100,1286,1259,1148
KMXK_0B00350,7,3,0,6,3,6
KMXK_0B00360,2196,1887,2334,3113,2768,2727
KMXK_0B00370,969,1234,1401,1690,1333,1133
KMXK_0B00380,5171,5952,5869,6441,5892,5329
KMXK_0B00390,21205,23923,27582,23701,21257,20851
KMXK_0B00400,2209,2464,2918,2586,2563,2296
KMXK_0B00410,2120,2515,2657,2810,2646,2216
KMXK_0B00420,925,1052,1159,1256,1252,1078
KMXK_0B00430,2050,2254,2272,2506,2334,2039
KMXK_0B00440,447,511,690,607,542,456
KMXK_0B00450,5776,6898,8728,13898,11521,10559
KMXK_0B00460,13638,15022,16591,16221,14541,13645
KMXK_0B00470,751,757,952,1031,813,782
KMXK_0B00480,785,1033,1240,1303,1237,963
KMXK_0B00490,1325,1426,1708,1765,1618,1328
KMXK_0B00500,282,290,328,336,331,297
KMXK_0B00510,8070,9178,9975,10851,10192,9429
KMXK_0B00520,2209,2628,2854,3745,3439,3015
KMXK_0B00530,14898,13717,15977,20557,19660,18892
KMXK_0B00540,1584,1762,1955,2073,1920,1716
KMXK_0B00550,620,671,693,669,631,546
KMXK_0B00560,1223,1165,1186,1356,1132,978
KMXK_0B00570,7545,8051,9773,10183,9302,8584
KMXK_0B00580,573,548,516,556,479,381
KMXK_0B00590,2422,2660,3023,2803,2552,2319
KMXK_0B00600,2821,2892,3133,4007,3854,3463
KMXK_0B00610,469,594,638,758,577,573
KMXK_0B00620,1104,982,757,936,698,667
KMXK_0B00630,1909,2256,2027,1916,1607,1301
KMXK_0B00640,1441,1384,1558,1622,1378,1025
KMXK_0B00650,7373,9152,10138,11477,9489,8573
KMXK_0B00660,15678,18958,19921,23146,19624,17530
KMXK_0B00670,63,51,62,48,55,66
KMXK_0B00680,4566,5318,5569,5688,4990,4667
KMXK_0B00690,1403,1426,1601,1730,1608,1257
KMXK_0B00700,2,16,17,18,15,25
KMXK_0B00710,201,170,238,258,191,265
KMXK_0B00720,3822,3558,4124,4992,4688,4111
KMXK_0B00730,748,713,929,940,827,671
KMXK_0B00740,2061,2298,2395,2567,2433,2073
KMXK_0B00750,1876,1753,2113,2608,2524,2268
KMXK_0B00760,7558,7426,8706,11116,10675,9497
KMXK_0B00770,2,0,1,0,3,0
KMXK_0B00780,943,751,824,947,820,734
KMXK_0B00790,515,414,559,625,626,537
KMXK_0B00800,1706,1593,1850,2145,1824,1697
KMXK_0B00810,2613,2691,3015,3560,3064,3328
KMXK_0B00820,919,750,818,990,777,798
KMXK_0B00830,198,174,203,237,263,227
KMXK_0B00840,2044,2172,2731,2841,2702,2495
KMXK_0B00850,194,205,315,419,315,364
KMXK_0B00860,9663,9240,10808,16312,14548,14928
KMXK_0B00870,6555,7351,7854,8833,7825,7327
KMXK_0B00880,378,511,528,588,510,434
KMXK_0B00890,1467,1112,1586,1912,1640,1606
KMXK_0B00900,1946,1883,2306,2739,2761,2424
KMXK_0B00910,1279,1547,1783,1964,1612,1433
KMXK_0B00920,805,975,1030,902,856,661
KMXK_0B00930,1942,2108,2420,2580,2446,1803
KMXK_0B00940,1430,1536,1514,1741,1581,1318
KMXK_0B00950,1517,1580,1994,2278,2140,1837
KMXK_0B00960,12076,12515,13828,14217,13778,12665
KMXK_0B00970,1154,1354,1696,1942,1702,1547
KMXK_0B00980,4788,4793,4844,5747,5200,4895
KMXK_0B00990,5966,6307,7547,7313,6755,5941
KMXK_0B01000,2255,2815,2669,2810,2890,2323
KMXK_0B01010,810,1001,1186,1229,1245,1008
KMXK_0B01020,1005,1014,1133,1370,1104,957
KMXK_0B01030,21227,23597,23494,25034,23458,21395
KMXK_0B01040,3524,3481,3653,3634,3217,2710
KMXK_0B01050,1965,2274,2743,3082,2815,2653
KMXK_0B01060,78,39,49,93,89,84
KMXK_0B01070,3151,3624,3571,3834,3642,3200
KMXK_0B01080,6035,6016,6628,7990,7532,6491
KMXK_0B01090,2936,3018,3312,3520,3277,2926
KMXK_0B01100,6879,5207,6835,9441,8625,8377
KMXK_0B01110,72617,91382,89992,121267,115214,102277
KMXK_0B01120,809,1123,1019,1197,1028,877
KMXK_0B01130,6582,7352,7881,9221,8716,8111
KMXK_0B01140,3383,3861,4137,3786,3235,2550
KMXK_0B01150,0,0,0,0,0,0
KMXK_0B01160,0,0,0,0,0,0
KMXK_0B01170,23,22,16,42,33,16
KMXK_0B01180,4275,4773,5711,6881,6768,6487
KMXK_0B01190,524,589,562,742,574,608
KMXK_0B01200,4982,5659,6147,6624,6009,5350
KMXK_0B01210,5924,6720,7794,9077,8497,7440
KMXK_0B01220,6715,7395,7986,8160,7648,6792
KMXK_0B01230,702,805,854,1143,966,862
KMXK_0B01240,6387,6962,7661,7193,6552,6038
KMXK_0B01250,1234,1511,1541,1596,1384,1245
KMXK_0B01260,4031,4315,4760,5016,4540,4094
KMXK_0B01270,895,1076,1028,1053,1031,837
KMXK_0B01280,4522,5020,5444,5602,5506,5203
KMXK_0B01290,2257,2323,2830,2953,2842,2773
KMXK_0B01300,1503,1549,1679,1681,1503,1354
KMXK_0B01310,132,177,229,215,225,174
KMXK_0B01320,63,107,82,104,77,98
KMXK_0B01330,1756,1945,2139,2350,2137,1794
KMXK_0B01340,2148,2317,2279,2409,2422,1962
KMXK_0B01350,3872,3532,4003,4602,4125,3807
KMXK_0B01360,1866,1554,1993,4217,4389,5066
KMXK_0B01370,5552,4803,4531,4779,4232,3795
KMXK_0B01380,2123,1770,1809,1711,1385,1228
KMXK_0B01390,1427,1222,1073,1236,974,946
KMXK_0B01400,4320,3696,4319,4774,4061,3561
KMXK_0B01410,3432,3751,4692,4276,3644,4030
KMXK_0B01420,1519,1747,2245,2549,2144,2186
KMXK_0B01430,26210,26946,31566,37528,34466,32306
KMXK_0B01440,86,82,104,118,101,78
KMXK_0B01450,199,156,197,196,221,219
KMXK_0B01460,944,1098,1284,1452,1259,1293
KMXK_0B01470,651,874,960,980,866,787
KMXK_0B01480,2581,2745,2971,2601,2590,2508
KMXK_0B01490,4897,5251,6198,6251,5729,5121
KMXK_0B01500,4047,4096,4491,4350,4271,3731
KMXK_0B01510,1654,1606,1681,1864,1594,1429
KMXK_0B01520,1044,1029,922,1161,870,740
KMXK_0B01530,751,719,522,480,393,314
KMXK_0B01540,417,530,526,621,594,495
KMXK_0B01550,2501,2426,2576,2910,2621,2396
KMXK_0B01560,4421,4858,5524,6365,5434,5166
KMXK_0B01570,2942,2873,3444,3694,3588,3039
KMXK_0B01580,418,535,565,505,498,360
KMXK_0B01590,455,569,553,599,492,424
KMXK_0B01600,1298,1220,1189,1383,982,722
KMXK_0B01610,2629,2769,3228,3505,3273,2984
KMXK_0B01620,1922,1562,1818,2245,2065,1918
KMXK_0B01630,23135,21387,23752,25260,23771,21597
KMXK_0B01640,4193,4600,4296,3362,2810,2028
KMXK_0B01650,233,304,329,350,344,329
KMXK_0B01660,562,683,749,765,638,572
KMXK_0B01670,5956,5467,6642,8199,7978,7396
KMXK_0B01680,23244,24212,27889,29888,27587,25682
KMXK_0B01690,9232,9020,10774,13832,12823,12584
KMXK_0B01700,3929,4359,4746,5123,4671,4228
KMXK_0B01710,11837,11778,13558,17088,15929,14980
KMXK_0B01720,2470,2232,2236,2188,1943,1800
KMXK_0B01730,227,257,331,339,309,297
KMXK_0B01740,7272,8355,9078,9587,8489,7496
KMXK_0B01750,1010,1075,1312,1403,1354,1112
KMXK_0B01760,2051,2204,2391,2253,1986,1793
KMXK_0B01770,267,290,286,374,324,260
KMXK_0B01780,6800,6394,7058,8115,8153,7451
KMXK_0B01790,9742,11172,11866,13259,12290,11330
KMXK_0B01800,5423,5157,6221,7791,7386,7091
KMXK_0B01810,8973,10564,11444,12943,11813,10554
KMXK_0B01820,7632,8750,9673,11618,9379,9270
KMXK_0B01830,1109,1262,1425,1538,1452,1318
KMXK_0B01840,1872,2027,2201,2782,2430,2228
KMXK_0B01850,14247,15416,16364,18166,16454,14325
KMXK_0B01860,1594,1348,1278,1320,1009,875
KMXK_0B01870,86,98,137,152,129,107
KMXK_0B01880,940,1016,1218,1330,1104,985
KMXK_0B01890,252,376,452,424,346,330
KMXK_0B01900,640,708,797,944,822,726
KMXK_0B01910,385,434,356,378,311,318
KMXK_0B01920,839,978,1069,1141,1097,932
KMXK_0B01930,1170,1413,1784,1775,1566,1369
KMXK_0B01940,6539,7859,9665,11288,9664,8395
KMXK_0B01950,1871,2172,2512,2717,2621,2276
KMXK_0B01960,3009,3146,3445,3708,3747,3402
KMXK_0B01970,2505,2521,2869,3663,3742,3251
KMXK_0B01980,210,187,208,185,187,193
KMXK_0B01990,289,250,320,422,300,285
KMXK_0B02000,37,44,32,63,46,50
KMXK_0B02010,1309,1326,1615,1700,1481,1436
KMXK_0B02020,618,635,817,878,836,724
KMXK_0B02030,1070,977,1078,1248,1216,1193
KMXK_0B02040,2317,2536,2709,2981,2608,2475
KMXK_0B02050,2375,2829,2951,3272,2999,2533
KMXK_0B02060,1403,1298,1104,1163,813,652
KMXK_0B02070,1533,1852,2078,2068,1837,1682
KMXK_0B02080,1205,1245,1556,1772,1699,1581
KMXK_0B02090,4109,5014,6418,7098,6176,5946
KMXK_0B02100,793,868,978,977,889,800
KMXK_0B02110,1746,1538,1519,1829,1610,1422
KMXK_0B02120,509,525,610,598,491,480
KMXK_0B02130,1084,776,980,986,888,673
KMXK_0B02140,2049,2283,2655,2977,2617,2216
KMXK_0B02150,2223,2572,2935,2869,2710,2431
KMXK_0B02160,26,13,17,30,24,25
KMXK_0B02170,2114,2087,1871,1777,1429,1115
KMXK_0B02180,932,912,993,1217,1055,912
KMXK_0B02190,865,946,992,1179,1170,935
KMXK_0B02200,1057,1253,1291,1357,1217,1099
KMXK_0B02210,1690,1861,2128,2624,2309,2004
KMXK_0B02220,1633,1809,1755,1698,1422,1250
KMXK_0B02230,587,698,616,660,663,592
KMXK_0B02240,885,1072,1026,1071,928,835
KMXK_0B02250,1889,2050,2092,1449,1253,939
