NCBI_CBS6556	Uniprot_DMKU3_1042	Gene_name_DMKU3_1042	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	osmotic_stress_A	osmotic_stress_B	osmotic_stress_C	standard_A	standard_B	standard_C
KMXK_0B01850	W0T5D1	KLMA_20172	32	28	26	54	52	49	62	64	60	53	52	41
KMXK_0C03060	W0T7K6	KLMA_30312	131	108	103	135	148	127	151	152	143	165	173	184
KMXK_0B00390	W0T505	KLMA_20027	1	4	3	6	9	2	17	18	14	5	5	6
KMXK_0A04610			16	8	7	30	34	24	24	27	22	31	36	25
KMXK_0H02310	W0TG76	KLMA_70230	4	3	4	0	6	0	17	14	10	0	11	17
KMXK_0F03260	W0THE8	KLMA_60248	13	13	5	16	24	18	24	30	26	34	34	26
KMXK_0B01430	W0T598	KLMA_20132	12	17	14	30	27	33	12	6	14	24	40	9
KMXK_0D01560	W0TBF9	KLMA_40132	9	2	2	0	0	0	0	0	0	0	0	0
KMXK_0C06890	W0TD03	KLMA_30684	0	3	3	4	0	7	0	0	0	7	5	12
KMXK_0C02640	W0TBT2	KLMA_30264	79	82	76	101	108	91	130	117	114	134	131	100
KMXK_0A05810	W0T527	KLMA_10279	52	39	49	69	75	50	73	88	82	88	81	70
KMXK_0E03160	W0TC29	KLMA_50311	8	5	6	21	20	22	18	21	19	28	21	20
KMXK_0A02520	W0T7Y5	KLMA_10587	0	0	0	6	12	4	2	0	2	4	7	0
KMXK_0F01840	W0TE87	KLMA_60389	1	2	0	1	4	3	12	14	7	4	3	4
KMXK_0E03080	W0TBE6	KLMA_50303	4	0	0	1	1	2	13	10	7	4	7	6
KMXK_0C06610	W0T8K8	KLMA_30662	0	0	0	3	0	4	0	0	0	6	9	0
KMXK_0B02930	W0T7E5	KLMA_20278	19	14	17	32	34	35	41	41	36	43	38	28
KMXK_0F03070	W0THG5	KLMA_60268	30	20	19	45	45	57	53	29	50	39	51	39
KMXK_0D04130	W0TAI6	KLMA_40391	3	1	2	13	8	12	15	13	8	10	14	16
KMXK_0C01110	W0T7M0	KLMA_30105	17	27	24	25	38	26	42	43	43	42	49	49
KMXK_0C06020	W0T8F1	KLMA_30602	58	65	80	97	103	91	93	95	90	73	128	130
KMXK_0B07870	W0T6I3	KLMA_20774	8	10	9	16	7	12	7	5	6	19	20	26
KMXK_0B04790	W0T804	KLMA_20468	9	6	4	22	17	23	22	22	21	24	15	15
KMXK_0E05440	W0TEF8	KLMA_50547	1	0	0	2	0	0	4	7	6	6	8	4
KMXK_0F00670	W0TFF0	KLMA_60497	16	11	13	27	34	35	21	26	18	38	29	29
KMXK_0C00500	W0T6V5	KLMA_30047	1	3	2	0	0	0	2	10	9	7	4	2
KMXK_0E05880	W0TEK8	KLMA_50592	85	91	87	113	120	117	125	116	106	149	139	119
KMXK_0H02650	W0TGB1	KLMA_70265	17	14	8	21	25	31	31	37	27	35	27	35
KMXK_0G02290	W0TFW7	KLMA_80221	0	0	0	0	0	6	2	3	1	8	8	5
KMXK_0D00970	W0T9L0	KLMA_40081	33	34	28	54	45	60	52	50	47	64	66	56
KMXK_0E01590	W0TCR6	KLMA_50154	19	6	6	19	23	30	23	18	15	30	27	32
KMXK_0E01340	W0TBH2	KLMA_50126	4	5	5	9	14	4	19	22	13	21	14	13
KMXK_0E06170	W0TCX5	KLMA_50621	0	0	1	9	11	4	5	2	10	7	9	8
KMXK_0H01900	W0TEH0	KLMA_70189	0	2	0	5	8	8	0	0	1	3	7	0
KMXK_0F01240	W0TEE2	KLMA_60439	4	4	6	0	0	0	0	0	0	3	3	0
KMXK_0A03690	W0T3V9	KLMA_10468	62	56	71	96	90	85	101	108	95	94	97	91
KMXK_0B07840	W0TAV4	KLMA_20771	13	8	9	28	28	15	12	6	7	20	23	11
KMXK_0F04890	W0TE99	KLMA_60087	34	44	46	45	51	66	69	64	63	84	77	59
KMXK_0B01110	W0T6W1	KLMA_20098	4	16	6	10	16	11	24	19	33	13	23	22
KMXK_0D01520	W0T939	KLMA_40128	5	3	3	0	0	0	0	0	0	0	0	0
KMXK_0A00610	W0T6I7	KLMA_10779	0	1	1	3	3	0	10	11	6	5	3	2
KMXK_0F01350	W0TF72	KLMA_60427	15	7	8	21	24	24	21	10	18	34	26	24
KMXK_0E03550	W0TFX2	KLMA_50350	0	0	0	4	5	6	5	6	6	9	4	6
KMXK_0C04880	W0TAG0	KLMA_30491	15	14	19	36	24	35	19	16	17	36	30	31
KMXK_0F00810	W0TDP7	KLMA_60481	6	4	2	15	6	15	2	0	3	4	8	3
KMXK_0B04090	W0T737	KLMA_20395	1	1	0	0	0	0	7	4	6	4	4	1
KMXK_0E02870	W0TBC7	KLMA_50283	6	3	7	12	11	22	28	16	12	20	18	18
KMXK_0C05770	W0T8D0	KLMA_30577	2	8	5	10	15	5	22	17	20	4	13	13
KMXK_0B07940	W0TAW4	KLMA_20781	46	48	44	69	80	79	78	79	70	28	91	91
KMXK_0C00660	W0T6W9	KLMA_30062	0	0	0	2	4	4	6	5	4	9	6	5
KMXK_0E00450	W0TCD4	KLMA_50039	3	7	7	3	9	3	19	16	13	22	8	12
KMXK_0C07040	W0T8P1	KLMA_30697	7	9	9	14	18	26	29	26	16	30	26	15
KMXK_0D03880	W0TBK2	KLMA_40364	1	3	2	0	0	0	0	0	0	13	0	0
KMXK_0A07730	W0T4F1	KLMA_10079	17	17	18	29	33	32	26	27	26	46	38	36
KMXK_0B03690	W0T5D8	KLMA_20354	12	10	11	16	18	17	23	15	18	38	23	29
KMXK_0C04640	W0TAB9	KLMA_30466	0	2	0	7	9	6	10	9	6	8	6	10
KMXK_0B08130	W0T873	KLMA_20800	15	17	16	24	33	31	39	36	33	38	34	30
KMXK_0A02100	W0T619	KLMA_10629	0	0	0	5	3	2	0	0	0	0	0	0
KMXK_0E02090	W0TB66	KLMA_50203	0	0	0	0	0	0	4	4	2	0	0	0
KMXK_0C06330	W0TCV6	KLMA_30634	62	54	40	90	70	93	79	67	81	64	99	78
KMXK_0B04100	W0T9U3	KLMA_20396	0	0	0	1	3	0	5	6	5	0	0	2
KMXK_0H01730	W0TG27	KLMA_70175	7	8	6	16	18	20	14	21	16	27	28	13
KMXK_0D04930	W0TEG4	KLMA_40470	51	23	34	58	55	68	55	61	63	65	62	58
KMXK_0G01090	W0TFK2	KLMA_80101	1	5	5	17	14	12	9	17	13	8	21	16
KMXK_0H01440	W0TF61	KLMA_70147	0	0	0	2	0	2	11	5	0	8	5	0
KMXK_0B07300	W0T6C1	KLMA_20714	0	0	0	1	2	1	7	4	2	3	5	8
KMXK_0B07830	W0T847	KLMA_20770	0	1	1	0	1	0	6	5	5	0	1	0
KMXK_0E05830	W0TEK4	KLMA_50587	3	2	4	1	4	7	9	16	14	0	13	14
KMXK_0F04170	W0TCT8	KLMA_60151	6	9	4	22	23	12	5	4	13	12	25	4
KMXK_0C00350	W0T8H0	KLMA_30033	10	13	12	19	16	40	34	30	22	33	21	27
KMXK_0G01070	W0TGD1	KLMA_80099	8	5	4	14	15	11	21	18	17	23	15	16
KMXK_0C05920	W0T8E4	KLMA_30592	8	8	6	19	16	15	20	26	19	24	17	21
KMXK_0C06070	W0T8F6	KLMA_30607	0	2	2	7	9	4	8	10	14	3	5	5
KMXK_0G04240	W0TH74	KLMA_80419	0	0	0	4	5	0	0	0	0	5	5	0
KMXK_0B03700	W0T703	KLMA_20355	0	0	0	5	2	5	0	1	0	3	7	1
KMXK_0A08150	W0T4A3	KLMA_10034	7	9	6	19	18	17	5	6	9	19	24	5
KMXK_0E01180	W0TCJ8	KLMA_50109	1	1	0	8	2	5	0	0	0	6	3	0
KMXK_0E01930	W0TB54	KLMA_50188	2	0	0	0	7	4	12	6	7	9	11	0
KMXK_0B02780	W0T7C7	KLMA_20263	35	40	48	58	49	46	59	79	76	36	68	66
KMXK_0B02660	W0T6M3	KLMA_20250	13	12	11	28	32	33	17	27	21	25	26	14
KMXK_0E02930	W0TBD1	KLMA_50288	0	8	5	14	16	18	6	7	10	15	20	5
KMXK_0A00150	W0T4C9	KLMA_10830	11	5	3	9	6	4	1	0	2	23	5	2
KMXK_0G04160	W0TI27	KLMA_80412	1	2	2	8	11	13	9	10	10	8	10	9
KMXK_0B05490	W0T5V4	KLMA_20534	0	0	0	5	6	6	5	5	3	4	6	4
KMXK_0H02790	W0TIZ7	KLMA_70281	23	19	10	28	33	29	34	29	42	36	38	37
KMXK_0A07870	W0T294	KLMA_10065	6	7	7	13	9	16	16	23	16	27	16	18
KMXK_0A04020	W0T3S7	KLMA_10433	3	0	0	5	6	4	0	0	0	5	6	0
KMXK_0H02160	W0TG63	KLMA_70215	2	3	0	8	7	11	9	8	4	18	7	9
KMXK_0C02740	W0T828	KLMA_30275	0	0	0	5	4	3	4	6	6	4	1	0
KMXK_0C00640	W0T7I5	KLMA_30060	0	0	0	3	4	3	0	0	0	4	4	0
KMXK_0A00360	W0T8M0	KLMA_10807	0	0	0	2	3	2	5	6	4	4	5	6
KMXK_0F00420	W0TGA9	KLMA_60525	0	0	0	2	1	2	5	7	3	0	1	1
KMXK_0C05420	W0TAM9	KLMA_30546	13	6	12	17	18	27	27	19	15	32	26	25
KMXK_0B06720	W0T670	KLMA_20659	8	11	8	25	35	14	21	18	20	11	24	9
KMXK_0B01120	W0T4M1	KLMA_20099	0	0	0	0	0	0	0	0	0	0	2	7
KMXK_0D02370			0	4	0	0	4	0	7	13	5	0	5	5
KMXK_0A01420	W0T4L3	KLMA_10698	13	7	10	17	22	16	23	22	17	31	23	27
KMXK_0B05750	W0T875	KLMA_20558	24	25	25	41	43	34	49	45	49	41	43	45
KMXK_0F00520	W0TFI3	KLMA_60512	8	4	9	16	17	18	18	19	15	25	20	19
KMXK_0H01760	W0TGT0	KLMA_70178	0	11	6	8	12	15	18	0	13	11	27	20
KMXK_0B04470	W0T5K5	KLMA_20434	0	0	0	2	5	0	6	5	5	6	5	2
KMXK_0G03510	W0TKF5	KLMA_80343	0	2	2	9	5	6	11	10	7	12	6	9
KMXK_0A05880	W0T734	KLMA_10272	0	0	0	6	0	1	3	7	0	0	0	0
KMXK_0A07140	W0T2G6	KLMA_10140	6	9	3	9	17	7	0	2	3	6	15	2
KMXK_0B02670	W0T9D8	KLMA_20251	5	5	0	6	8	3	0	0	0	6	4	0
KMXK_0C02930	W0T7J1	KLMA_30297	0	0	0	0	1	0	4	5	2	3	3	4
KMXK_0G00760	W0THU7	KLMA_80065	8	12	6	17	18	16	28	24	21	19	23	14
KMXK_0F00600	W0TEN7	KLMA_60504	17	11	9	8	12	9	26	24	19	18	24	21
KMXK_0D06370	W0TB24	KLMA_40606	4	3	3	9	10	7	16	13	13	16	9	10
KMXK_0C01490	W0T753	KLMA_30147	0	1	2	3	4	3	4	9	7	8	9	8
KMXK_0B02840	W0T529	KLMA_20269	3	0	0	6	0	5	9	9	9	4	5	7
KMXK_0H00760	W0TE62	KLMA_70079	0	0	0	4	2	2	4	7	4	3	5	5
KMXK_0G02360	W0TK50	KLMA_80228	0	0	0	3	4	2	0	4	0	7	5	3
KMXK_0B02630	W0T5K3	KLMA_20247	0	0	3	6	5	7	5	10	8	11	8	6
KMXK_0E03060	W0TC20	KLMA_50301	0	0	0	4	3	2	6	6	4	4	0	7
KMXK_0F04880	W0TGZ8	KLMA_60088	2	2	0	4	4	6	0	0	0	5	4	2
KMXK_0D00530	W0TAJ8	KLMA_40039	13	9	6	11	12	19	27	25	22	12	23	16
KMXK_0A05670	W0T4G0	KLMA_10296	10	23	24	10	8	7	4	8	19	31	14	15
KMXK_0H00420	W0TE32	KLMA_70044	42	26	25	63	50	45	45	51	48	32	61	66
KMXK_0B03140	W0T557	KLMA_20299	0	3	2	4	6	7	4	10	8	12	14	6
KMXK_0C00800	W0TBB0	KLMA_30074	1	0	0	6	4	3	8	8	4	5	6	5
KMXK_0E02330	W0TFL2	KLMA_50230	3	4	2	0	0	0	4	3	4	1	0	0
KMXK_0D04640	W0TCE1	KLMA_40442	4	2	4	9	10	14	6	7	3	17	7	13
KMXK_0A01450	W0T415	KLMA_10695	20	11	11	23	25	23	31	38	26	32	30	19
KMXK_0D02350	W0T9Y4	KLMA_40211	2	0	0	4	3	3	9	8	7	3	4	5
KMXK_0C03420	W0T9A8	KLMA_30348	0	0	0	2	0	0	0	0	0	4	2	4
KMXK_0B01130	W0T668	KLMA_20100	0	0	0	2	5	2	4	3	0	0	0	0
KMXK_0C00430	W0T972	KLMA_30041	0	0	0	3	4	2	0	0	0	1	5	1
KMXK_0A07020	W0T2Z0	KLMA_10153	3	0	0	6	4	6	5	5	3	12	6	9
KMXK_0A02920	W0T7U4	KLMA_10547	7	8	6	3	3	1	15	9	6	2	2	4
KMXK_0F03620	W0TDS4	KLMA_60209	3	4	6	8	9	12	18	15	12	16	14	12
KMXK_0C02820	W0TBU7	KLMA_30284	2	2	3	11	7	9	3	3	5	13	13	4
KMXK_0D05140	W0TAS9	KLMA_40491	9	4	4	6	6	14	7	7	7	19	21	11
KMXK_0D02980	W0TBB5	KLMA_40274	5	2	4	8	7	5	13	19	6	18	10	10
KMXK_0D00580	W0TD75	KLMA_40045	0	0	0	0	0	0	3	5	0	0	7	1
KMXK_0A07650	W0T2S0	KLMA_10088	0	0	0	1	0	0	4	7	0	1	0	0
KMXK_0F00860	W0TDP3	KLMA_60476	12	12	12	26	22	24	24	30	24	29	26	26
KMXK_0C00300	W0T8G6	KLMA_30028	0	0	0	6	4	2	2	7	5	4	6	2
KMXK_0A02180	W0T5A6	KLMA_10621	3	5	6	8	10	17	9	6	7	11	16	20
KMXK_0E01920	W0TDG9	KLMA_50187	3	6	5	9	8	7	13	15	13	21	12	12
KMXK_0G00890	W0THW1	KLMA_80080	0	0	1	0	1	1	7	4	4	3	4	4
KMXK_0C00120	W0T7D8	KLMA_30010	12	0	0	0	0	0	3	0	0	0	0	1
KMXK_0E03920	W0TDZ2	KLMA_50387	0	0	0	0	3	2	4	5	2	6	5	3
KMXK_0B05660	W0TA79	KLMA_20551	0	2	2	2	8	2	2	0	2	12	5	6
KMXK_0C07370			0	2	3	10	10	9	5	4	2	4	5	11
KMXK_0B02790	W0T523	KLMA_20264	23	28	29	46	37	48	39	59	47	37	42	49
KMXK_0A04010	W0T5F9	KLMA_10434	9	0	8	20	13	19	13	18	11	14	17	16
KMXK_0G02160	W0TFV3	KLMA_80206	3	3	2	10	14	8	7	10	5	12	11	12
KMXK_0H01820	W0TF91	KLMA_70182	2	2	2	0	5	5	12	11	5	9	6	9
KMXK_0D04650	W0TA15	KLMA_40443	7	12	18	26	32	25	19	25	22	25	34	19
KMXK_0D04360	W0T9Y7	KLMA_40413	3	1	0	6	10	8	8	7	8	7	11	7
KMXK_0H02020	W0TIS9	KLMA_70201	0	0	0	0	0	1	3	3	3	4	2	4
KMXK_0C06820	W0T8M2	KLMA_30677	25	30	23	24	34	22	42	50	44	31	35	28
KMXK_0D05020	W0TBV3	KLMA_40479	33	29	30	49	39	51	43	47	41	68	51	45
KMXK_0G03030	W0TGU4	KLMA_80294	10	7	3	12	15	18	7	1	9	12	18	12
KMXK_0F02730	W0TD76	KLMA_60301	5	3	4	16	8	14	11	11	6	19	13	11
KMXK_0E02660	W0TDN9	KLMA_50262	15	14	15	25	24	34	26	34	34	24	32	26
KMXK_0H00510	W0TE41	KLMA_70054	1	0	0	3	5	8	4	4	5	6	8	4
KMXK_0C05060	W0TAJ7	KLMA_30511	0	0	0	3	3	5	5	4	3	4	6	3
KMXK_0A01170	W0T4N4	KLMA_10723	7	7	5	13	12	14	16	19	9	21	20	16
KMXK_0D01570	W0T944	KLMA_40133	29	17	17	23	18	21	35	43	28	5	20	31
KMXK_0B06450	W0TAF9	KLMA_20631	0	0	0	5	0	2	4	7	2	5	4	3
KMXK_0C04780	W0T8N2	KLMA_30480	2	0	0	5	7	6	8	8	3	7	6	6
KMXK_0G00700	W0THU2	KLMA_80060	5	7	3	21	6	13	8	7	22	13	18	18
KMXK_0C03930	W0TA51	KLMA_30396	0	6	5	0	9	0	12	16	5	6	11	7
KMXK_0A07240	W0T2F8	KLMA_10130	0	0	0	0	5	0	8	6	0	5	0	0
KMXK_0C00740	W0T8K1	KLMA_30068	0	0	0	0	1	1	4	3	4	4	3	2
KMXK_0B00950	W0T6U8	KLMA_20083	0	0	0	0	0	2	2	5	2	0	0	0
KMXK_0C05660			0	0	0	3	0	0	5	5	3	0	3	4
KMXK_0G02920			2	2	0	2	4	4	8	9	7	10	5	6
KMXK_0B03320	W0T9K2	KLMA_20316	0	0	0	3	1	0	0	0	0	3	3	3
KMXK_0F04250	W0TH50	KLMA_60143	0	0	0	0	0	4	0	0	0	8	0	1
KMXK_0H03420	W0TH96	KLMA_70343	0	0	0	4	4	1	0	0	0	0	4	0
KMXK_0G04170	W0TKM4	KLMA_80413	22	30	31	34	50	37	43	48	40	61	53	34
KMXK_0H02420	W0TIW6	KLMA_70241	0	0	0	3	3	3	3	2	3	6	5	3
KMXK_0E03370	W0TBH5	KLMA_50333	6	10	15	6	3	3	12	14	12	21	8	12
KMXK_0G01580	W0TGH6	KLMA_80149	6	2	3	10	11	12	15	4	9	13	14	14
KMXK_0A02700	W0T5V1	KLMA_10569	0	0	0	3	4	1	2	6	6	5	2	1
KMXK_0A02390	W0T3P0	KLMA_10600	0	0	0	2	4	0	3	6	3	0	2	0
KMXK_0A07780	W0T4E7	KLMA_10074	0	0	2	2	1	3	0	0	0	6	2	4
KMXK_0C05530	W0TAN7	KLMA_30556	17	17	24	19	21	14	11	17	9	6	10	7
KMXK_0F01560	W0THU8	KLMA_60413	0	0	0	2	1	4	0	0	0	0	0	0
KMXK_0F03410	W0THD6	KLMA_60233	0	0	0	0	0	0	0	0	0	4	0	3
KMXK_0G02060	W0TFU2	KLMA_80196	0	0	4	7	5	7	0	3	5	10	7	6
KMXK_0G02500	W0TGQ0	KLMA_80239	2	0	0	8	5	4	6	9	5	5	6	5
KMXK_0F03480	W0TD08	KLMA_60226	10	7	6	15	14	25	20	18	19	18	19	17
KMXK_0G02720	W0TG05	KLMA_80261	10	10	16	10	13	9	25	27	19	9	18	19
KMXK_0C00520	W0TB91	KLMA_30049	2	1	1	4	6	2	10	9	7	8	2	6
KMXK_0E00360	W0TB75	KLMA_50031	0	0	0	0	0	0	3	4	1	1	0	0
KMXK_0B00330	W0T6Q3	KLMA_20023	35	13	15	13	15	8	18	25	14	5	10	13
KMXK_0C05480	W0TAN3	KLMA_30551	4	4	6	16	13	8	15	19	11	12	7	10
KMXK_0B00460	W0T609	KLMA_20035	3	5	5	8	8	2	12	17	11	8	9	15
KMXK_0D04660	W0TBS0	KLMA_40444	13	5	4	16	16	26	12	21	16	11	20	17
KMXK_0G02680	W0THL8	KLMA_80257	11	5	4	8	15	6	18	19	18	10	11	13
KMXK_0A05420	W0T2Y2	KLMA_10320	0	0	0	2	0	1	3	3	3	3	5	3
KMXK_0D02880			2	0	0	3	1	2	8	8	3	1	3	2
KMXK_0G00460	W0TFE8	KLMA_80036	0	0	0	4	4	2	1	0	0	2	4	0
KMXK_0D01430	W0TDE4	KLMA_40120	0	1	0	0	0	0	1	4	1	3	4	3
KMXK_0B03090	W0T553	KLMA_20294	7	13	12	18	22	18	22	27	24	24	22	19
KMXK_0C07340	W0TAG2	KLMA_30728	13	0	0	0	0	0	6	2	0	0	3	4
KMXK_0C02010	W0TBL9	KLMA_30199	3	7	9	6	6	3	13	15	14	3	8	6
KMXK_0F00710	W0TI30	KLMA_60493	19	14	19	24	37	19	33	39	31	31	37	21
KMXK_0A01920	W0T4D7	KLMA_10648	0	0	0	0	1	0	5	3	2	1	1	0
KMXK_0F05130	W0TGX6	KLMA_60063	3	0	2	2	5	6	10	8	8	8	6	8
KMXK_0H00240	W0TFQ2	KLMA_70025	1	1	1	4	6	6	6	9	8	5	7	4
KMXK_0E03730			3	5	3	11	12	11	10	18	9	11	13	9
KMXK_0B01410	W0T694	KLMA_20130	2	4	3	7	9	13	11	11	8	2	9	23
KMXK_0E04820	W0TBV9	KLMA_50478	0	0	1	2	0	4	4	6	2	6	4	6
KMXK_0A00680	W0T5S6	KLMA_10771	4	2	3	7	10	6	11	13	10	10	14	7
KMXK_0A03100	W0T519	KLMA_10531	0	0	1	2	1	2	4	6	5	0	1	2
KMXK_0C05610	W0T8C0	KLMA_30562	0	1	0	5	5	2	0	0	1	4	4	0
KMXK_0F04540	W0TH25	KLMA_60118	25	26	22	33	37	19	34	39	39	47	45	36
KMXK_0C04280	W0TA81	KLMA_30431	14	11	10	24	27	20	15	20	18	26	28	20
KMXK_0G02540	W0TK65	KLMA_80243	0	0	1	2	2	6	4	9	3	6	4	4
KMXK_0D03490	W0T9R0	KLMA_40328	0	0	0	2	2	1	1	0	0	4	4	2
KMXK_0B07730	W0T838	KLMA_20760	0	0	0	0	0	3	4	4	3	2	0	0
KMXK_0C03790	W0T7S6	KLMA_30382	4	1	3	8	8	16	7	8	8	6	6	2
KMXK_0C06160	W0T8G4	KLMA_30617	1	0	0	3	5	0	6	5	6	5	3	3
KMXK_0D02480	W0TDQ2	KLMA_40225	0	0	0	0	2	0	0	0	0	4	3	1
KMXK_0F01410	W0TFX4	KLMA_60425	20	20	19	45	31	36	33	22	38	31	35	30
KMXK_0F01280	W0TED6	KLMA_60434	0	0	0	3	2	6	1	2	0	6	0	2
KMXK_0C01620	W0TBI8	KLMA_30159	1	1	1	0	0	0	1	5	2	7	4	0
KMXK_0F04390	W0TGF0	KLMA_60129 KLMA_80119	5	4	4	8	9	6	13	12	7	15	13	14
KMXK_0H03390	W0TGJ2	KLMA_70340	0	0	0	0	1	0	2	0	1	5	2	3
KMXK_0E01440	W0TBJ5	KLMA_10229 KLMA_50136	34	28	26	38	32	29	50	48	44	52	38	42
KMXK_0B07490	W0T6D8	KLMA_20734	7	10	14	6	7	7	12	23	19	2	13	15
KMXK_0C02970	W0T9V1	KLMA_30301	4	5	7	12	11	14	19	16	12	14	10	15
KMXK_0E01220	W0TAV5	KLMA_50113	2	0	4	8	8	4	11	10	8	7	9	6
KMXK_0D01290	W0TBD2	KLMA_40107	4	3	5	5	12	10	14	12	13	13	11	11
KMXK_0E01600	W0TFE7	KLMA_50155	2	2	2	3	0	2	7	11	5	0	2	7
KMXK_0C01400	W0TBH1	KLMA_30139	2	1	1	3	6	13	9	5	4	6	6	10
KMXK_0E02130	W0TCW9	KLMA_50209	0	0	0	0	5	0	5	5	2	4	3	0
KMXK_0A04670	W0T5C5	KLMA_10394	0	0	0	2	0	3	0	0	0	5	2	0
KMXK_0A04500			5	9	5	14	13	20	18	15	14	12	13	21
KMXK_0A02170	W0T823	KLMA_10622	5	3	5	14	13	14	10	7	8	9	12	13
KMXK_0E02400	W0TDL5	KLMA_50237	17	15	15	23	31	22	24	22	28	32	37	26
KMXK_0E02250	W0TBV4	KLMA_50221	0	0	0	3	5	4	3	2	2	1	3	3
KMXK_0E02610	W0TBA6	KLMA_50258	0	0	0	3	0	3	5	2	5	3	1	3
KMXK_0H00330	W0TE22	KLMA_70034	33	16	13	29	24	27	19	13	13	39	27	22
KMXK_0A01770	W0T4F5	KLMA_10663	18	13	10	22	27	21	30	25	31	19	26	20
KMXK_0D03520	W0TAE0	KLMA_40331	1	0	0	0	2	0	3	8	2	3	2	3
KMXK_0B01820	W0T4T1	KLMA_20169	25	26	24	32	37	19	33	39	39	49	44	35
KMXK_0D04950	W0TCG5	KLMA_40472	6	5	10	22	19	14	8	19	6	9	13	10
KMXK_0H03610	W0TGL7	KLMA_70365	0	0	0	0	6	0	0	0	0	0	0	0
KMXK_0G01000	W0TFJ4	KLMA_80091	0	0	0	0	0	0	3	1	2	0	0	0
KMXK_0G02760	W0TIB4	KLMA_80265	0	0	0	0	0	0	1	4	1	0	0	0
KMXK_0C01180	W0T715	KLMA_30112	0	0	0	0	0	0	2	2	2	0	0	0
KMXK_0B02300			0	0	0	0	0	0	0	0	0	3	3	0
KMXK_0B08160	W0T8X2	KLMA_20803	0	0	0	0	0	0	2	3	1	0	0	0
KMXK_0A04130	W0T5E8	KLMA_10424	8	8	5	19	14	14	15	19	20	7	20	16
KMXK_0D05720	W0TEN1	KLMA_40545	0	2	2	3	3	0	4	7	3	8	7	6
KMXK_0G01360	W0THA5	KLMA_80127	0	2	0	0	4	0	1	5	2	8	6	3
KMXK_0B04000	W0T9T5	KLMA_20386	0	0	0	3	0	0	3	4	4	3	1	2
KMXK_0C05200	W0TAL0	KLMA_30526	1	0	0	5	4	4	8	0	6	2	6	5
KMXK_0C01120	W0T9D1	KLMA_30106	3	4	3	13	15	4	12	11	11	5	12	9
KMXK_0B00450	W0T6R0	KLMA_20033	1	0	0	2	4	3	5	5	5	4	4	5
KMXK_0C07140	W0TB17	KLMA_30706	1	1	1	0	7	2	7	7	7	3	5	6
KMXK_0B08020	W0T864	KLMA_20790	0	0	0	2	2	0	1	2	0	5	4	2
KMXK_0D00590	W0T9I4	KLMA_40046	1	0	2	0	0	0	3	5	3	2	1	1
KMXK_0D03280	W0TC25	KLMA_40307	0	0	1	0	2	0	3	6	4	0	5	2
KMXK_0A01370	W0T4L8	KLMA_10703	0	0	0	2	3	0	2	5	4	2	1	0
KMXK_0H01420	W0TG06	KLMA_70145	9	16	10	19	20	7	27	30	16	4	15	22
KMXK_0B04820	W0TA08	KLMA_20471	0	0	0	2	2	2	3	5	2	1	1	0
KMXK_0H01830	W0TGT5	KLMA_70183	0	0	0	0	0	1	5	0	2	0	0	0
KMXK_0C04570	W0TCC0	KLMA_30459	6	7	4	15	16	7	5	3	7	5	19	10
KMXK_0A02160	W0T4B1	KLMA_10623	4	5	3	3	6	8	12	12	11	4	3	6
KMXK_0H04080	W0TGQ6	KLMA_70410	0	0	0	2	2	0	3	2	2	3	4	4
KMXK_0A00600	W0T485	KLMA_10780	0	0	0	0	0	0	0	3	1	3	2	2
KMXK_0C02060	W0TBM3	KLMA_30204	0	4	5	2	0	1	0	0	0	7	0	2
KMXK_0D04150	W0T9W9	KLMA_40393	18	18	21	29	36	22	41	35	30	35	33	25
KMXK_0A06380	W0T2P5	KLMA_10220	4	0	3	7	5	15	6	12	7	10	9	7
KMXK_0C04620	W0TCC4	KLMA_30464	0	0	0	2	0	0	0	1	0	4	0	5
KMXK_0E02190	W0TFJ8	KLMA_50215	9	8	9	8	3	9	10	9	7	20	12	18
KMXK_0B02800	W0T6P0	KLMA_20265	5	8	8	10	16	12	14	28	13	15	15	11
KMXK_0C04080	W0TA66	KLMA_30411	12	5	8	19	17	16	17	22	20	13	13	15
KMXK_0A05460	W0T771	KLMA_10317	8	12	11	17	26	23	19	22	23	17	22	13
KMXK_0F03370	W0TEN0	KLMA_60237	2	0	0	3	5	1	9	6	0	5	7	5
KMXK_0C07020	W0T9A7	KLMA_30695	25	23	25	34	41	41	36	36	34	45	40	40
KMXK_0H03430	W0TEX1	KLMA_70344	6	5	7	9	8	3	14	22	8	7	7	7
KMXK_0C06390	W0T957	KLMA_30640	2	1	1	5	6	11	5	3	2	7	7	3
KMXK_0A01620	W0T4J7	KLMA_10678	0	0	0	0	6	3	2	2	0	0	1	0
KMXK_0E00290	W0TAK6	KLMA_50023	0	1	0	5	6	3	3	2	4	1	8	4
KMXK_0H04260			0	0	0	1	2	0	3	5	2	3	1	3
KMXK_0A07290	W0T2F2	KLMA_10125	0	0	0	0	4	3	1	0	2	6	4	0
KMXK_0E02730	W0TFQ0	KLMA_50270	0	0	0	0	2	1	0	0	0	2	3	2
KMXK_0D01730			0	1	0	0	3	0	4	5	4	0	0	3
KMXK_0E05620	W0TCR7	KLMA_50566	0	0	0	0	3	0	0	0	1	5	2	2
KMXK_0H02780	W0TEQ1	KLMA_70279	0	0	0	3	2	1	4	4	1	5	2	3
