NCBI_CBS6556	Uniprot_DMKU3_1042	Gene_name_DMKU3_1042	standard_A	standard_B	standard_C	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	osmotic_stress_A	osmotic_stress_B	osmotic_stress_C
KMXK0B00570	W0T8T6	KLMA_20046	14	16	14	9	6	15	9	14	18	20	22	11
KMXK0F03600	W0TEL0	KLMA_60212	3	3	6	4	1	2	1	2	2	10	3	2
KMXK0E00690	W0TD24	KLMA_50062	1	2	0	1	1	2	3	3	2	0	0	1
KMXK0A01340	W0T5L5	KLMA_10706	4	5	6	3	0	3	3	4	3	6	5	6
KMXK0F04510	W0TCQ9	KLMA_60121	0	4	4	0	2	0	0	5	0	2	4	4
KMXK0E00960	W0TD45	KLMA_50087	1	6	3	0	0	2	3	2	0	3	4	1
KMXK0A07940	W0T2N8	KLMA_10058	0	2	0	2	5	1	4	3	3	5	0	0
KMXK0G04030	W0TH53	KLMA_80399	2	3	2	2	0	0	0	2	1	2	4	3
KMXK0D02470	W0TB21	KLMA_40224	2	4	0	0	0	1	2	2	4	3	1	1
KMXK0F03720	W0THA2	KLMA_60198	3	4	1	0	1	0	4	2	0	1	2	2
KMXK0D02060	W0T997	KLMA_40178	12	12	5	4	13	13	6	12	1	6	4	6
KMXK0H02810	W0TH34	KLMA_70283	6	6	2	2	2	0	2	4	4	6	4	2
KMXK0E01890			16	10	8	6	7	14	6	8	5	8	15	13
KMXK0F00590	W0TG88	KLMA_60505	14	11	9	7	7	5	13	11	12	9	8	10
KMXK0B07970	W0T858	KLMA_20785	6	6	2	2	2	0	4	4	2	3	2	2
KMXK0D05080	W0TEH9	KLMA_40485	2	0	3	0	1	1	1	3	0	2	5	3
KMXK0E04990	W0TGA0	KLMA_50495	6	6	2	1	4	0	3	4	2	0	3	2
KMXK0B06270	W0T8C2	KLMA_20613	4	5	4	3	2	1	5	6	1	6	7	5
KMXK0E04100	W0TCC1	KLMA_50406	18	11	11	10	15	13	5	10	7	14	8	13
KMXK0B07620	W0T6F5	KLMA_20749	10	7	3	4	2	4	5	5	9	12	8	4
KMXK0A07630	W0T2B8	KLMA_10090	5	7	7	5	2	1	2	4	3	5	7	3
KMXK0D06100	W0TB05	KLMA_40581	18	23	15	14	18	12	21	24	17	9	17	14
KMXK0E01500	W0TB23	KLMA_50143	8	6	5	0	4	5	4	6	5	7	7	8
KMXK0G01640	W0TI26	KLMA_80155	18	21	14	11	7	15	17	21	14	18	20	13
KMXK0B03500	W0T6Y3	KLMA_20335	8	7	6	5	4	4	3	5	3	8	9	6
KMXK0D03340	W0T9P7	KLMA_40313	2	1	1	1	0	0	2	2	2	1	0	0
KMXK0B07910	W0T8U2	KLMA_20778	16	15	11	11	14	11	10	19	14	16	24	19
KMXK0G01920	W0TFS8	KLMA_80181	24	23	23	17	12	15	16	20	25	23	20	14
KMXK0G04120	W0TKL8	KLMA_80408	15	19	15	15	10	7	16	14	16	14	10	8
KMXK0F00190	W0TES3	KLMA_60549	15	16	14	12	8	10	17	13	19	11	12	11
KMXK0E02670	W0TD12	KLMA_50264	23	19	20	15	15	13	19	22	21	24	21	22
KMXK0E05400	W0TEE8	KLMA_50537	18	15	18	13	17	16	14	15	9	23	22	17
KMXK0F00220	W0TDY4	KLMA_60546	1	0	6	2	2	2	3	4	1	5	5	6
KMXK0B05080	W0T7C8	KLMA_20495	6	8	2	2	1	2	2	1	7	2	4	4
KMXK0F05520	W0TGU7	KLMA_60028	3	4	2	3	3	1	4	5	3	1	1	1
KMXK0G01590	W0TI21	KLMA_80150	6	8	10	3	6	4	8	5	3	14	8	4
KMXK0C05220	W0TCK9	KLMA_30529	7	9	7	14	14	14	12	14	9	8	12	10
KMXK0F00270	W0TGC2	KLMA_60540	17	26	23	17	19	19	21	24	19	29	22	32
KMXK0B08080	W0T867	KLMA_20795	4	4	6	1	1	2	3	3	3	4	4	2
KMXK0F02110	W0TDC5	KLMA_60361	0	3	0	0	0	1	3	4	0	1	0	1
KMXK0E02440	W0TBW9	KLMA_50241	6	7	2	3	3	1	2	5	2	3	0	2
KMXK0A03420	W0T5M4	KLMA_10499	11	10	7	6	5	5	6	12	8	10	13	9
KMXK0G00560	W0TFF5	KLMA_80046	1	0	2	1	0	0	1	0	0	2	2	2
KMXK0D03230	W0TC23	KLMA_40302	1	0	0	1	0	0	0	0	3	3	3	0
KMXK0A01590	W0T5I8	KLMA_10681	26	13	18	11	12	13	17	18	20	13	19	15
KMXK0G00960	W0TH66	KLMA_80087	8	12	8	5	7	2	6	6	6	4	6	6
KMXK0D01450	W0TBE8	KLMA_40122	23	27	22	15	16	16	24	20	15	21	21	23
KMXK0A06690	W0T462	KLMA_10186	11	6	6	6	9	10	9	4	4	4	4	4
KMXK0B00980	W0T8X3	KLMA_20086	8	4	4	3	0	4	5	4	4	7	5	6
KMXK0B01200	W0T6X0	KLMA_20108	4	0	4	0	3	0	2	1	2	4	4	3
KMXK0B03150	W0T6S3	KLMA_20300	5	4	2	1	0	2	3	3	2	2	5	3
KMXK0E01250	W0TD69	KLMA_50117	10	7	9	3	4	5	7	8	5	7	8	7
KMXK0C02250	W0T7Y2	KLMA_30225	20	19	19	12	13	12	14	23	16	18	16	21
KMXK0B01670			0	3	5	6	5	3	4	7	1	6	9	5
KMXK0F00920	W0TG23	KLMA_60470	3	4	2	1	2	2	3	3	2	5	5	5
KMXK0F05380	W0TCI8	KLMA_60041	1	3	1	2	2	1	1	0	2	5	2	4
KMXK0E04840	W0TG83	KLMA_50480	12	13	11	14	8	7	6	10	3	10	8	8
KMXK0F04410	W0TJU9	KLMA_80118	15	18	15	8	13	9	13	14	14	17	16	15
KMXK0A00740	W0T470	KLMA_10765	17	14	17	8	13	8	15	14	16	14	14	14
KMXK0H04220	W0TFY0	KLMA_70422	8	9	7	7	8	0	4	9	5	6	12	11
KMXK0C03310	W0T7M9	KLMA_30337	4	5	2	3	2	2	5	7	5	5	7	4
KMXK0B07340	W0T6W7	KLMA_20717	15	17	10	6	9	9	10	10	12	17	11	9
KMXK0E02260	W0TDK5	KLMA_50222	2	2	4	0	2	1	0	4	0	4	4	2
KMXK0F02890	W0TD58	KLMA_60286	4	0	3	0	0	1	0	2	1	0	2	1
KMXK0D02320	W0T9C9	KLMA_40208	3	1	1	2	3	3	5	6	3	3	4	5
KMXK0C07120	W0TD18	KLMA_30704	1	3	2	1	3	0	4	3	2	2	0	0
KMXK0D01180	W0TBC1	KLMA_40097	12	6	6	5	2	4	5	6	6	7	10	3
KMXK0F03940	W0TF84	KLMA_60175	5	3	3	2	1	0	5	3	1	1	4	2
KMXK0D02200	W0T9B2	KLMA_40193	2	3	2	1	0	0	1	2	2	1	1	2
KMXK0C04360	W0TCA0	KLMA_30439	6	3	9	6	5	3	8	4	10	13	8	7
KMXK0D05830	W0TAY6	KLMA_40556	5	5	4	3	2	3	4	6	7	3	2	3
KMXK0F05230	W0TDC2	KLMA_60054	7	3	3	3	3	3	3	7	4	7	11	3
KMXK0A00820	W0T5R2	KLMA_10756	2	3	4	1	5	2	3	3	4	4	7	7
KMXK0C06590	W0T976	KLMA_30660	2	4	1	1	3	1	4	5	3	1	2	1
KMXK0E03140	W0TD43	KLMA_50309	1	0	0	0	1	0	0	1	0	4	1	0
KMXK0F04090	W0TDN0	KLMA_60159	4	9	4	6	9	12	11	14	7	5	8	10
KMXK0C03520	W0T9C0	KLMA_30358	6	3	2	1	1	1	3	3	1	2	3	3
KMXK0B01860	W0T740	KLMA_20173	4	2	2	1	1	1	2	1	8	1	2	4
KMXK0H02490	W0TEM5	KLMA_70249	8	7	6	3	5	7	5	6	9	3	3	4
KMXK0A07330	W0T3X1	KLMA_10121	0	2	3	0	1	0	0	1	0	2	1	1
KMXK0A01080	W0T8F0	KLMA_10732	2	1	1	0	1	0	0	1	0	3	1	1
KMXK0D06330	W0TCT7	KLMA_40602	9	11	7	8	5	2	7	10	8	8	11	9
KMXK0C04670	W0TCC8	KLMA_30469	7	7	8	4	4	3	4	5	4	4	4	4
KMXK0H00160	W0TEU3	KLMA_70017	30	17	17	14	13	15	20	17	20	19	18	15
KMXK0D04940	W0TAQ9	KLMA_40471	16	17	8	10	6	8	14	9	10	9	10	10
KMXK0B06180	W0T616	KLMA_20604	0	4	0	2	4	3	3	6	3	3	0	3
KMXK0C00460			4	4	4	0	6	0	3	4	1	8	5	2
KMXK0F03440	W0TFC4	KLMA_60230	4	3	6	4	1	0	2	2	2	5	3	2
KMXK0F02430	W0TE19	KLMA_60329	6	4	1	2	1	1	1	3	2	1	2	1
KMXK0H03100	W0TGF9	KLMA_70310	11	7	8	7	5	9	4	5	5	7	13	6
KMXK0E03570	W0TDW5	KLMA_50352	2	3	1	0	3	0	4	3	3	2	4	3
KMXK0H01840	W0TEG5	KLMA_70184	0	1	0	3	1	2	1	1	0	1	1	2
KMXK0F01040	W0TEG7	KLMA_60459	5	6	4	1	3	2	4	4	4	3	5	6
KMXK0D01800	W0T9S6	KLMA_40156	4	2	2	2	2	2	2	4	2	3	6	6
KMXK0C02430	W0T7D5	KLMA_30242	9	8	5	4	4	3	6	8	7	6	6	4
KMXK0E03670			6	7	2	8	3	1	4	3	3	5	8	8
KMXK0E03280			15	16	9	10	10	12	12	13	12	10	9	5
KMXK0C04540	W0TAB0	KLMA_30456	3	2	4	1	0	2	1	1	1	1	2	3
KMXK0H01090	W0TFX6	KLMA_70110	2	3	3	0	2	1	0	2	0	2	3	0
KMXK0E04690	W0TE72	KLMA_50467	4	3	6	2	2	1	4	0	5	3	2	1
KMXK0A06220	W0T702	KLMA_10237	13	11	14	16	4	4	7	6	13	19	8	8
KMXK0B04200	W0T9V2	KLMA_20406	4	2	2	1	2	0	1	1	0	1	3	0
KMXK0C06100	W0T930	KLMA_30610	0	1	3	0	1	1	0	2	1	4	2	2
KMXK0A07900	W0T6F9	KLMA_10062	1	1	0	0	1	1	2	3	0	3	3	1
KMXK0A08250	W0T492	KLMA_10024	0	1	1	0	0	1	1	1	1	4	1	1
KMXK0H03730	W0TFS9	KLMA_70377	6	1	3	2	1	1	2	3	5	2	3	0
KMXK0F02960	W0TDX5	KLMA_60279	9	8	7	5	4	4	5	10	7	11	2	11
KMXK0H01930	W0TF97	KLMA_70192	6	4	6	4	8	10	6	8	9	10	10	10
KMXK0D03130	W0TE02	KLMA_40290	1	2	2	0	0	1	0	0	1	2	0	1
KMXK0B06020	W0T7L8	KLMA_20590	1	4	2	1	1	1	3	4	3	1	3	1
KMXK0B06630	W0T7S8	KLMA_20650	9	10	9	4	4	8	11	7	9	8	12	7
KMXK0D00280	W0TAH4	KLMA_40014	4	2	5	2	2	3	2	1	3	4	5	5
KMXK0A02400	W0T5Y3	KLMA_10599	2	0	0	1	0	0	2	1	2	0	1	0
KMXK0A01960	W0T4D2	KLMA_10643	2	3	0	0	1	0	1	1	0	1	0	0
KMXK0D02110	W0T9A4	KLMA_40183	3	5	4	0	2	3	2	7	1	4	6	3
KMXK0D06250	W0TC64	KLMA_40594	0	1	1	4	0	0	2	3	1	3	4	1
KMXK0H00130	W0TE06	KLMA_70014	2	0	0	0	1	1	2	2	0	4	3	0
KMXK0F05250	W0TE64	KLMA_60052	10	10	10	8	11	12	7	11	8	14	14	14
KMXK0C03910	W0TC52	KLMA_30394	6	9	8	8	8	7	6	8	5	11	10	12
KMXK0A03070	W0T5R3	KLMA_10534	2	2	2	1	0	1	1	1	0	2	2	2
KMXK0D06390	W0TAG3	KLMA_40608	13	7	11	8	7	8	12	10	13	16	13	9
KMXK0C05140	W0TCJ9	KLMA_30519	16	10	8	8	8	7	13	16	9	7	12	10
KMXK0E02040			6	7	14	11	10	5	11	15	13	8	7	10
KMXK0A00670	W0T8I7	KLMA_10772	2	1	1	0	0	1	1	1	1	2	2	2
KMXK0D01020	W0TDA8	KLMA_40085	1	2	1	0	1	0	1	2	0	2	3	1
KMXK0C05820	W0T8D3	KLMA_30582	3	0	1	0	1	0	2	2	2	1	2	0
KMXK0B07400	W0T800	KLMA_20725	13	9	14	7	10	8	8	10	6	5	17	13
KMXK0C01430	W0T748	KLMA_30142	4	6	4	4	2	0	6	4	3	1	6	6
KMXK0G02600	W0TGQ5	KLMA_80249	2	2	2	2	2	3	4	6	4	4	2	2
KMXK0F01080	W0TG07	KLMA_60455	2	2	3	3	3	2	7	2	5	1	3	2
KMXK0E03130	W0TBF1	KLMA_50308	2	4	4	2	1	0	4	1	2	2	1	3
KMXK0F01770	W0TDG2	KLMA_60396	0	1	2	1	0	0	1	1	1	4	1	1
KMXK0B04660	W0T5M3	KLMA_20454	2	1	2	1	0	1	1	1	2	3	3	2
KMXK0G00490	W0TG78	KLMA_80039	4	4	4	1	2	2	4	2	4	1	1	4
KMXK0E00380	W0TCZ7	KLMA_50032	1	3	9	4	1	1	2	4	1	2	7	3
KMXK0A02300	W0T5Z4	KLMA_10609	3	5	2	3	1	2	5	5	3	2	2	2
KMXK0A02230	W0T5A2	KLMA_10616	20	6	9	8	6	7	7	9	9	11	8	6
KMXK0B07680	W0T831	KLMA_20755	1	4	0	0	2	2	3	4	3	1	2	1
KMXK0E02720	W0TD16	KLMA_50269	10	6	5	4	9	7	7	9	5	11	11	10
KMXK0C02350	W0T7Z1	KLMA_30235	1	1	1	1	1	1	1	1	1	4	2	2
KMXK0H03700	W0TF07	KLMA_70374	0	1	2	1	1	1	1	2	5	0	1	2
KMXK0G03530	W0TIJ6	KLMA_80345	2	1	1	0	0	1	0	1	0	1	1	2
KMXK0H03970	W0TGP9	KLMA_70400	10	10	11	7	5	7	10	11	9	8	12	10
KMXK0D05490	W0TA84	KLMA_40523	8	10	5	5	4	5	5	7	6	8	12	5
KMXK0H01120	W0TGN4	KLMA_70113	10	11	9	9	9	6	10	6	5	12	9	13
KMXK0G01820	W0TK00	KLMA_80173	8	7	12	6	10	6	6	6	5	9	10	10
KMXK0A03240	W0T7R0	KLMA_10517	3	3	1	3	2	2	1	2	3	1	0	1
KMXK0B08360	W0TB02	KLMA_20821	2	2	3	1	0	1	0	4	2	2	2	3
KMXK0B01800	W0T949	KLMA_20166	5	4	5	3	3	0	4	4	1	4	6	2
KMXK0D05500	W0TBZ0	KLMA_40524	5	5	2	4	4	0	7	5	3	5	6	6
KMXK0B05270	W0T5T6	KLMA_20514	4	2	3	0	3	1	1	2	0	2	2	2
KMXK0A05430	W0T565	KLMA_10319	1	3	4	3	0	1	3	1	2	3	3	5
KMXK0E02650			5	4	4	3	4	2	3	2	2	6	4	5
KMXK0D04980	W0TEG8	KLMA_40475	2	3	0	1	0	0	1	2	0	0	2	3
KMXK0B07860	W0T8T7	KLMA_20773	2	1	2	0	1	0	2	1	0	1	3	1
KMXK0E05460	W0TDR1	KLMA_50549	5	6	7	6	3	5	4	5	5	7	10	7
KMXK0C05600	W0TAP2	KLMA_30561	1	3	1	3	4	2	2	1	1	2	0	1
KMXK0C03600	W0TA21	KLMA_30366	1	4	0	1	1	2	3	4	2	2	1	0
KMXK0G03810	W0THZ2	KLMA_80377	4	2	3	2	1	1	5	4	0	3	4	4
KMXK0A04040	W0T4S1	KLMA_10431	11	9	10	9	6	6	10	13	6	9	14	12
KMXK0F02520	W0TFK5	KLMA_60320	9	8	4	6	9	4	7	12	8	4	4	7
KMXK0E02560	W0TBA3	KLMA_50253	2	2	2	2	5	4	2	2	3	2	1	1
KMXK0F03740			2	1	2	0	1	1	0	0	1	2	2	0
KMXK0E01960	W0TBT1	KLMA_50191	3	4	5	2	3	1	2	4	4	5	6	3
KMXK0H00280	W0TE18	KLMA_70029	2	3	2	3	6	4	3	4	4	2	2	2
KMXK0E03870	W0TDY7	KLMA_50382	1	5	2	4	1	0	2	5	5	3	3	5
KMXK0C00280	W0T959	KLMA_30026	4	3	5	1	2	2	3	3	1	3	5	2
KMXK0A04590			10	17	5	11	16	15	10	12	10	6	10	11
KMXK0C01520	W0T7Q8	KLMA_30150	3	5	5	2	3	1	1	3	4	6	1	5
KMXK0C03210	W0T7L9	KLMA_30327	5	6	3	3	0	4	0	4	3	2	3	3
KMXK0A06980	W0T6Q9	KLMA_10157	0	0	2	1	3	2	1	0	1	2	0	0
KMXK0A01480	W0T8B7	KLMA_10692	6	1	0	0	1	1	1	1	2	2	3	1
KMXK0B03520	W0T5X6	KLMA_20337	1	4	1	2	0	0	2	2	3	2	1	1
KMXK0B03240	W0T7I0	KLMA_20308	2	3	2	0	2	0	1	2	0	0	2	2
KMXK0F00730	W0TDQ9	KLMA_60491	1	4	2	1	1	1	1	0	1	2	0	2
KMXK0C06260	W0T8H3	KLMA_30627	1	2	8	3	2	0	2	3	2	3	5	3
KMXK0F03190	W0TD34	KLMA_60256	0	1	1	0	0	1	0	2	0	0	3	2
KMXK0B03390	W0T581	KLMA_20324	4	10	13	9	5	7	10	9	11	6	9	4
KMXK0E01940	W0TCV0	KLMA_50189	1	3	3	1	1	0	2	2	2	3	2	0
KMXK0E02210	W0TDJ9	KLMA_50217	3	1	1	3	2	3	2	5	1	1	1	1
KMXK0B06880	W0T8I5	KLMA_20673	0	1	0	1	1	2	2	1	1	2	1	2
KMXK0D03950	W0TAG9	KLMA_40371	5	1	3	2	0	2	3	4	2	2	2	1
KMXK0C03820	W0T8C4	KLMA_30385	1	3	3	6	2	2	6	5	4	3	5	4
KMXK0B04220	W0T7V3	KLMA_20408	7	4	2	3	2	1	2	4	3	3	2	2
KMXK0A05840	W0T4E6	KLMA_10276	2	1	0	1	0	0	1	1	2	2	2	1
KMXK0G04190	W0TIS3	KLMA_80415	2	2	1	0	0	1	2	0	1	0	4	0
KMXK0H02620	W0TFF3	KLMA_70262	2	1	0	1	0	0	1	1	2	0	1	0
KMXK0B06700	W0T6R7	KLMA_20657	1	2	0	0	1	0	3	1	0	0	1	0
KMXK0C05500	W0T9Z9	KLMA_30553	0	2	1	0	0	1	0	4	0	1	0	0
KMXK0G03670	W0TG97	KLMA_80361	6	3	2	2	2	2	4	6	2	5	3	5
KMXK0D02030	W0TDK3	KLMA_40175	5	3	6	3	6	5	5	4	3	2	4	1
KMXK0A06000	W0T511	KLMA_10259	2	4	0	0	1	1	0	2	0	3	1	0
KMXK0E05640	W0TC48	KLMA_50568	5	4	6	3	3	1	4	4	3	4	3	3
KMXK0B04270	W0T650	KLMA_20412	3	5	7	3	4	3	4	3	4	5	9	4
KMXK0D00100			4	0	5	2	4	4	6	1	1	0	0	4
KMXK0A07790	W0T2Q5	KLMA_10073	5	1	2	1	2	0	3	4	1	3	3	0
KMXK0G02120	W0THH0	KLMA_80202	7	2	3	1	4	4	2	2	1	4	1	4
KMXK0B06280	W0T626	KLMA_20614	6	7	7	11	11	8	8	6	15	10	5	7
KMXK0A00970	W0T8F8	KLMA_10742	4	5	3	2	2	2	2	2	3	1	3	2
KMXK0G02130	W0TK27	KLMA_80203	2	2	4	1	3	2	7	4	2	3	2	5
KMXK0A01190	W0T5N0	KLMA_10721	4	7	2	2	2	2	4	4	3	2	5	2
KMXK0A03980	W0T7I3	KLMA_10437	4	9	0	7	0	0	3	4	3	1	8	5
KMXK0C02330	W0T8Z8	KLMA_30233	0	2	2	2	0	3	3	5	1	2	2	0
KMXK0E04350	W0TDE8	KLMA_50434	0	2	2	0	3	3	5	2	1	3	0	0
KMXK0B04080	W0T5H0	KLMA_20394	1	8	2	5	5	4	8	7	5	5	4	5
KMXK0A04790	W0T3M6	KLMA_10383	0	0	1	0	2	0	1	0	0	2	1	1
KMXK0E01880	W0TDG5	KLMA_50182	0	2	2	2	3	2	2	6	2	3	2	3
KMXK0H03340	W0TEV9	KLMA_70334	4	2	2	0	3	2	3	3	5	1	3	2
KMXK0C03040	W0TBW8	KLMA_30309	1	2	1	0	2	0	2	4	0	2	3	1
KMXK0H02600			8	8	5	5	6	5	7	10	7	7	10	9
KMXK0C00550	W0T982	KLMA_30051	0	1	4	4	2	1	2	3	1	4	0	7
KMXK0H03740	W0THD2	KLMA_70378	4	5	2	2	1	3	2	3	2	2	2	1
KMXK0C02170	W0T7B8	KLMA_30217	2	1	1	2	1	1	1	0	0	0	1	1
KMXK0C06690	W0T985	KLMA_30670	4	4	4	3	3	3	4	2	2	6	5	4
KMXK0C00920	W0T9B3	KLMA_30086	10	9	11	9	5	6	12	7	9	9	13	8
KMXK0D05790	W0TCN8	KLMA_40552	5	2	1	2	6	1	2	1	1	1	2	2
KMXK0A00950	W0T6F8	KLMA_10744	1	2	2	2	3	3	2	1	1	3	2	4
KMXK0A04950	W0T3L4	KLMA_10368	5	4	7	3	3	3	5	5	6	4	6	5
KMXK0G01630	W0TGI0	KLMA_80154	1	0	1	0	2	0	0	2	3	2	3	0
KMXK0C03290	W0T878	KLMA_30335	2	0	0	0	3	2	1	0	1	1	2	2
KMXK0G02050	W0TI55	KLMA_80195	1	2	4	5	5	4	4	5	3	4	5	2
KMXK0A05400	W0T775	KLMA_10322	8	5	4	2	8	2	7	5	5	5	10	6
KMXK0F00180	W0TDZ1	KLMA_60551	6	5	5	5	5	7	3	10	5	14	3	8
KMXK0B07440	W0T6D4	KLMA_20729	6	4	4	3	3	5	5	5	7	7	7	5
KMXK0G03540	W0TG81	KLMA_80346	3	3	2	2	3	0	2	2	2	1	1	1
KMXK0E00300	W0TCC3	KLMA_50024	0	0	3	0	3	3	3	0	2	3	3	2
KMXK0C02380	W0T902	KLMA_30238	9	7	9	5	7	4	5	6	9	5	7	5
KMXK0A02440	W0T3N3	KLMA_10595	7	4	6	3	4	3	5	4	5	7	4	6
KMXK0D05090	W0TAS3	KLMA_40486	7	4	3	4	0	3	3	4	3	4	3	3
KMXK0C03230	W0TBY5	KLMA_30329	1	3	0	1	0	0	1	1	1	0	2	2
KMXK0F00280	W0TER7	KLMA_60539	3	1	0	0	0	1	1	2	0	2	2	0
KMXK0G03860	W0THZ6	KLMA_80382	3	3	3	3	4	4	4	4	2	5	5	6
KMXK0B05880	W0T888	KLMA_20573	1	3	3	4	2	2	3	2	1	5	5	2
KMXK0D01470			1	1	1	0	1	1	3	2	1	1	1	1
KMXK0D04800	W0TCF2	KLMA_40457	1	3	1	2	1	0	1	2	0	2	3	2
KMXK0B00430	W0T8S1	KLMA_20031	3	2	5	0	3	2	3	2	2	4	4	2
KMXK0C05400	W0TCM3	KLMA_30544	1	1	1	2	0	2	2	1	0	2	3	2
KMXK0D00850	W0T9K4	KLMA_40071	4	3	4	2	2	1	3	4	1	1	3	4
KMXK0G03450	W0THU9	KLMA_80337	1	4	1	0	1	1	2	1	1	1	1	1
KMXK0B05450	W0T7F9	KLMA_20530	2	0	0	0	0	3	0	4	0	3	3	0
KMXK0F03340	W0TFD1	KLMA_60240	2	2	0	0	2	0	0	3	0	1	3	2
KMXK0C01050	W0T8N0	KLMA_30098	5	7	4	2	3	6	3	4	5	6	9	3
KMXK0F02930	W0TER8	KLMA_60282	0	3	3	0	1	3	3	5	0	2	4	3
KMXK0E02180	W0TCX4	KLMA_50214	4	5	5	4	2	4	2	4	5	8	5	4
KMXK0F00200	W0TI94	KLMA_60548	2	1	1	2	2	2	1	1	0	2	2	1
KMXK0C02990	W0T964	KLMA_30303	2	1	3	0	0	2	2	2	0	0	1	4
KMXK0A04830	W0T4N0	KLMA_10381	3	1	2	1	3	1	2	1	1	1	1	0
KMXK0C00290	W0T6U2	KLMA_30027	1	1	3	1	1	0	0	2	2	3	3	0
KMXK0B06650	W0T6R4	KLMA_20652	4	2	3	1	3	1	1	2	1	2	2	2
KMXK0B04420	W0T5J9	KLMA_20429	5	0	3	2	1	1	2	2	3	1	0	3
KMXK0C01020	W0T7L1	KLMA_30095	5	2	3	4	2	6	2	5	4	5	7	5
KMXK0C06790			7	6	7	6	4	5	5	8	3	7	6	10
KMXK0D02500	W0TBQ1	KLMA_40227	2	1	4	7	2	3	4	4	5	3	4	5
KMXK0F04120			3	2	3	3	3	1	5	5	3	3	3	4
KMXK0H03160	W0TGG5	KLMA_70315	2	3	2	4	4	2	4	2	2	3	6	4
KMXK0B05920	W0T891	KLMA_20578	0	0	2	0	0	2	0	0	2	2	2	1
KMXK0D04570	W0TED2	KLMA_40435	4	5	3	0	5	3	4	5	5	6	5	3
KMXK0C05280			1	5	2	1	2	1	2	2	1	3	3	2
KMXK0A04630			0	2	0	0	2	2	1	3	0	2	2	2
KMXK0F04970	W0TGZ0	KLMA_60078	3	1	2	2	1	1	0	1	3	1	0	1
KMXK0E01870	W0TBS3	KLMA_50181	3	0	0	0	0	1	0	1	0	2	0	1
KMXK0H04070	W0TF46	KLMA_70409	2	1	0	1	0	0	0	1	0	2	1	0
KMXK0E03560	W0TC70	KLMA_50351	4	0	0	1	0	1	0	2	3	2	0	0
KMXK0D03890	W0TE67	KLMA_40365	7	6	3	7	4	2	7	6	2	6	9	6
KMXK0G03520	W0TGZ5	KLMA_80344	9	6	5	7	6	3	5	8	6	10	7	8
KMXK0C02290	W0TBP6	KLMA_30229	1	0	0	1	0	1	2	0	0	3	0	1
KMXK0D02120	W0TAY9	KLMA_40184	0	1	1	0	1	0	0	2	0	3	0	1
KMXK0A07980	W0T4C5	KLMA_10054	3	3	5	3	2	1	3	2	2	5	3	2
KMXK0D00360	W0TB56	KLMA_40022	3	2	5	1	2	2	5	3	0	2	2	2
KMXK0C03350	W0T9Z7	KLMA_30341	1	0	3	0	1	0	1	2	0	1	0	2
KMXK0F04190	W0TDL9	KLMA_60149	2	1	1	1	0	0	1	1	1	1	1	1
KMXK0E01260	W0TAW2	KLMA_50118	1	2	0	0	0	1	2	2	0	2	0	1
KMXK0A08060	W0T3P3	KLMA_10046	5	5	5	6	3	2	5	5	6	3	5	2
KMXK0G00300	W0TH05	KLMA_80022	9	7	6	4	4	6	7	7	3	5	5	6
KMXK0C01860	W0TBK9	KLMA_30184	4	5	3	4	3	3	4	5	4	5	7	5
KMXK0C05940	W0TCR8	KLMA_30594	1	2	3	1	2	2	3	4	3	2	2	3
KMXK0F01860	W0TF29	KLMA_60387	4	5	3	2	4	1	4	5	3	5	3	4
KMXK0H01230	W0TEA4	KLMA_70124	0	1	2	1	0	1	2	1	2	2	2	1
KMXK0C02400	W0T7Z5	KLMA_30240	0	2	0	2	2	1	2	1	0	2	2	1
KMXK0F02140			2	0	3	3	0	0	2	1	2	0	0	2
KMXK0A06960	W0T4N5	KLMA_10159	3	5	1	2	1	2	2	2	1	2	4	2
KMXK0D00520	W0T8V0	KLMA_40038	1	6	3	5	5	3	4	9	3	5	6	5
KMXK0C01240	W0T7N2	KLMA_30120	0	3	1	2	1	0	1	3	0	4	2	1
KMXK0H01280	W0TEB0	KLMA_70129	0	1	2	0	0	2	0	1	1	1	3	1
KMXK0F05460	W0TDA6	KLMA_60034	0	1	1	1	0	1	1	1	1	1	3	1
KMXK0B01630	W0T6B4	KLMA_20150	4	3	3	5	4	3	1	6	1	4	6	4
KMXK0H01210	W0TF40	KLMA_70122	3	2	0	1	3	2	2	3	2	2	1	0
KMXK0D06350	W0TC74	KLMA_40604	0	5	0	3	0	0	4	0	2	2	5	0
KMXK0G02180	W0TK32	KLMA_80208	2	3	2	2	2	4	5	3	2	2	2	1
KMXK0G03960	W0TI07	KLMA_80392	3	4	3	3	0	2	2	4	1	3	2	3
KMXK0E04220	W0TBP8	KLMA_50418	3	7	1	2	3	1	5	3	0	3	3	4
KMXK0D04580	W0TAM6	KLMA_40436	1	3	3	3	3	6	4	4	2	4	4	4
KMXK0C03150			2	2	4	2	3	0	2	4	4	2	3	3
KMXK0F00800	W0TFC1	KLMA_60482	3	1	3	3	2	0	2	3	5	4	0	3
KMXK0G01960	W0TI51	KLMA_80185	3	0	4	0	0	5	0	0	4	0	5	3
KMXK0D02770	W0T9H3	KLMA_40253	3	2	0	0	2	2	1	2	2	0	1	1
