genes,HiT,LpH
YALI1_C05972g,1.07086200344156,1.37285703667398
YALI1_A22369g,1.35911635778249,1.33884632009631
YALI1_D17814g,1.51929473033512,1.42558904531738
YALI1_A06823g,0.753014909286105,1.92250856266252
YALI1_E21779g,1.80538594194247,2.71502385220027
YALI1_F26399g,0.820781913091081,0.711705871693788
YALI1_F13953g,0.818379857389485,0.830768638255394
YALI1_E23961g,0.523220962229835,1.59526652461972
YALI1_A21477g,1.70241853539459,1.79709000153859
YALI1_B02604g,1.23626933049882,1.35147702335898
YALI1_F28015g,0.674097572835193,0.938302301374756
YALI1_F12810g,1.21793560626288,1.63191463904014
YALI1_F22935g,0.56389681867441,1.3740693198483
YALI1_E38706g,0.510881703698876,1.27520436525785
YALI1_D00062g,1.37017674973434,1.89719229506846
YALI1_D26666g,1.30080884691117,1.65646382073438
YALI1_D26671g,1.46402158873111,2.09657127929448
YALI1_B24351g,0.685601200389049,2.70705136164833
YALI1_D17462g,0.782721324490933,1.79233100914725
YALI1_F03830g,1.14922457704505,1.09169891309527
YALI1_D00094g,1.50721425803177,1.09314691801254
YALI1_D18251g,0.803822838496517,1.33802371532518
YALI1_B27179g,0.776272428228254,0.918997240464773
YALI1_B02833g,0.668618352743454,0.803993017495024
YALI1_B21381g,1.21464070429298,1.77790179928561
YALI1_E27625g,1.37818954676536,1.12378852931789
YALI1_B12993g,0.593848485426571,0.99795106107845
YALI1_F14933g,0.538048955280587,1.50610967820527
YALI1_A15132g,0.557552044744789,0.653679441893592
YALI1_C24434g,0.752734166664067,1.98155841809599
YALI1_D18890g,0.83579053985931,1.61308696401626
YALI1_C01161g,1.21536658290099,0.714019397159484
YALI1_B03290g,0.911969951381537,1.46039219916194
YALI1_F15769g,1.39966161236501,1.41187974462007
YALI1_A06989g,1.25205227255084,1.03150212842056
YALI1_E10148g,1.10883014675581,2.00405171594241
YALI1_B03288g,1.33291291765431,1.64246934934023
YALI1_C12317g,0.587145105408139,1.30213322794676
YALI1_E14619g,1.41594212222193,0.742563188595581
YALI1_B08868g,1.1980785566832,0.753068353145167
YALI1_D17829g,0.86935861992136,1.83880671374952
YALI1_E23854g,0.546748392789128,1.93531645334884
YALI1_D00929g,0.758251686274654,1.25110419262655
YALI1_A11612g,1.40032679678105,1.80021302235103
YALI1_A00538g,0.536392152503013,0.626141329248796
YALI1_D31258g,1.40410915939727,2.69956386034724
YALI1_C29302g,1.35210464744572,0.68223234492835
YALI1_A02365g,1.29921838204031,1.56835034734115
YALI1_F00534g,1.1414613625249,1.4620183580214
YALI1_D22568g,1.04294341503079,0.609647274606419
YALI1_F23819g,0.642041629903553,1.94327015604267
YALI1_C16091g,1.13876507402588,1.04998307875799
YALI1_F00399g,1.10222826701569,1.14016635500221
YALI1_B21104g,0.738291861536489,0.949575467196125
YALI1_A16808g,1.2186517621826,0.909893548432848
YALI1_F34281g,0.584104032918049,1.59125415710675
YALI1_D23612g,0.810976627510206,0.614485560583417
YALI1_D17842g,1.03755319057092,1.08502471145406
YALI1_D02316g,0.732427112331829,0.928281322944774
YALI1_D30285g,0.591779632426229,1.97113593711921
YALI1_F39818g,1.09912294535626,0.653722740020838
YALI1_E27313g,0.716548185994099,1.21463986776723
YALI1_F25649g,0.503016349947015,0.540569329578414
YALI1_D16843g,0.855799751133435,0.617512990254846
YALI1_F27304g,0.556331688594367,2.16624518883275
YALI1_A00058g,1.38858656201993,0.876688851306976
YALI1_E30561g,1.28020959279202,1.47427081045068
YALI1_B13641g,1.30872322429104,0.846958685872998
YALI1_C28686g,1.6192261132444,0.519663647709193
YALI1_E17389g,0.552338818187027,0.81471633376125
YALI1_D28437g,0.814277036999777,0.619999403732569
YALI1_D07930g,0.718326852347945,0.860921150860503
YALI1_D17725g,1.11705921625911,0.620743403477749
YALI1_B26659g,0.951763245797218,1.36639041694442
YALI1_A12688g,0.716369106551515,1.30396904963759
YALI1_B27968g,2.40418227539818,0.938603556165728
YALI1_C13928g,0.980543303885127,1.20387883947308
YALI1_A16809g,1.05467158018857,0.954363028852406
YALI1_B08588g,0.900926773826444,0.919337519681074
YALI1_A21175g,1.02177694496317,1.23980093452452
YALI1_A03512g,0.798356143033406,1.08883984708922
YALI1_C07360g,0.98273699819263,0.945956057577841
YALI1_F05814g,0.52909410783352,0.635451626175023
YALI1_C15540g,0.710685729683616,1.0350720439664
YALI1_C03696g,0.614943297831792,1.56432737088417
YALI1_D29626g,0.685703297976891,1.21568122607734
YALI1_C00331g,0.514400642719581,1.43072379776256
YALI1_F04849g,0.643190396753377,1.12637022910507
YALI1_C18082g,0.606948378880821,0.605025593464452
YALI1_E24719g,0.530907458745176,0.797270007008132
YALI1_A08931g,0.950867872947776,0.935794661744221
YALI1_D03805g,0.528836792211794,0.732166348732429
YALI1_A20242g,0.86953964706887,1.16735807911203
YALI1_A16826g,0.606698059182971,0.67186235670349
YALI1_E11181g,0.958484219807813,0.964838389483705
YALI1_A11622g,0.990557902291119,0.98084788333278
YALI1_A21012g,1.03701203788916,0.803180556378248
YALI1_A21021g,0.811681624756092,0.574173373716925
YALI1_D35025g,1.91397835366858,1.06380264647841
YALI1_E24052g,0.570650925435016,1.19866183181713
YALI1_D16531g,1.23695672616692,0.700252931977588
YALI1_A06396g,0.611402542377744,0.969199248575191
YALI1_C28456g,0.937197366826591,0.613879079100603
YALI1_B09476g,0.813866011231571,0.856979927386256
YALI1_C24533g,0.580872138513652,0.769435887832487
YALI1_B17155g,0.601630051524699,1.83856041773122
YALI1_A16832g,0.609447346774511,0.531956229211369
YALI1_D18442g,0.56196153978468,0.731985447129871
YALI1_A05737g,0.831255585932335,0.689781518161933
YALI1_B22351g,0.558031672115868,0.804501186397333
YALI1_C05296g,0.554817472941347,0.892700061568033
YALI1_C02291g,0.737248754330022,0.549971456178221
YALI1_C18837g,0.534550070629,0.573486859697633
YALI1_B02035g,0.773902229652959,0.740806221079913
YALI1_C12441g,0.721662199099545,0.605300052779451
YALI1_F23214g,1.01004004622563,0.876559469028374
YALI1_D34980g,0.718509977557117,0.663187358969316
YALI1_D26529g,0.785167545670219,0.64853508416207
YALI1_C17419g,0.732732901890364,0.703748020314954
YALI1_E07259g,0.633920724389406,0.559949634934679
YALI1_E23280g,0.801993406035782,0.586609369081725
YALI1_D18048g,0.611728780004213,0.593835011323307
YALI1_F05448g,0.805949591221168,0.599839590680043
YALI1_A08934g,0.544201856385907,0.671449944338078
YALI1_F10193g,0.625301526442589,1.1313244725333
YALI1_D29630g,0.79257249016278,0.528606553747588
